# NumberOfHospitals NumberOfScenarios TimeHorizon
3 300 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
19012 19573 8517  9785 9247 4700  2890 6463 1872  2086 2300 903  1127 1549 643  
14296 16484 6552  10092 10109 5020  4994 6184 2642  2243 3304 1036  1570 1764 654  
13669 12965 6204  7942 9403 3825  5175 6240 2550  3291 3732 1530  1944 3009 1121  
18319 24665 9178  8593 7858 3378  5668 4661 2780  1923 2183 1160  579 703 291  
2820 3279 1289  2404 3089 1153  2504 3007 1219  2718 2280 1212  2149 2642 1106  
17005 15414 8019  8872 10123 4079  4092 6552 2369  2652 3551 1307  1357 1603 658  
6870 10928 3889  7778 7920 3665  4637 5972 2342  3016 4278 1679  2647 3142 1275  
20776 17729 9160  8106 8245 4226  3769 5364 2033  1803 2955 891  796 3289 507  
16489 18626 7302  10991 9970 5127  3566 6231 2089  2043 3206 1277  1614 1077 740  
3397 2732 1540  2916 3370 1446  2753 2734 1339  2295 2717 1207  1973 2065 1042  
30336 31321 15874  4203 5812 1205  1197 2004 151  107 1195 15  37 227 0  
15748 19872 7429  6846 10880 3928  5856 5482 2889  4058 2103 1496  1793 1006 680  
13518 16305 6236  6727 11011 4119  6796 5960 3096  4251 2713 1669  1439 1752 589  
25960 32121 11983  7262 6861 3651  1262 1344 795  1303 176 627  86 62 114  
8961 8693 4654  6049 8335 3366  5324 6436 2490  4360 3219 1789  3103 2763 1342  
26773 22712 11275  5950 11706 3684  1868 4337 1355  842 1213 550  353 369 261  
22504 25052 11378  8969 7966 3565  2133 4672 1363  1305 1637 468  644 683 304  
2168 3598 1246  1551 3159 1058  2602 2969 1370  1623 2725 947  2031 2553 1002  
21646 20918 11048  9240 7558 3636  2907 7710 1654  1324 1812 563  526 1376 214  
2547 3735 1424  3093 2909 1357  2279 3075 1275  2351 2795 1211  1905 2155 820  
26627 25544 11823  5593 10860 3456  2852 2296 1376  543 1339 430  169 400 97  
8693 11027 4721  6907 7553 3090  4545 5427 2038  3523 4464 1741  2794 3350 1412  
22079 29884 12186  8774 7834 3466  1728 2002 724  2042 575 614  643 216 115  
29642 20488 13042  5235 12468 3420  895 5383 646  111 1108 97  16 721 26  
13875 17475 7796  8021 6923 3963  6490 6901 2508  2470 4250 1177  1977 1901 813  
24218 33157 13708  6420 6040 1962  1810 1087 691  2385 226 732  835 60 109  
16372 16583 7419  7457 11017 4326  4559 5975 2272  2370 2545 869  2471 1380 1043  
7472 11166 4309  7082 7499 3130  5778 5608 2575  4237 4208 2035  2119 3224 1091  
1907 3560 1244  2698 3322 1453  2657 3025 1346  1882 2789 1067  2408 2462 1124  
9544 9215 4796  7096 7923 3223  4113 6075 2409  4164 4347 1791  3153 2844 1308  
10188 7396 4198  7024 8770 3652  4743 6326 2349  3837 2543 1617  2775 2298 1299  
18990 26003 10640  9770 6696 4169  4014 3732 1541  1866 2553 576  763 778 201  
2519 3523 1492  2221 3349 1300  2584 3081 1312  1866 2682 1091  2099 2203 1086  
3043 3693 1588  2726 3334 1439  2407 2776 1092  2276 2417 1198  2062 1770 1029  
33839 31754 15067  2001 4937 1949  65 3047 217  1 548 10  0 247 0  
20287 14168 8655  8776 12138 4818  3915 6405 1978  1610 3765 1014  734 1987 436  
22248 25939 12406  9617 9058 3647  3007 3165 892  550 1725 198  351 243 66  
16824 15435 7362  9013 7685 3992  4598 7314 2587  2201 4678 1458  1234 2397 698  
26454 33011 14255  8096 4542 2493  1079 2396 403  219 472 74  41 130 8  
26413 32575 13059  8094 5736 3383  1212 1517 662  79 623 80  68 113 36  
27349 22801 12503  5011 9018 3208  2435 6437 1119  748 1379 309  209 521 72  
20634 19355 9435  8788 8578 3999  2756 6386 1626  2025 2945 1234  946 1177 502  
25555 33754 13734  5882 5322 1895  2309 1059 706  1531 390 716  327 44 78  
20683 18520 10570  8533 11094 4202  4497 5211 1522  1406 2732 608  475 1763 221  
6486 6750 3262  4510 4153 2364  4754 3766 1999  3829 3349 1688  3056 3525 1370  
31061 26411 13558  4191 8997 2993  501 2916 559  128 1580 103  16 486 18  
11246 11043 6017  9397 8692 4138  5484 7221 2681  3727 4154 1636  1975 2498 986  
24690 28306 11797  6198 8413 3034  2248 2098 853  1386 1299 853  1041 301 509  
11636 13908 5542  6693 9741 3680  5158 5993 2440  3591 3933 1698  2563 2432 1117  
17390 18728 9380  10710 9295 4170  3865 6799 2027  1585 3119 816  1141 1351 461  
22661 33603 12876  6906 5570 2849  5166 1065 1157  814 283 232  188 54 81  
13287 12688 5875  8076 8541 4237  5255 6818 2614  3228 4469 1675  1956 2941 1012  
9655 13553 4813  8549 9964 4415  6083 5880 2681  3754 4074 1804  2496 2431 1078  
23169 36874 13450  8789 3374 2725  3495 295 970  325 45 76  70 4 13  
30048 25209 14078  4958 8239 2376  737 4924 671  110 1072 88  40 869 22  
16904 19885 7807  8484 11500 4876  4487 4214 1721  3102 2446 1345  1018 1113 437  
11795 12212 5101  8800 9529 4262  5880 5774 2837  3182 4599 1699  1792 3023 1007  
27228 19232 11398  6394 9271 3829  1675 8550 1485  425 2235 396  124 603 90  
23952 17502 10172  8026 11420 4467  2394 7259 1711  1022 1966 530  325 1239 235  
6386 7279 3178  5303 5880 2549  4181 3797 2079  3716 3312 1725  2996 3511 1441  
11810 14303 5752  6254 9491 3748  4629 6116 2344  2247 3664 1313  3939 2432 1484  
3408 3269 1612  2720 2513 1385  2825 2324 1266  2197 2652 1191  2318 2382 1106  
21848 29542 10534  10960 8514 5063  2205 1889 1088  413 520 290  162 101 121  
2850 3119 1255  2509 2748 1086  2510 2893 1179  2600 2376 1143  2195 2670 1139  
27446 20416 11678  6126 7570 3384  1794 7450 1548  395 3410 439  94 1174 140  
14077 18684 7681  8517 10040 4224  6356 4609 2395  3349 2631 1309  1479 1988 642  
5735 5863 3070  5405 5456 2655  4740 4181 2093  3413 2936 1621  3182 3455 1438  
7807 11194 4427  4997 7908 2825  4693 5904 2355  4905 3914 1929  3263 2907 1295  
12578 21779 7781  9328 10254 4605  5011 4497 2252  4171 2221 1244  1520 992 497  
29717 35751 15992  3582 3923 908  1428 687 239  1047 99 103  110 112 0  
16744 20742 8034  9939 10755 5073  4326 4919 2214  2680 2024 972  1256 868 463  
21334 24855 11289  7753 7258 3654  4194 5289 1474  1209 1900 478  728 471 210  
17108 16312 7820  6703 10377 3449  4354 6077 2216  3620 3217 1694  1741 2070 933  
4488 7226 2780  5561 5353 2715  4252 4755 2172  3713 3913 1794  2579 3512 1332  
32756 29524 15896  2825 5231 1001  301 4010 317  20 1184 27  3 345 1  
2670 3746 1458  2731 3389 1412  2847 2807 1352  2083 2346 1150  2272 2430 1118  
3336 3484 1614  3030 2894 1464  2460 3021 1311  2529 2385 1197  2042 2459 946  
8932 10995 4770  7457 7456 3324  5388 5603 2444  3110 4144 1777  3065 2862 1246  
16895 25862 9978  11616 8143 4780  3029 4037 1326  2711 1541 709  1023 540 291  
32569 24749 15010  2947 12183 2100  356 3120 133  24 302 1  6 194 0  
9573 13870 4913  9550 9335 4623  5731 6250 2700  3934 3933 1815  2104 2297 864  
33761 27546 14137  1717 11952 2681  284 948 258  118 132 150  18 11 15  
7810 10774 4007  5438 8095 3012  4376 5720 2166  4773 3899 1949  2819 2653 1109  
17100 13142 7545  8353 10678 3941  4057 5525 2497  2900 4297 1339  1569 3043 874  
28658 25117 14029  5986 8695 2553  959 4517 557  244 1306 86  39 386 10  
15866 22349 8547  7900 9642 4333  5486 4037 2347  2755 2446 995  2195 984 563  
34232 29178 14766  1217 10388 1981  389 793 378  55 188 92  11 22 24  
3458 3045 1541  2955 3120 1484  2427 2956 1313  2574 2549 1194  2302 1926 1045  
22718 36669 13776  9468 3205 2906  3155 488 524  437 158 35  37 59 2  
24265 29478 12195  7101 7863 3097  1905 2364 1066  1458 644 507  840 132 219  
6735 5585 3117  5302 3241 2133  4601 4519 2136  3234 4827 1832  2910 3927 1463  
16566 14597 7029  8007 10660 4018  4181 6122 2156  3188 4005 1890  1867 1341 851  
5175 5120 2869  5225 6185 2689  4669 4462 2183  3710 4287 1791  3078 3130 1440  
21548 25558 11249  8575 9213 3527  1863 3561 1115  2319 1322 729  1038 516 406  
4537 7240 2553  4561 6112 2525  4249 4995 2076  2683 4009 1501  2732 3011 1161  
4854 6938 2475  3684 6012 2146  4814 4952 2335  4023 3996 1919  3436 3110 1487  
28377 28630 15228  6873 5923 1627  579 5125 381  60 430 8  9 292 0  
7997 7437 4313  6910 7240 3509  6031 5230 2507  3772 3445 1760  2841 3602 1399  
26351 28156 14125  7379 7361 2563  1369 3950 450  691 719 87  94 177 13  
13646 13317 6333  8454 8945 4047  4224 5555 2443  3584 3678 1635  2279 2494 1008  
16853 22500 8982  10597 9081 4429  4174 4836 2090  1661 2053 631  1240 1110 509  
20363 23830 8925  8578 12333 5151  4053 2577 1534  2138 1035 1027  528 480 355  
11406 18195 6461  8994 8371 3531  5391 6459 2844  4129 3460 1939  2200 1645 813  
18845 22037 9491  8221 10228 4115  4256 4530 1812  1857 2058 782  1028 919 499  
6002 6914 3207  5642 5604 2583  4634 3906 2065  3052 4371 1682  2931 2884 1421  
7025 11080 4059  7544 7977 3651  5160 5942 2508  4222 4197 1921  2945 2947 1223  
29657 31910 14346  5184 4544 2363  910 2958 446  121 534 68  23 493 12  
10376 8953 4577  7079 8195 3564  5203 4285 2361  3656 4447 1895  2320 3974 1217  
24726 23326 13812  9588 9881 2952  1365 3548 387  168 2041 76  46 1402 11  
33785 28225 15650  1435 5999 1212  602 3906 339  81 1953 41  1 295 0  
15869 17278 8148  6556 10621 3626  6050 5309 2329  2424 3360 1243  1695 1834 753  
18500 21191 9712  9808 7070 3952  3826 6692 1967  1700 1861 823  907 1000 384  
33687 32268 15108  1546 7107 1517  487 1159 516  99 47 46  66 8 37  
8391 11021 4296  5769 6552 2470  4894 6277 2539  3370 4083 1557  3574 3355 1772  
11993 14866 6139  8629 7967 3641  4003 6505 2342  3950 3634 1650  2114 2541 962  
15615 13717 7726  8599 8022 4117  4699 8331 2483  2986 4352 1368  1884 2522 711  
18518 21587 9693  9435 8927 3732  4594 3925 1997  1437 2254 922  1009 1958 446  
5733 6813 3153  5797 4847 2552  4220 4874 2167  3230 3881 1710  3131 3388 1369  
11122 14358 5546  6780 9592 3885  2955 5631 1924  4414 4049 1892  3926 2317 1483  
30579 30315 14528  3386 8199 2092  1358 1594 488  409 252 111  112 157 13  
11504 12539 6241  7969 6506 3755  5770 6536 2702  3464 4047 1626  2465 3919 1081  
1961 3584 1249  2628 3146 1230  2341 3107 1220  1989 2809 1124  1660 2494 983  
3385 2487 1481  2973 3095 1354  2720 2984 1359  2264 2539 1204  2196 2581 1112  
30969 29097 14233  4070 6044 2399  745 3715 492  93 1053 100  16 519 12  
17320 20391 9488  6622 10809 3577  5840 4083 2298  2749 2017 995  1743 1682 489  
30249 31012 14578  4305 7499 1977  1051 1256 594  248 548 80  44 149 9  
13725 18484 7151  9999 9670 4721  5710 4969 2358  2636 2892 1092  1100 2077 676  
23777 20258 10166  7371 12782 4602  3020 4387 1491  872 1748 440  422 900 279  
21976 29370 12323  10392 7381 3659  2547 2522 940  655 886 229  210 226 63  
23181 32874 13464  10818 5384 3161  1167 1959 384  544 276 192  78 81 15  
20732 18676 9327  8222 9913 3852  3934 5279 2069  1406 3714 1050  832 1587 485  
15676 22345 8502  9533 8928 4768  5748 4290 1896  2644 2596 1081  1104 1182 543  
6565 4211 2796  4997 5043 2594  4412 5382 2243  3657 4514 1795  3128 3065 1368  
3123 3614 1614  2748 3333 1445  2450 2614 1060  2208 2764 1195  2235 2481 1117  
21014 22378 11797  11086 8341 3744  2586 4380 1174  825 2635 373  292 1519 108  
16105 19979 9207  8943 8745 4251  5247 4824 2052  2493 3703 918  1135 1815 373  
10018 13606 4933  8772 9569 4210  6031 6127 2850  2776 3593 1273  2553 2849 1339  
6214 6136 3177  4793 5914 2585  4370 4178 2111  3618 4184 1765  3135 2166 1251  
27468 23576 13660  5816 12199 2941  2143 1865 428  393 1464 160  62 583 30  
6883 5550 3069  4815 6181 2628  4546 4772 2084  3356 3928 1763  3127 2831 1327  
8652 14506 5397  6505 9379 3481  7124 5929 2880  4562 3483 2038  2494 2645 1025  
10316 7909 4385  7178 8104 3457  5016 6490 2611  3595 4454 1921  2742 3446 1345  
25115 28977 12936  6480 8071 3048  3282 1552 897  368 1368 181  456 329 132  
30572 21347 12771  4529 13421 3774  655 4036 594  121 1421 86  18 287 11  
13243 13788 6534  7155 9417 3899  4032 6315 2180  4389 3201 1600  2259 2846 998  
20798 18785 10628  9909 8487 3772  2677 5071 1629  1613 2981 684  603 3038 350  
27799 27890 12083  5264 10679 3796  2462 1332 1090  251 570 196  54 96 33  
9356 9955 4242  7616 7155 3489  5303 5435 2442  3139 4973 1773  2844 3298 1378  
24736 25256 10870  8605 8201 4364  1977 3709 1404  360 2265 353  140 824 156  
8961 11078 4756  6338 8051 3131  5488 4279 2532  2400 4519 1477  3506 3161 1507  
34508 31840 15775  1273 6508 1388  106 1967 77  19 201 5  2 37 0  
9938 6788 4319  7061 7680 3610  5178 6705 2646  3906 4229 1706  2792 3639 1388  
4964 7346 2919  5826 5564 2665  4181 5071 2092  2048 3913 1317  2888 3303 1290  
16842 23659 8388  11174 8913 4593  4841 4298 2332  927 2263 730  999 963 653  
10369 9141 4615  7388 6964 3383  4689 5222 2521  3469 4576 1879  2256 3546 1037  
6821 6464 3230  4970 5072 2130  4408 4942 2112  3559 4240 1824  2712 3042 1458  
29028 37041 15687  5438 2560 1411  1134 915 109  156 73 19  131 0 17  
14841 15441 6458  8373 11032 4344  4198 6402 2402  4004 3108 1810  2045 1752 905  
27557 23344 11970  5222 10865 3054  2012 4726 1568  731 1187 465  292 233 123  
3315 3227 1621  3029 2764 1445  2672 2758 1330  2479 2589 1114  2294 1657 942  
13817 21168 7399  12385 9594 5272  5150 5213 2530  1615 1922 592  1207 1498 673  
16955 12500 7426  8631 8545 4273  4643 8684 2594  2590 4432 1265  1358 2485 785  
3409 2777 1546  3074 2912 1461  2701 2434 1295  2525 2035 1054  2027 2279 1082  
22795 23177 12234  7963 12296 3616  3546 2869 1041  1210 941 241  236 739 75  
29964 36574 15955  5385 2808 1222  404 1087 52  104 115 11  43 6 4  
26564 26620 13059  7147 8403 3097  1354 3989 685  620 1006 299  143 356 73  
25847 24062 11067  7240 11178 4300  2119 2763 1205  440 1796 411  174 550 175  
22840 24657 11420  7552 9219 3166  3481 3620 1508  1255 1788 755  305 820 198  
20007 12702 8172  9052 13650 4949  3940 5620 2123  1646 3139 1031  707 2234 522  
24797 31696 12165  5741 6992 2887  3058 1277 1043  1800 421 777  210 162 181  
20321 29882 11548  8168 7139 2827  4387 2522 2036  1319 742 368  1220 202 309  
24181 28130 13693  9900 8067 2987  1258 1932 431  434 1429 106  109 663 15  
14495 12370 7371  9420 11395 4650  5716 6020 2394  3012 3713 1235  1439 2277 714  
22243 24236 11412  8201 10252 3766  3655 2613 1199  934 2195 456  526 779 238  
16456 15558 8812  9969 12101 4738  5085 5800 2078  1920 3242 858  1418 1706 411  
12814 18277 6790  8962 10305 4542  6493 5137 2722  2487 2971 1320  1503 1754 683  
19299 18739 9652  7909 12032 4068  4516 4180 1954  2402 2246 842  880 1835 392  
1977 3578 1275  2568 3157 1429  2101 2981 1223  2294 2686 1207  2268 2494 1027  
16755 25973 9693  11269 8234 4035  4368 4107 2116  2001 1333 729  800 604 393  
18471 18239 9498  8429 10863 4271  5204 4920 1846  2068 2432 878  916 1616 408  
21695 29965 12015  6110 7464 2977  5841 2075 1470  932 757 307  989 207 353  
27569 24389 12197  6263 9354 3733  1453 4903 965  471 950 251  101 691 67  
13387 10336 6073  8102 10767 4137  5335 4542 2416  3344 3963 1665  1998 3960 1078  
28391 32847 14475  3166 5978 1637  3295 1269 700  848 335 373  71 124 26  
22720 22774 10163  6998 11449 4352  3868 3816 1656  1288 1423 524  466 571 199  
19094 25720 9884  8692 9492 4460  5375 2960 1798  1709 1357 725  684 564 232  
8134 10038 4622  6579 6859 3399  5845 4555 2469  4195 3373 1760  2461 4300 1297  
24880 33199 13873  7981 5397 2762  1273 1599 321  515 303 116  934 64 135  
15667 16958 8113  9642 8839 3973  4176 6781 2285  1848 3561 1078  2185 1486 812  
25003 27642 12993  7454 8676 2731  2617 2397 1131  603 805 273  144 749 79  
5903 6856 2766  5315 5935 2723  3609 5125 1951  3698 3363 1519  3027 3476 1516  
10163 14086 5996  8749 9101 4206  6114 4845 2591  3600 4010 1647  2220 2896 1004  
5875 6348 3148  5146 6017 2638  4791 3888 1996  3344 2873 1624  2715 3413 1433  
3360 2869 1573  2985 3089 1480  2756 2943 1301  2290 2605 1201  2353 2086 1016  
23802 18046 9866  7910 11121 4721  2796 6451 1724  922 2377 541  300 853 218  
21571 23989 11320  8223 9403 3834  3770 3607 1368  1202 2355 405  438 766 156  
