# NumberOfHospitals NumberOfScenarios TimeHorizon
3 200 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
19012 19573 8517  9785 9247 4700  2890 6463 1872  2086 2300 903  1127 1549 643  
14296 16484 6552  10092 10109 5020  4994 6184 2642  2243 3304 1036  1570 1764 654  
13669 12965 6204  7942 9403 3825  5175 6240 2550  3291 3732 1530  1944 3009 1121  
18319 24665 9178  8593 7858 3378  5668 4661 2780  1923 2183 1160  579 703 291  
2820 3279 1289  2404 3089 1153  2504 3007 1219  2718 2280 1212  2149 2642 1106  
17005 15414 8019  8872 10123 4079  4092 6552 2369  2652 3551 1307  1357 1603 658  
6870 10928 3889  7778 7920 3665  4637 5972 2342  3016 4278 1679  2647 3142 1275  
20776 17729 9160  8106 8245 4226  3769 5364 2033  1803 2955 891  796 3289 507  
16489 18626 7302  10991 9970 5127  3566 6231 2089  2043 3206 1277  1614 1077 740  
3397 2732 1540  2916 3370 1446  2753 2734 1339  2295 2717 1207  1973 2065 1042  
30336 31321 15874  4203 5812 1205  1197 2004 151  107 1195 15  37 227 0  
15748 19872 7429  6846 10880 3928  5856 5482 2889  4058 2103 1496  1793 1006 680  
13518 16305 6236  6727 11011 4119  6796 5960 3096  4251 2713 1669  1439 1752 589  
25960 32121 11983  7262 6861 3651  1262 1344 795  1303 176 627  86 62 114  
8961 8693 4654  6049 8335 3366  5324 6436 2490  4360 3219 1789  3103 2763 1342  
26773 22712 11275  5950 11706 3684  1868 4337 1355  842 1213 550  353 369 261  
22504 25052 11378  8969 7966 3565  2133 4672 1363  1305 1637 468  644 683 304  
2168 3598 1246  1551 3159 1058  2602 2969 1370  1623 2725 947  2031 2553 1002  
21646 20918 11048  9240 7558 3636  2907 7710 1654  1324 1812 563  526 1376 214  
2547 3735 1424  3093 2909 1357  2279 3075 1275  2351 2795 1211  1905 2155 820  
26627 25544 11823  5593 10860 3456  2852 2296 1376  543 1339 430  169 400 97  
8693 11027 4721  6907 7553 3090  4545 5427 2038  3523 4464 1741  2794 3350 1412  
22079 29884 12186  8774 7834 3466  1728 2002 724  2042 575 614  643 216 115  
29642 20488 13042  5235 12468 3420  895 5383 646  111 1108 97  16 721 26  
13875 17475 7796  8021 6923 3963  6490 6901 2508  2470 4250 1177  1977 1901 813  
24218 33157 13708  6420 6040 1962  1810 1087 691  2385 226 732  835 60 109  
16372 16583 7419  7457 11017 4326  4559 5975 2272  2370 2545 869  2471 1380 1043  
7472 11166 4309  7082 7499 3130  5778 5608 2575  4237 4208 2035  2119 3224 1091  
1907 3560 1244  2698 3322 1453  2657 3025 1346  1882 2789 1067  2408 2462 1124  
9544 9215 4796  7096 7923 3223  4113 6075 2409  4164 4347 1791  3153 2844 1308  
10188 7396 4198  7024 8770 3652  4743 6326 2349  3837 2543 1617  2775 2298 1299  
18990 26003 10640  9770 6696 4169  4014 3732 1541  1866 2553 576  763 778 201  
2519 3523 1492  2221 3349 1300  2584 3081 1312  1866 2682 1091  2099 2203 1086  
3043 3693 1588  2726 3334 1439  2407 2776 1092  2276 2417 1198  2062 1770 1029  
33839 31754 15067  2001 4937 1949  65 3047 217  1 548 10  0 247 0  
20287 14168 8655  8776 12138 4818  3915 6405 1978  1610 3765 1014  734 1987 436  
22248 25939 12406  9617 9058 3647  3007 3165 892  550 1725 198  351 243 66  
16824 15435 7362  9013 7685 3992  4598 7314 2587  2201 4678 1458  1234 2397 698  
26454 33011 14255  8096 4542 2493  1079 2396 403  219 472 74  41 130 8  
26413 32575 13059  8094 5736 3383  1212 1517 662  79 623 80  68 113 36  
27349 22801 12503  5011 9018 3208  2435 6437 1119  748 1379 309  209 521 72  
20634 19355 9435  8788 8578 3999  2756 6386 1626  2025 2945 1234  946 1177 502  
25555 33754 13734  5882 5322 1895  2309 1059 706  1531 390 716  327 44 78  
20683 18520 10570  8533 11094 4202  4497 5211 1522  1406 2732 608  475 1763 221  
6486 6750 3262  4510 4153 2364  4754 3766 1999  3829 3349 1688  3056 3525 1370  
31061 26411 13558  4191 8997 2993  501 2916 559  128 1580 103  16 486 18  
11246 11043 6017  9397 8692 4138  5484 7221 2681  3727 4154 1636  1975 2498 986  
24690 28306 11797  6198 8413 3034  2248 2098 853  1386 1299 853  1041 301 509  
11636 13908 5542  6693 9741 3680  5158 5993 2440  3591 3933 1698  2563 2432 1117  
17390 18728 9380  10710 9295 4170  3865 6799 2027  1585 3119 816  1141 1351 461  
22661 33603 12876  6906 5570 2849  5166 1065 1157  814 283 232  188 54 81  
13287 12688 5875  8076 8541 4237  5255 6818 2614  3228 4469 1675  1956 2941 1012  
9655 13553 4813  8549 9964 4415  6083 5880 2681  3754 4074 1804  2496 2431 1078  
23169 36874 13450  8789 3374 2725  3495 295 970  325 45 76  70 4 13  
30048 25209 14078  4958 8239 2376  737 4924 671  110 1072 88  40 869 22  
16904 19885 7807  8484 11500 4876  4487 4214 1721  3102 2446 1345  1018 1113 437  
11795 12212 5101  8800 9529 4262  5880 5774 2837  3182 4599 1699  1792 3023 1007  
27228 19232 11398  6394 9271 3829  1675 8550 1485  425 2235 396  124 603 90  
23952 17502 10172  8026 11420 4467  2394 7259 1711  1022 1966 530  325 1239 235  
6386 7279 3178  5303 5880 2549  4181 3797 2079  3716 3312 1725  2996 3511 1441  
11810 14303 5752  6254 9491 3748  4629 6116 2344  2247 3664 1313  3939 2432 1484  
3408 3269 1612  2720 2513 1385  2825 2324 1266  2197 2652 1191  2318 2382 1106  
21848 29542 10534  10960 8514 5063  2205 1889 1088  413 520 290  162 101 121  
2850 3119 1255  2509 2748 1086  2510 2893 1179  2600 2376 1143  2195 2670 1139  
27446 20416 11678  6126 7570 3384  1794 7450 1548  395 3410 439  94 1174 140  
14077 18684 7681  8517 10040 4224  6356 4609 2395  3349 2631 1309  1479 1988 642  
5735 5863 3070  5405 5456 2655  4740 4181 2093  3413 2936 1621  3182 3455 1438  
7807 11194 4427  4997 7908 2825  4693 5904 2355  4905 3914 1929  3263 2907 1295  
12578 21779 7781  9328 10254 4605  5011 4497 2252  4171 2221 1244  1520 992 497  
29717 35751 15992  3582 3923 908  1428 687 239  1047 99 103  110 112 0  
16744 20742 8034  9939 10755 5073  4326 4919 2214  2680 2024 972  1256 868 463  
21334 24855 11289  7753 7258 3654  4194 5289 1474  1209 1900 478  728 471 210  
17108 16312 7820  6703 10377 3449  4354 6077 2216  3620 3217 1694  1741 2070 933  
4488 7226 2780  5561 5353 2715  4252 4755 2172  3713 3913 1794  2579 3512 1332  
32756 29524 15896  2825 5231 1001  301 4010 317  20 1184 27  3 345 1  
2670 3746 1458  2731 3389 1412  2847 2807 1352  2083 2346 1150  2272 2430 1118  
3336 3484 1614  3030 2894 1464  2460 3021 1311  2529 2385 1197  2042 2459 946  
8932 10995 4770  7457 7456 3324  5388 5603 2444  3110 4144 1777  3065 2862 1246  
16895 25862 9978  11616 8143 4780  3029 4037 1326  2711 1541 709  1023 540 291  
32569 24749 15010  2947 12183 2100  356 3120 133  24 302 1  6 194 0  
9573 13870 4913  9550 9335 4623  5731 6250 2700  3934 3933 1815  2104 2297 864  
33761 27546 14137  1717 11952 2681  284 948 258  118 132 150  18 11 15  
7810 10774 4007  5438 8095 3012  4376 5720 2166  4773 3899 1949  2819 2653 1109  
17100 13142 7545  8353 10678 3941  4057 5525 2497  2900 4297 1339  1569 3043 874  
28658 25117 14029  5986 8695 2553  959 4517 557  244 1306 86  39 386 10  
15866 22349 8547  7900 9642 4333  5486 4037 2347  2755 2446 995  2195 984 563  
34232 29178 14766  1217 10388 1981  389 793 378  55 188 92  11 22 24  
3458 3045 1541  2955 3120 1484  2427 2956 1313  2574 2549 1194  2302 1926 1045  
22718 36669 13776  9468 3205 2906  3155 488 524  437 158 35  37 59 2  
24265 29478 12195  7101 7863 3097  1905 2364 1066  1458 644 507  840 132 219  
6735 5585 3117  5302 3241 2133  4601 4519 2136  3234 4827 1832  2910 3927 1463  
16566 14597 7029  8007 10660 4018  4181 6122 2156  3188 4005 1890  1867 1341 851  
5175 5120 2869  5225 6185 2689  4669 4462 2183  3710 4287 1791  3078 3130 1440  
21548 25558 11249  8575 9213 3527  1863 3561 1115  2319 1322 729  1038 516 406  
4537 7240 2553  4561 6112 2525  4249 4995 2076  2683 4009 1501  2732 3011 1161  
4854 6938 2475  3684 6012 2146  4814 4952 2335  4023 3996 1919  3436 3110 1487  
