# NumberOfHospitals NumberOfScenarios TimeHorizon
3 300 2
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
48554 38718 33400  29072 14450 15372  
33903 25126 20582  15064 15822 11450  
7875 6485 5233  6127 5859 4538  
27516 16579 14719  18591 12924 13690  
79438 52858 58953  17885 9920 3310  
27861 15646 14480  19831 11624 10550  
16271 12258 9383  15697 9348 9421  
82346 47705 52162  11790 16920 8237  
70439 53950 39297  24110 9630 15951  
6758 6362 4464  7918 5733 4910  
27594 12331 15422  18306 12374 13251  
70934 65131 52090  24494 1728 10306  
49063 28082 21406  28092 20849 21994  
6963 6483 5249  6121 5829 4687  
66246 57071 41584  21162 8760 15831  
41346 22179 17538  25665 19511 17206  
35708 21751 23548  22577 13866 14598  
56312 32017 33928  21295 20274 15176  
46647 36444 35099  29654 15758 13666  
54246 35295 30607  25759 16054 17414  
61100 33547 28303  25551 14955 19131  
41644 32135 27233  24671 16091 16621  
84012 58277 45293  14026 6025 11305  
71388 48664 41929  21760 11626 13677  
81412 56758 42303  14248 10055 18109  
25585 25781 18645  21441 15723 15567  
59375 23186 34909  21424 23571 18077  
73590 58797 40194  25058 6725 18523  
46208 36185 35094  25240 17707 12980  
34077 20395 16209  22388 14556 12158  
16660 12812 11225  10820 10437 8342  
35920 19663 22930  17683 13728 14451  
56699 36576 41264  21816 14372 13457  
44708 29880 29301  25378 14822 12586  
27274 17001 14812  18241 14376 12648  
9250 5841 5351  8142 5010 4272  
67113 34772 44897  21508 21996 13384  
74527 45629 42165  19389 12450 14212  
14344 9433 11401  14872 7010 8862  
61501 58539 44672  24854 6417 15238  
20308 19471 14576  14105 13553 10126  
17130 11329 8988  12913 9127 6627  
9312 4186 5032  8510 4183 4764  
39235 38770 30474  22654 16203 13823  
9210 5176 5727  6755 5076 5312  
62519 58468 44019  27325 7518 14496  
25025 21761 22315  26572 16861 14318  
40238 22829 28593  27693 13130 13480  
52810 27816 33999  21309 18229 16019  
83100 53122 48781  14083 7780 10793  
55148 35444 34416  18907 17556 11381  
26981 11478 15272  18052 13254 13425  
16179 8775 11299  14370 10909 9429  
54166 31320 34901  23012 19602 15619  
56797 41237 46135  31230 15704 12221  
84325 51080 48181  11905 13246 9957  
75323 57160 46779  11965 8277 8822  
44891 35621 34973  23893 18244 12846  
73854 59110 40645  24891 6659 18707  
35940 22763 23578  22907 14661 14718  
44743 25916 29139  24710 16845 15744  
50734 20090 30151  25515 15613 16106  
66317 62537 54478  24169 3661 7513  
23964 13567 10060  18917 13382 10682  
25163 19118 15821  21235 9787 11143  
17439 12464 10568  15685 7859 8543  
32131 27103 28134  29364 13308 15505  
81968 42683 50530  13271 10270 8475  
78792 56395 40494  17569 7906 13973  
57980 43630 40848  26728 14547 14220  
14954 13027 10678  14672 9675 8074  
23834 18840 17342  18656 11928 12890  
75045 39553 38604  15535 21181 15188  
67179 44051 47548  22552 16588 11381  
91447 56595 58399  6207 9792 4003  
17602 12028 10050  15484 9306 9309  
24142 25368 17239  23947 15540 13703  
74824 51784 53575  20512 9398 7372  
44447 38769 32897  31659 13059 15821  
21746 19557 15250  13045 13355 9443  
44247 29896 29435  26307 14476 13243  
18433 11120 9970  14918 9639 8576  
7994 4547 5709  8382 3870 4775  
92751 40275 49035  6566 18809 12080  
65882 38999 39240  21916 15657 15226  
31260 23572 17012  25610 14107 14616  
8547 5682 4496  7452 5813 5317  
9103 6025 5695  6783 5933 4718  
72815 57051 44766  23242 6934 12909  
40346 29929 22437  20859 17660 17624  
49431 31825 23990  26440 19753 19843  
44616 24898 21550  25670 15769 15386  
18134 11157 11729  11276 8848 9328  
45171 18449 24604  25001 14562 15560  
75219 40569 51145  20063 16716 9178  
51998 37171 34925  23055 17291 14778  
91327 45321 43344  5402 15059 8756  
6803 6274 5484  6287 5845 4767  
9372 5593 5652  8620 4639 4821  
37864 18734 20777  21933 17145 15763  
34338 31080 21212  30964 14850 17560  
36764 24699 28863  28669 14007 14788  
55524 32641 29608  20308 19182 14235  
37692 19430 21726  23372 15789 14789  
91986 49299 56538  6167 15707 5844  
18333 11957 10877  14655 9995 9548  
67105 46965 56280  25337 15543 5588  
32717 25749 21119  16010 15451 10906  
45145 33971 35197  23553 14671 15065  
65852 60203 55639  28067 6634 6425  
33593 23552 23778  17111 16791 11747  
90182 52812 45746  8679 13390 15939  
13779 9941 11408  15692 10324 9225  
62241 42685 36603  23451 13957 17382  
41337 31692 34422  30477 18214 16032  
35331 23550 23648  19160 11840 14200  
64199 46227 47451  24211 13711 11532  
67490 49096 47066  24191 11405 9506  
34453 19847 23271  22227 17957 13460  
57702 27975 38277  23919 13626 13847  
84817 49876 47856  11080 12090 7769  
86948 38546 52797  12914 22430 7855  
8081 5910 5919  5894 4799 5091  
18859 9745 10856  13687 8611 6498  
39468 27543 29570  27755 17757 14661  
27355 17218 15105  19407 11742 13366  
74507 44477 40907  16751 15966 16681  
49597 34927 26627  25455 16012 14842  
66276 36647 36040  21256 19453 16936  
33435 23754 18447  25332 13445 15161  
80332 44459 33445  18251 16853 22763  
8803 5698 5926  5206 4273 4893  
46315 37054 34823  24300 12271 15236  
9173 4914 4533  7197 4308 3125  
9411 4415 4888  7402 5554 4145  
55911 51318 43334  24839 9658 14265  
29198 31802 21944  30034 16410 19004  
9453 4932 4974  7570 3546 4935  
14336 12854 9449  12960 9544 7029  
62524 49840 51782  28606 9578 8658  
46811 21287 24913  25019 17917 14971  
60717 36436 29649  23219 20426 19871  
77752 54221 44115  16719 9515 11178  
8378 3074 4845  8695 4795 4708  
51775 45674 36503  30573 13652 16759  
74110 41119 38025  15534 16043 10647  
16778 10863 11863  15092 10143 9268  
81019 57729 42943  16122 8916 16929  
32827 30775 20285  27089 17441 17639  
14350 13033 10410  14910 10153 9124  
33194 24327 18931  20995 12870 9967  
43728 29300 24033  26064 15631 15486  
34662 24668 28535  26813 18389 16118  
8045 6374 5020  8369 5482 5085  
85317 42493 46524  11593 20632 13299  
8661 4199 5485  8477 5494 5020  
84013 60588 59121  13014 5081 3411  
70981 49805 44860  17625 13143 12914  
9136 5440 5820  8356 5413 5193  
66606 46984 47565  17522 15185 10333  
67599 49458 52772  26481 9458 7632  
9126 5729 5033  7314 3917 3007  
33199 24564 28250  23859 18654 15743  
90284 48291 56838  8378 14763 5377  
22567 14618 17335  22097 12062 11757  
44543 28079 29553  18416 14095 14944  
35161 24741 21073  22933 11855 15156  
8472 3704 5255  7140 5251 5405  
92849 54579 49880  4635 9336 6036  
61085 56349 38589  32103 8019 16932  
56503 26742 29163  24328 15236 16227  
7175 6288 5598  7542 5653 5295  
15143 11427 7913  14992 10121 9042  
21197 19183 16409  18539 10161 12793  
54911 35257 40899  26833 19897 14340  
23001 18981 17106  18730 12870 12902  
94902 52373 52195  4609 12966 10194  
79543 63472 57319  18396 3240 4328  
61938 57308 48926  21174 8366 8429  
15318 13018 10403  15815 9097 8737  
67076 30018 42491  23817 16874 12789  
85489 47483 48840  10333 16943 11179  
38582 34636 33522  26625 17116 16054  
75293 26851 43024  20059 21130 13882  
8807 5866 5913  6950 5590 5251  
27074 25471 17925  25574 15394 15082  
73185 59728 57862  21406 7228 4248  
66048 43241 47433  25857 12328 9884  
61996 36295 40934  24181 11769 11894  
38518 28730 29457  25671 17575 15549  
26542 15958 13348  20768 11196 11544  
28696 25988 19749  19512 15885 14261  
59861 36839 29277  22284 16566 14000  
18803 9046 10424  13102 8092 9604  
56927 42514 32354  27650 13834 16239  
62180 36915 41051  24493 18198 12323  
74372 41010 38303  15395 18241 12364  
31388 19816 23295  20557 18158 13885  
25535 25853 19569  22712 14678 16122  
45516 28349 34492  29501 20829 15620  
28274 16620 15965  19128 9694 12260  
67274 44874 52178  23151 9442 7502  
40214 38976 29745  29731 16097 16577  
18130 11931 10483  15293 8199 7947  
47162 22820 25890  25126 17301 15734  
33661 15058 21241  20707 13751 14984  
66414 57560 56536  22595 5921 5057  
17102 7174 10308  13995 5473 8032  
17989 14546 16489  19845 10230 12444  
8495 4731 5748  8606 4585 4408  
31951 25878 20953  23232 12177 10560  
39578 31700 24376  24398 14688 12495  
85208 41774 46019  10852 16211 7816  
74514 45037 41465  19275 12513 14814  
42071 28446 22061  22656 16620 13343  
9464 5442 5350  7723 5106 5435  
28125 16841 16965  16929 10662 12653  
49691 36089 27868  24134 17806 16954  
78979 41104 50784  16840 16899 9611  
71996 32304 42030  18448 23844 15641  
84235 40240 47224  12181 22855 12575  
63651 49846 46510  22676 12800 9435  
9062 4654 5585  7972 4569 5256  
7535 6346 5649  5823 5060 5070  
6884 6465 4768  8375 5473 5337  
71595 50441 53334  23348 13428 7833  
12036 9467 10978  13338 10445 9569  
60443 44170 39788  20196 14996 11285  
33747 16849 22177  24977 15685 14429  
81022 55933 41370  13774 10235 14976  
35484 23376 23643  18714 16624 11501  
25295 12781 16701  21060 10391 10807  
35788 29147 28879  28937 16397 15858  
