# NumberOfHospitals NumberOfScenarios TimeHorizon
2 200 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
70559 49370  39871 19179  28511 13725  13942 5651  6739 2409  
38900 23257  30278 17689  23106 14318  20497 10406  14259 7580  
91502 45614  41268 25892  17320 7471  7381 6028  6162 3919  
115006 65063  36828 20913  9669 5160  3962 870  1579 230  
38330 24033  31319 16086  23253 12691  20421 11053  14168 8191  
75839 41834  49735 27883  21047 12364  10883 5821  4330 2331  
134460 78222  27516 11574  5414 1994  1236 445  276 61  
125291 48597  34661 32839  5609 5826  2211 3169  853 1456  
81541 60271  54520 20812  19090 7540  8266 2443  2963 840  
71275 44338  44462 21240  22883 12788  13857 6010  7418 3159  
77455 40941  37917 18862  21701 15566  12359 8133  8519 3865  
53206 33033  40389 22607  20456 12130  17865 8451  11295 4551  
83516 60199  33361 19130  31485 8420  12902 3015  4656 979  
49618 29049  32372 22083  20784 14081  20156 7730  14840 7044  
92779 46975  35762 22812  19841 10910  8595 5158  5398 2875  
12236 8353  14056 7786  12566 6525  9687 6067  10966 5739  
38458 25956  35948 17367  18080 12603  18699 10503  13643 6716  
117172 78956  42370 11030  5783 1658  2378 491  1026 163  
116599 72684  36445 17552  7531 1516  5519 485  2483 88  
89463 45396  42219 21168  18402 10642  8240 7350  4397 2530  
12664 8164  11523 7907  12246 6498  12038 5940  9089 5823  
153655 73710  13143 17251  1595 924  489 314  91 103  
35712 24972  35279 19078  20411 13403  18456 9918  12755 7069  
120514 79730  30801 9528  13813 2566  2728 429  816 68  
117334 68638  30425 14299  13435 7137  5683 1632  1530 392  
113241 46849  33091 19761  12386 13485  7086 8514  1679 2391  
77501 38973  38646 19596  21964 12319  13446 9443  7698 4776  
15359 7963  13669 6290  12736 7066  11081 4899  9610 5928  
148626 66286  17209 19956  1984 3687  600 1752  235 375  
43175 20288  33393 20116  21176 11049  19068 9146  13157 6645  
82028 51018  42117 23236  23344 10139  11748 4057  4937 2138  
28680 13832  23084 14782  20940 9922  17210 8201  13512 8638  
126495 67086  33420 20574  3972 2733  4216 1491  633 376  
112976 69370  29852 15058  18982 5051  4738 1709  1384 710  
88541 52788  43213 18925  19819 11032  8357 5535  4878 1969  
128471 71836  31710 16250  5891 2725  2247 1110  434 316  
100517 54265  43440 22629  14761 8037  5382 4790  2446 1397  
64049 40035  45555 22762  23504 12497  15331 8159  8390 4227  
14595 7825  14144 7408  12630 6499  11515 5503  10393 5054  
41968 25317  32675 17079  23394 11434  16942 8501  12200 8337  
56836 33796  37106 17187  27211 14313  14472 8765  11022 7034  
123102 67478  32760 18447  8604 4236  3193 1619  919 371  
124067 79418  31984 9175  10196 3154  1719 508  773 55  
27620 10643  25172 12639  20763 12258  16812 8885  14218 7886  
141173 87975  24570 4078  2851 214  267 50  61 13  
112837 57781  34172 23860  13743 7985  6135 1961  1174 490  
100706 41994  38268 27946  17647 13014  7303 4802  2833 2509  
109470 81547  50405 9695  6316 985  1784 100  737 11  
73811 36197  40434 18009  21911 17770  14716 9324  8193 4673  
98331 61375  31931 19870  21738 6988  9891 2268  3639 1211  
66480 49151  41689 23257  32526 10991  9966 4443  7538 2472  
116853 78782  34631 11145  9826 1955  5923 381  1064 61  
30419 15497  24010 14217  20326 11576  14398 8686  11612 7568  
25135 17342  26053 13612  21014 10908  15631 9704  11733 7164  
105321 60318  39709 16621  12225 10193  7445 3214  2478 1324  
58766 28743  37624 16779  22317 14549  17868 10211  10131 5863  
102946 44570  40951 26304  14487 10597  5876 6111  2078 1819  
88800 38883  40370 22675  20655 14554  9546 7253  4737 3911  
105284 63733  43860 21488  13161 4172  3533 2119  2169 583  
60869 28395  34141 19557  26018 16287  16712 9282  10390 5081  
154619 76308  12161 14158  1794 1715  391 135  21 21  
105965 59509  34809 19243  17213 8769  5505 3015  2807 1042  
76422 36747  40688 25914  23168 12105  12847 7473  6457 4010  
127762 82484  26578 6519  10799 3160  1981 125  836 33  
15120 8481  11762 7997  12755 7047  10651 6277  10534 4555  
10651 8334  11925 7325  11533 7252  9531 6525  10578 5971  
125228 75087  31754 11779  7497 3177  3692 1965  488 194  
42620 19725  32999 17282  23238 14924  15438 8994  14824 7760  
56231 29382  35531 23826  27566 13657  17886 9358  11532 5872  
59508 29289  36090 19848  24668 10732  13325 9593  12146 7423  
85414 48418  41582 17778  21235 14978  11124 5462  4408 2136  
14916 8727  10564 7634  10421 7190  11052 6511  10583 5918  
15098 7341  13004 5957  11613 5633  9235 5748  10699 6339  
113231 52627  32868 16822  15431 14478  3605 4707  1711 1767  
76132 39099  41088 20286  19888 14167  12683 9030  7964 4662  
30796 16347  24939 11801  18753 11343  14476 10107  13315 5333  
29332 17638  21728 14227  19791 9689  16297 9428  14226 7875  
28605 17743  24836 12406  18234 11489  17725 8743  13027 8049  
135764 83643  28790 7113  3811 1548  504 41  91 0  
103884 61325  31676 18603  20622 8131  6418 2773  3410 765  
75484 40951  42328 23512  22927 11770  11349 7516  6860 4117  
104724 57952  35357 22640  17567 5830  6416 3995  2949 1199  
135076 78451  21316 11792  10390 1508  1601 497  424 59  
49144 28918  37053 22429  26212 15667  18892 9341  11294 4947  
13603 7415  13883 6872  11692 7101  10905 6246  9703 6041  
29106 14594  25212 13325  20073 8984  16609 8321  14233 8214  
118692 71282  33766 15701  12390 4634  2287 482  1434 193  
101701 55131  47720 22709  12799 10224  3145 2695  2290 1089  
154719 82811  11915 7667  2100 1655  205 188  45 17  
80421 41797  47163 23232  18968 14074  11071 7055  4580 2720  
91548 43372  40760 22462  18981 11619  8387 6005  4419 3535  
58268 35058  40011 21173  21840 13222  14122 8632  12720 4929  
104216 45852  39450 26397  15550 11699  5651 4302  2506 2680  
28678 16475  25236 13127  20172 11358  15636 9818  14202 7548  
118614 79720  39279 10810  6970 1535  1957 211  1164 43  
54530 28207  41082 21454  25697 12753  14578 10923  11532 7147  
100103 56445  39602 20215  18755 8720  6064 3750  2829 1878  
107500 57494  38750 22404  13046 5564  5772 4268  2427 1693  
42668 32817  41475 22296  26770 14256  15265 7258  11246 4724  
13633 8470  11103 7639  12881 6910  9134 5779  8834 5741  
117047 70097  34383 17101  11320 3929  3939 712  1666 333  
60436 32410  37094 15907  23501 16958  15666 10132  9288 6269  
69582 34498  41180 22790  22866 11164  14387 10266  9182 5468  
112188 59181  39554 26241  10717 4133  3608 1562  2085 822  
100392 61042  35874 18325  20408 7991  5326 2737  2453 1305  
81949 53325  39108 20383  22383 10540  13153 4554  5932 2027  
78623 46790  44395 20486  20741 10735  12407 8266  4343 2160  
49801 31836  41942 20520  22206 15109  14524 6724  9600 6370  
132499 72431  26652 15829  7091 3720  1154 181  953 115  
63951 43606  41897 20925  24294 13159  16260 6748  9483 3198  
129955 88400  31024 3546  5979 385  1162 12  456 0  
133997 62698  26687 24195  6434 3302  1261 1224  437 661  
105359 47671  39384 25590  14453 9829  5764 5100  2038 2067  
25909 17653  20777 13843  20070 10635  15135 8195  13597 7965  
74859 41895  40151 20203  23488 10851  13636 7501  7047 4733  
76646 52385  49831 21756  20153 10352  12116 4081  4204 1709  
42893 18379  32637 15203  24952 13979  17096 10236  13461 8159  
27460 16165  25219 14221  18407 10076  16168 9848  13795 6335  
120518 67752  34285 15062  8416 4452  3488 3108  859 1044  
138014 78446  27258 13020  2869 839  586 34  196 6  
45313 21544  29139 18432  25332 13068  18900 10663  12829 6443  
123078 60691  32996 22446  8065 4411  3399 3594  936 745  
63078 31512  46468 25312  23402 13122  15412 9311  9259 5433  
44405 26265  33299 17654  24760 12268  17205 9377  12111 7465  
131997 56828  26638 20547  8064 12039  1629 1928  466 691  
14098 5874  14037 7811  12897 6841  10896 5594  10590 5657  
106973 52464  39224 22922  14129 9717  5326 4720  2053 1499  
55646 30702  38768 20185  25121 15928  12990 7377  9346 5144  
147084 88025  19580 3870  2046 360  239 71  39 13  
116542 77947  35772 12975  12143 962  3325 339  549 56  
93794 57617  48027 20585  15926 9112  6388 3337  2510 1105  
75610 45495  41099 26155  19303 10898  13745 4744  8115 1990  
74132 35562  39966 18278  24410 16151  11915 10231  7180 4374  
28912 16562  24222 14260  19772 11273  17475 8623  13616 5907  
83544 50534  45767 23077  18857 9646  10015 5219  5381 2213  
89360 52086  39568 23566  21741 8786  10142 4640  3289 1584  
115434 50016  32858 20880  13332 13285  3497 4234  2159 2626  
118816 62270  29899 18800  13963 6119  4600 3533  1074 979  
30579 14472  24146 14709  18563 10403  17405 9223  14046 6669  
95762 49518  33874 26114  17654 9349  9645 3575  4834 2048  
107253 66367  38182 18441  15444 5658  4211 1358  2464 363  
119733 67069  26957 15358  11440 7090  8230 1926  1939 600  
101604 42292  41272 26637  16237 14557  5186 4486  2810 2643  
69527 50630  44902 21765  22856 10061  14451 4960  5597 2366  
