# NumberOfHospitals NumberOfScenarios TimeHorizon
3 300 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
89103 82561 80226  48938 37343 30804  13197 12999 14007  
62532 56210 52820  41436 34168 30509  21050 18647 18580  
115806 110002 102905  41052 28383 25877  16165 9804 7634  
130587 121419 119445  40997 24575 14254  5762 3814 3384  
53127 46861 45290  37683 33397 32066  23634 18999 16917  
99077 77843 60916  38566 35662 35454  21890 17620 16916  
62632 50858 43837  42000 37485 35173  22164 19406 19219  
73073 60141 53442  31802 28758 29454  27829 24105 22427  
101469 98755 102552  41238 28723 20933  22538 16679 10899  
116333 91918 72864  39262 37170 40642  14867 13683 15084  
26710 25242 25583  17554 18658 20470  21245 18299 16890  
86432 86751 94114  56999 44947 33658  22888 12726 6862  
95894 84094 77619  45336 37417 33166  14922 13584 14416  
13535 13137 13012  14221 12629 11910  12971 11174 9787  
120025 97691 85247  41036 39223 39907  13300 9471 7698  
144024 120231 106401  24692 23637 26221  8287 5746 4291  
48747 39933 34420  31457 26382 24219  24984 22000 21024  
165937 140961 123888  10810 8670 13195  2126 679 330  
48982 41874 36555  35180 30067 27778  24405 21868 21193  
134338 120118 114878  23482 20674 18799  16892 8131 3244  
66258 56296 49788  39870 33177 28374  26383 22670 21968  
32582 27879 24344  27004 20884 16450  20356 18453 17561  
80457 64801 54834  39597 33686 31623  27543 23904 21912  
11008 11666 12811  12476 11666 11670  11684 11070 10692  
133866 107189 87919  32621 32004 36463  9286 7950 8537  
138092 129205 120997  37797 19525 14851  2736 1628 1633  
73405 80907 93565  55729 42982 31592  24451 15192 8288  
112086 98841 90056  43098 32614 27803  13351 11800 13007  
91694 92288 99200  36783 31105 25766  26132 16219 8690  
96931 93538 93334  38975 32885 29536  20797 13837 9663  
33195 28161 24693  25964 22486 20851  22304 18528 16130  
58985 55045 53365  36080 33146 32576  29477 23325 19757  
32413 28113 25043  27295 22761 19857  20102 18110 17109  
37326 32674 31665  35829 32238 30466  27981 23270 20569  
33030 27501 23223  24789 22553 21994  18490 17455 17049  
12973 10788 9896  14134 12346 11541  13432 11003 9569  
22802 20232 20081  26677 21670 18716  15732 15069 15890  
66910 53337 43383  40069 34065 31560  26593 22156 19955  
47636 39858 33232  34302 30939 30011  26861 20529 16555  
95277 102115 113583  53561 35016 19452  20188 9586 3439  
84783 77911 71570  45150 35302 30260  25810 20823 20562  
141122 134244 133909  29770 14712 3575  6310 1432 116  
78869 90340 106371  58610 42672 25991  25667 13223 4486  
99679 79596 63776  43221 37887 37623  19763 16623 15897  
61439 52890 45398  39408 34283 31686  24722 21555 20869  
94643 92037 91300  48045 36440 29686  20883 13966 11085  
164689 141148 126055  11061 7803 9744  3251 1612 1660  
65134 52711 42413  39602 35666 34380  27694 22519 20586  
113732 88773 68057  38522 34033 33396  16598 15720 18433  
58461 53919 52766  43696 35756 29963  17677 17568 19206  
116459 95034 78358  38695 33244 33583  14389 13180 14055  
25718 22747 22150  21242 19843 20124  18291 15537 14559  
49259 54100 61550  36607 33875 32736  26837 22531 19070  
77849 69362 65323  43753 37401 34414  22856 19157 17813  
31457 27024 24725  27430 23060 20121  22271 18399 16134  
114529 106370 99820  42659 30823 26699  15338 9887 8431  
42150 39319 36898  35496 28371 23066  26261 22810 21629  
78257 63518 54714  46201 40838 37775  21843 20288 21261  
43653 38495 36639  31431 26573 24557  28532 23531 20346  
31233 28021 25913  26298 22949 21203  22530 17182 13496  
37640 31716 29613  28797 25404 24790  29315 24998 22405  
148029 116816 94997  24285 26082 31783  5666 6166 8181  
107940 99711 99512  35876 26352 21225  23232 17612 12738  
16202 13376 11657  11352 10751 11091  13890 10590 8086  
127121 112769 103324  32386 26801 26542  13082 7970 5701  
158372 140617 128621  16682 8369 8118  3366 1432 820  
75851 61470 53227  45513 37823 33492  26092 22712 21355  
110189 97728 91375  34326 29882 29230  15256 12154 10579  
130394 110100 94134  35896 29747 31026  7860 6663 7769  
16509 13110 10759  15223 12383 10340  13228 10656 8561  
91134 79672 69665  37035 33723 33975  26592 20710 19574  
119441 110621 106037  39630 29224 24228  15046 7808 4973  
95983 83783 77108  45905 36182 30928  17520 14640 14310  
74619 75619 79289  51484 40614 32410  23636 17520 14641  
82971 79222 76750  51666 39632 33881  24223 17528 14335  
101002 95984 98599  37928 29351 24076  28163 18340 10779  
15183 13525 12854  15135 12816 11311  13791 11439 9969  
64790 64446 65365  44041 38154 34907  29126 21743 17933  
29318 27444 26636  18236 19007 20637  22517 19330 17387  
33254 28067 24384  26611 22908 20902  21018 18630 17584  
100598 95250 88072  56132 39785 34751  13194 9701 9899  
115946 109521 111715  45014 31152 20726  7063 5468 3770  
145427 128128 121850  27782 19839 14468  4412 1898 879  
55319 53328 53558  39445 33796 29351  26482 22232 20045  
98384 84252 75570  40485 36340 35942  22607 16260 12852  
118760 116432 119649  49082 28348 14611  7776 4677 2903  
65410 50391 38325  40957 36641 34766  25659 23035 22827  
27667 23484 21783  27160 22365 19441  19636 16810 15733  
149279 122313 101173  23355 21528 26833  4221 4432 6874  
38795 32388 29828  25759 24366 25469  23792 20203 18788  
99509 83127 72552  37023 33747 34706  23172 18185 15680  
53246 56039 62064  49500 42221 36751  22999 18820 16555  
107044 107499 114553  53795 35480 20028  8728 4389 2101  
95741 81504 77384  50631 41219 35508  17373 17210 17537  
153876 135768 120949  18142 12542 15910  6184 2000 669  
129953 117069 113384  36981 24687 17185  6319 5506 5217  
87686 81823 78275  45301 35185 29017  19989 16848 16695  
31174 27185 25252  22637 19654 18705  21245 17923 16272  
83215 70313 61419  41503 34534 32010  21385 20279 21362  
64652 77319 93295  51994 38354 27603  28550 19340 11207  
15183 13592 12335  15216 12591 10951  12994 11349 10645  
67118 64985 66315  37002 32604 31166  27827 22473 18964  
78567 71847 71572  34445 35257 36381  32915 23988 17259  
32358 31480 33603  32833 30231 29389  27744 22524 19547  
83560 68219 56524  43090 37541 35278  23796 20758 21058  
140157 126883 124044  28264 19840 12678  7006 2562 564  
108064 90522 81137  46601 38425 33035  12183 11748 13771  
79268 73878 67795  43506 37781 36429  25436 18085 15375  
91147 83168 79793  49502 36466 28259  18717 16396 16646  
53993 55646 61057  42719 39475 36657  32259 22269 16418  
109298 92167 86509  45903 38041 33368  13612 12999 12721  
106581 97539 93208  44587 33713 28417  16014 11895 10315  
41110 42423 46986  43562 38747 35294  26052 22443 20513  
32135 28055 25765  21626 21141 21661  15974 15611 16383  
112017 91122 78244  43767 38318 35772  14338 13222 14707  
82609 66644 55910  43504 38758 37468  23678 19837 18584  
83523 69307 58770  41599 31841 24900  23316 21604 23459  
83481 66205 53093  42910 39336 39614  22738 19220 17594  
45113 40016 35643  35669 28945 24226  25459 20278 17043  
107858 89775 79946  46263 39622 35342  15581 13841 14723  
65076 55795 50324  39247 34291 32470  20889 19953 20695  
132451 110816 96961  30484 28391 30864  11735 7882 5902  
116425 91973 72982  38840 37848 42400  14875 13240 13897  
56631 46531 41506  32064 28555 28413  21424 18330 17662  
14273 13208 12324  11658 11629 12034  13672 11727 10466  
16377 13721 11642  14518 11916 9798  13392 11618 10535  
47555 47683 50798  37947 35229 32863  29347 23367 20144  
110994 106590 107111  44852 32089 23652  13891 7873 4896  
63631 55950 51841  40516 34731 30842  23012 20798 20980  
50612 44113 42489  30652 28297 28973  30573 25249 22109  
127530 121342 118591  36113 22458 15167  11632 5657 3370  
