# NumberOfHospitals NumberOfScenarios TimeHorizon
3 300 4
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
55657 31724 34380  22461 20256 14960  8457 6914 7311  7355 2572 2943  
56401 32861 33885  24709 16402 14008  9678 10183 7960  5162 2454 3285  
26745 12310 16033  16917 11895 12933  15126 11635 9332  10791 8786 6587  
18064 12224 10989  13597 9043 9810  12351 6719 7648  8707 7588 5792  
40497 28771 29694  19354 14455 14822  13637 8608 8155  9825 4840 4433  
28172 14620 14450  18800 14710 13126  15033 9385 9063  10280 7063 5874  
37287 38600 27875  28926 15967 19249  16920 7210 8351  8138 3097 3662  
70230 48443 40435  16448 14457 13745  10374 2393 5651  2319 1372 2029  
61784 58376 43516  28300 7571 15554  6916 926 2111  2437 224 1454  
34112 25056 20630  17621 16277 13364  18190 8296 9367  10212 6407 6054  
51430 34347 35713  27442 12846 13358  9919 8540 7617  5551 6589 3223  
31531 25091 18994  21720 10754 8881  16183 11791 12228  11356 6408 8436  
83550 39231 47314  14050 21179 12008  2057 4190 2955  656 1888 475  
54311 22822 30100  24998 15004 15245  10731 9415 8483  5765 8290 3702  
78173 52390 42501  16765 8966 10942  4433 4740 7859  637 865 901  
73334 32628 41191  19812 21077 15409  5433 7980 3580  1255 1974 1537  
56918 28805 30373  24556 16367 15732  9865 9278 6184  3994 6782 3993  
51887 37924 33829  26525 15635 15107  11702 5080 7249  5622 4511 3340  
86294 46324 38820  11433 19555 19791  2373 800 2920  271 391 921  
8456 5315 4153  8101 4827 4107  7825 4778 4635  5249 4714 3212  
34301 32534 25252  26711 14899 17795  16130 8875 7288  10642 4458 5807  
63393 45393 51693  29620 17302 9318  5566 3482 1558  994 691 238  
16551 8176 11011  14797 6095 8041  11895 7344 7931  9477 6572 6600  
82744 53798 50489  14804 8055 9270  2293 4365 2287  460 743 715  
34203 37901 25494  29180 15596 14807  19262 7281 10654  7964 3534 6600  
45260 44024 29765  28868 15452 17935  13914 4774 7224  6437 1957 4599  
25492 18829 17353  21145 10057 11384  11374 10350 9286  12024 6625 6355  
37256 29247 29186  22888 18312 14372  11487 6968 8304  10462 6053 4746  
76046 63167 56993  21616 3462 4633  2359 476 1123  249 40 106  
47211 26443 33982  29513 16119 14576  12970 9720 7247  5605 7081 3898  
8222 6430 5320  8187 5586 5179  6770 5265 4693  6956 4348 3856  
53479 32925 35386  19178 15951 15007  13105 9489 6954  8127 4375 2623  
22278 16194 17526  14802 11319 12069  14184 11429 8706  13289 7464 6790  
7926 6392 4987  6398 5561 3839  8089 3986 4229  5214 4836 3501  
18794 8806 10169  15038 8385 7673  10675 6196 7987  9562 6958 6953  
69041 46314 47582  22685 14369 9625  6047 3609 4170  1863 1404 1035  
64314 42918 47306  19802 18733 10342  8555 3696 3711  5681 1059 1106  
7130 6042 4105  7295 5864 4746  6656 5348 4556  6545 4623 3869  
7201 4633 5681  7814 5287 5404  7826 5048 4661  5422 4007 4305  
41217 21029 27830  28040 17781 14808  14031 12745 9068  6985 7088 5188  
8462 6349 5294  8142 4229 5179  5505 5109 4618  6814 3946 3224  
55750 48805 45215  32715 11189 12927  5938 4606 3317  3924 1732 1047  
35252 20352 17101  21192 17837 16511  15435 9625 8563  9835 5263 5079  
26816 24192 22362  25596 12237 14785  13630 11871 8680  11109 5899 6373  
56766 31429 30790  21817 19893 17813  10986 7653 5581  4923 3869 2899  
39081 22844 28583  25147 16582 15867  16648 12141 8219  8801 6471 4698  
28106 14892 16642  18548 9165 11816  13584 11177 9731  9539 6515 6724  
82287 40796 49392  15293 19702 9979  2147 3911 2819  429 1868 592  
57567 44407 40217  25856 11836 14715  10496 6909 4474  3585 2537 1673  
81395 54539 48295  13506 7320 6473  4212 3538 4918  835 1496 2146  
7290 5958 4078  8688 5115 5283  7894 4721 4617  5332 4957 4088  
8515 5622 4425  8014 5163 4288  6905 4439 3444  6947 4504 4712  
53467 42336 30336  23537 16309 16378  14560 5386 9562  4286 2006 3138  
35405 25342 28763  22264 15910 15408  18649 8096 8085  8749 5484 4598  
77137 55621 58959  21786 7252 3361  1204 4179 503  290 82 71  
47664 38570 40052  34398 15256 14346  11734 6574 5231  3606 2685 1944  
18978 9560 10199  13044 9879 7091  12368 7254 8359  9909 7343 6849  
56970 37438 41417  28678 17098 12770  7661 8585 5058  4718 2141 2167  
9079 4929 4438  8124 5438 4625  7008 5297 4953  6436 4669 3779  
23730 14762 10607  15532 14963 11313  15163 10520 9866  12192 6087 6428  
66549 36655 37457  17954 18103 10858  9728 5919 6461  3801 3634 5434  
63149 53837 51367  21101 8825 8894  13643 2945 2142  1872 802 361  
8096 5538 5930  8245 5606 4853  5218 4172 4612  6805 2671 3779  
35361 24942 21943  24078 13903 14959  15134 7002 8369  9451 6498 5122  
72079 58108 46797  23614 6325 13251  3418 2343 2208  996 267 328  
29766 31625 21301  27113 14756 12966  12764 9544 9009  9435 5262 6723  
8250 5660 4285  6152 5858 4232  6097 5228 3874  6676 4787 4277  
34068 24613 23479  19618 15000 14573  15463 5862 8268  11558 6447 4845  
17665 9718 8332  15406 9468 9869  12353 8394 7594  8853 7607 6231  
56577 26891 30386  24228 19294 15021  9903 10133 9940  5487 4996 3708  
15101 13006 10806  13664 8558 9780  10033 8747 6342  8614 7131 5944  
14756 12933 10917  14153 10384 9059  9793 8367 7325  11530 5758 6412  
44397 27911 34280  22352 17608 15320  18356 11167 7316  6693 4637 3212  
53389 50161 43604  26634 10606 14064  12350 4955 3400  5243 1044 1335  
47290 33616 39584  24279 20893 14232  17524 6570 5792  5825 2420 1909  
19019 10153 10480  15193 9166 8456  10136 6954 8120  8913 7888 6070  
69209 60528 56571  23803 5803 5657  6061 616 592  1015 200 74  
9029 3820 5044  8333 5418 4674  7375 5333 4676  7063 3741 3666  
89890 43547 54645  9452 14076 5951  668 4361 1694  213 3083 526  
18489 11535 10462  12101 10774 8420  11931 5827 7840  9918 5014 6402  
25703 17876 17788  18062 10732 12499  12562 11204 8307  11180 4395 6016  
18808 9634 9648  12989 7653 5598  12431 8978 8474  10598 6169 6392  
7416 6520 5237  8579 4914 5279  5180 5255 3579  7359 4044 4424  
14604 12301 8623  15840 9566 9382  11039 8299 8345  11050 6157 6398  
59885 37012 29409  26104 15028 17305  8983 9156 9004  3285 3876 4529  
8948 6124 5736  6985 4705 5311  7199 5326 4561  5245 4550 4236  
35068 22910 23740  21317 14989 14777  15404 10530 7759  9798 6076 6249  
52063 25110 32879  20509 21773 16472  12042 10476 7405  7320 3017 3026  
47818 35696 39973  24371 18711 14210  16991 8040 5631  4877 2557 1832  
11563 12582 8339  15229 9246 7894  11396 8420 8584  7550 6828 4879  
22990 16877 17665  21309 9668 11417  11747 8995 9220  10400 9062 6548  
85365 46543 46412  12565 12622 11977  2062 4778 3118  335 2357 1197  
34699 21574 17454  22148 16971 16802  12414 11031 8799  10653 6564 7235  
43870 38705 32845  22585 16299 15113  11252 6766 5676  12644 2743 4659  
47150 36204 26560  25028 17729 17367  12718 5377 5584  8431 4223 7307  
17226 9448 11469  10331 8019 9037  12888 6363 7361  8314 8017 6198  
69189 50019 53029  21985 13775 8089  6199 1497 1264  2440 1227 406  
