# NumberOfHospitals NumberOfScenarios TimeHorizon
3 200 4
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
15565 17698 6743  9033 11888 4756  6009 5193 2774  2001 3132 1229  
13990 14959 7654  10013 8585 4345  5545 5202 2297  2713 3850 1322  
29587 27802 14481  4225 10414 2203  1435 1534 455  527 355 84  
24163 21136 10671  7378 11034 4342  2411 5406 1324  1274 1101 547  
19660 26091 10779  10580 8191 3933  2843 3574 1159  1195 1709 628  
4838 6998 2495  5227 6114 2604  3308 4965 1825  2617 4048 1521  
20102 26844 9755  6941 9655 3861  4321 2807 1780  2168 796 767  
16735 12389 7463  8727 6851 3832  4209 7095 2609  2763 5262 1549  
19942 23770 8774  10047 12230 5590  2322 3148 1270  2365 1013 1031  
25735 28879 14076  8441 7893 2692  1468 2087 386  187 1337 74  
18301 24080 8952  10870 8734 4556  3384 5078 2207  2084 1401 821  
20024 22967 9142  9757 10870 4983  3356 4213 1733  1658 1278 700  
3361 3042 1459  2849 3381 1428  2240 3141 1201  2638 2072 1138  
15461 13211 7628  8508 11203 4463  5386 6970 2433  3133 3502 1251  
14637 18694 7643  9054 9896 4236  4355 5508 2129  3597 2350 1286  
10006 10302 4680  7407 6649 3461  3831 6484 2173  4015 3719 1923  
19686 20926 9287  8853 9575 4511  3817 5410 1823  1385 2574 748  
19975 20635 10752  9249 11839 4238  4314 3127 1375  1573 2203 545  
3366 2970 1446  2461 2825 1089  2518 3174 1300  2639 2064 1163  
3356 2768 1400  3123 2498 1362  2313 2988 1124  2334 2914 1187  
19382 21039 9797  8346 10115 3681  2789 5056 1545  2078 2409 1019  
19172 25328 9708  10850 8105 4399  3899 4031 2011  846 1997 603  
3046 2742 1536  3097 2340 1355  2458 2420 1274  2461 2869 1234  
33726 32046 16210  1727 7316 955  414 887 78  39 155 4  
27837 29905 12646  6268 6660 3035  1421 3165 1238  329 557 268  
24007 22916 11223  7182 11146 3760  3174 2826 1373  899 2080 575  
14370 17722 7902  8991 7516 4168  4208 6980 2116  3634 2733 1395  
2646 3198 1207  2686 3414 1379  1879 3021 1063  2436 2616 1114  
23176 15957 10125  8272 14380 4742  2890 4388 1466  1054 3008 580  
10268 9489 4596  6422 8510 3344  5302 5612 2638  3762 3953 1636  
8848 11196 4587  6060 7984 3061  4534 5334 2523  4607 3790 1825  
12873 18666 7104  9365 9793 4631  3734 5375 1836  3371 2751 1151  
2921 3719 1503  3167 2584 1357  2527 2917 1342  2595 2385 1208  
2417 3278 1163  2852 3396 1476  2768 2840 1264  2107 2738 1046  
20605 22564 11066  6514 11211 3411  5624 4065 1760  2125 1354 644  
3919 7141 2547  4720 6169 2456  4954 4785 2256  3828 3850 1867  
29278 24700 14776  5765 9254 2088  830 5015 359  28 944 16  
25764 30946 11577  8315 7423 4217  1011 1424 618  506 699 533  
20338 19913 9744  8918 7664 3793  3801 5535 2032  1572 3325 937  
27730 32867 14465  5178 6318 1784  2525 1011 813  310 314 133  
13487 13326 6182  8511 6494 3716  5083 3972 2291  3350 4927 1737  
26851 26659 13042  6806 7103 3008  1715 4330 872  364 1626 203  
2473 3628 1320  2163 3366 1261  2551 3085 1320  1973 2366 869  
19521 21523 9686  7972 9956 4168  3525 4662 1750  2589 2088 766  
18699 32548 11769  9440 6383 3031  3773 1268 1166  2593 315 830  
6634 7016 3243  4357 6181 2339  4671 2992 1893  3143 3826 1754  
23686 31448 11736  6813 6756 3035  3929 1940 1808  1122 353 500  
33912 33263 16234  1444 6722 781  351 440 110  149 132 114  
13149 15274 7513  10270 7078 4157  5610 4906 2351  2992 6031 1490  
2703 3039 1515  3007 2650 1434  2736 3064 1340  2059 2520 1148  
3177 2709 1541  3144 2951 1437  2622 3093 1339  2461 2644 1220  
16408 20034 7142  9257 12871 5245  6425 4315 2796  2358 1704 1090  
16045 18995 7258  9950 10956 4836  3868 4807 1826  2715 3015 1458  
20619 25986 10549  6755 9279 3683  3495 3150 1205  2644 1159 790  
24895 24214 10676  8292 9566 4435  1638 4744 1286  696 1212 463  
28689 32272 13874  4177 6769 2127  1798 1267 768  349 221 185  
6085 7404 3168  4920 5977 2408  3552 4953 1853  3064 3617 1361  
28198 32781 14510  5233 5403 2212  1888 1334 441  470 818 61  
19765 32781 12208  11407 6155 3306  2396 1358 1032  1575 242 474  
3314 3420 1540  2924 3088 1481  2486 3074 1312  2010 2724 1140  
4484 7303 2597  4236 5960 2456  3872 5016 2052  3436 4070 1751  
10328 13802 6048  7061 9739 3748  5802 3995 2564  4227 3809 1793  
28053 32251 14586  6493 6320 2155  1159 1225 428  139 545 61  
16567 14989 7114  9159 7597 4119  4835 7325 2790  1801 4607 1141  
14554 25219 8714  12568 9758 5378  4748 3591 1875  2335 1267 756  
6288 6850 3249  4310 4626 2389  4732 4624 2185  3190 3885 1697  
9258 9977 4835  7286 7933 3349  5195 4969 2511  4054 4222 1819  
9492 10771 4868  7462 7111 3271  5129 5505 2300  3839 3378 1832  
12596 17971 6576  7489 8236 3106  5226 6456 2747  4667 3377 2037  
29559 27408 14429  5221 10119 2274  948 1565 435  109 621 73  
16682 10766 6932  8980 12326 4881  4888 6834 2528  2573 3796 1304  
8826 14612 5203  8666 9486 4089  4036 5884 2274  4208 3878 1929  
6787 5412 2838  5317 5857 2516  4233 4329 1875  3718 3256 1656  
34352 29358 14904  1293 9983 2015  165 1143 226  67 99 79  
20206 13465 8305  8328 13521 5060  3958 5772 2141  1801 3037 939  
6132 6030 2624  5710 5458 2681  4413 5068 2230  3646 4115 1791  
6812 5059 2825  5418 5590 2709  4269 4620 2187  3579 4286 1799  
5602 10648 3630  6238 8097 3441  5212 5825 2320  2749 4191 1586  
22217 30034 12029  8112 6413 3721  3070 2531 1031  1480 1160 242  
23533 19891 10990  8173 9813 3948  2821 5241 1425  861 3169 581  
10391 8583 4598  6571 7728 3535  5069 6460 2556  3932 4281 1753  
3309 3519 1586  3018 3046 1478  2768 2814 1336  1850 2861 1036  
32883 34388 15324  1833 5533 1245  744 442 316  165 195 165  
18530 21184 8834  9893 8344 4639  4317 4984 2034  1706 3168 933  
10597 12431 6045  9013 6633 3888  5476 4897 2504  3773 4953 1784  
12239 14654 6408  8244 6790 3878  4468 6690 2090  3238 4109 1726  
28897 32494 13070  5713 6635 3208  998 1253 719  236 133 154  
27329 23836 11866  6531 7988 3631  1532 5849 1312  388 1849 311  
14192 18303 7191  6609 10020 3657  4754 5486 2562  4636 2854 1795  
18872 25378 9644  6053 9442 3642  4673 3467 1688  1571 1380 781  
31953 33710 16291  3648 5343 899  222 1174 53  58 306 5  
12658 21757 7913  7538 9983 3753  8091 4704 2859  3219 2283 1250  
9269 10628 4856  7690 6898 3397  4565 4761 2392  3263 4802 1768  
22241 25072 10738  7367 9232 4111  3662 3678 1294  1364 1671 643  
20414 19974 9711  6961 8933 3966  3720 5287 1883  2576 3384 911  
16988 12170 7289  9003 8785 4189  4730 6589 2559  2314 5770 1446  
33167 30719 14414  2674 6217 2556  62 1792 219  3 1123 43  
6701 6756 3258  4650 6166 2375  3440 5035 1832  2583 4067 1530  
18148 26124 10305  9340 8911 4286  4378 3350 1283  2240 1292 687  
23446 29405 12647  8636 7087 3454  2215 3049 716  839 775 234  
15976 28669 10297  13717 8395 5090  3879 2458 1301  796 707 270  
13032 11821 5539  8662 6745 3817  5433 6869 2831  2931 5531 1843  
6821 5494 2877  5468 5894 2645  4530 3875 2051  3624 3111 1592  
15275 15691 8612  11489 10719 4795  4036 5431 1981  2230 4108 992  
21682 36510 13259  11213 3088 3662  2166 661 284  623 316 27  
8148 9549 3684  7516 8124 3654  4765 6175 2432  3995 4269 1860  
13561 18732 7503  10213 9304 4591  4105 5459 1809  3587 3102 1509  
9847 5808 3946  7511 7396 3470  5085 6515 2774  3767 4595 1956  
25451 21845 13108  8548 9972 3212  1539 4796 730  251 1509 133  
9062 9326 3951  7678 6185 3329  4641 6220 2317  3370 4733 1728  
22768 24224 11446  8762 8873 3779  2622 4718 1283  986 1605 376  
18252 29385 11016  11608 8023 4465  3437 1899 1237  905 910 237  
8054 14271 5227  7567 9048 3401  5568 5973 2432  2872 3948 1535  
24225 19926 11942  8225 13355 4021  2656 4127 904  485 1625 263  
34001 24459 14614  1679 13341 2482  220 2345 143  6 385 6  
9831 10247 4903  5954 8209 3296  5221 4118 2393  4095 3359 1767  
19455 25569 10862  10853 7076 4086  3309 5046 1439  1462 1305 555  
5302 6856 3057  4605 6126 2315  4698 3993 2189  2796 4285 1568  
8960 7310 4432  7576 5545 3078  5427 6230 2715  4016 4768 1922  
2465 3659 1456  2416 3283 1376  2645 2998 1340  1906 2796 1066  
17405 25796 10208  9798 9277 3807  5531 2949 2141  1922 1441 711  
34311 30270 15054  1355 7651 1674  236 1789 485  3 661 23  
22527 30992 11234  8339 7458 3783  3021 1696 1340  1125 368 535  
30944 28264 13864  3907 9568 2853  870 1914 448  134 661 63  
23806 17959 10505  7238 11552 4309  3245 4951 1445  1016 2603 607  
3335 3095 1607  2837 2569 1406  2091 2140 1165  1896 2834 1118  
2708 3730 1446  2506 3389 1324  2250 2979 1131  2488 2679 1249  
33767 25468 15040  1554 8395 1777  563 4884 381  21 1066 39  
29040 29432 13028  5973 6234 3232  712 3908 803  127 827 136  
19321 21234 9217  7653 9916 4342  5105 3787 2006  1954 2858 939  
31038 25923 14010  3574 7365 2463  1030 3754 594  202 1542 120  
24216 31062 11751  4899 7626 3011  4838 1535 1757  1468 291 538  
6514 6717 3263  5144 5934 2437  4164 4924 1989  3753 3167 1555  
33786 33697 16256  2024 3693 806  86 2410 174  11 665 7  
17366 25073 9103  5905 9424 3530  6932 3916 2773  1671 1328 687  
25806 30265 12000  8370 6747 3832  1375 2848 1164  153 521 97  
2335 3696 1365  2093 3326 1198  2516 3015 1221  2013 2663 1155  
27424 25440 12860  5908 7113 3067  1851 5091 875  405 2158 297  
1772 3512 1187  2986 3323 1440  2727 3024 1359  1975 2737 1130  
26967 21663 12342  6052 13613 3660  2198 3096 856  457 1466 284  
18833 22560 8621  10227 11219 5214  4217 4210 2115  1740 1352 775  
27528 22256 11777  6086 10842 4063  1662 5255 1043  370 1509 200  
26538 17519 11326  6915 13348 3889  1880 6112 1493  440 1989 375  
24078 18766 10578  7224 9338 4076  2822 7490 1723  1073 2754 570  
13291 13364 6070  7761 9904 4046  4237 6370 2394  3519 3621 1752  
32719 23197 14637  2774 9931 2151  368 4654 396  27 1266 42  
9825 7064 4413  6201 6178 3284  5131 7007 2693  3891 3768 1812  
12035 12523 6332  9020 8905 3862  4994 6663 2626  3656 4070 1550  
29601 30298 14709  3978 8553 1849  2024 1064 567  235 505 95  
