# NumberOfHospitals NumberOfScenarios TimeHorizon
3 100 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
56721 32007 31106  18485 19312 12591  11445 8246 7407  6148 3930 4501  3743 2070 3615  
50329 17761 28487  26717 24107 19123  12056 9082 7744  5391 7387 4161  3258 3493 1659  
18211 9645 8826  15545 8607 9131  11273 8315 6371  8927 7640 6047  7255 4966 3665  
27716 17608 17109  19466 10946 9416  13702 10573 8692  9368 6150 4611  7489 6080 6418  
93849 44308 51587  5372 15265 5446  1142 6038 5694  92 1326 116  14 150 46  
16936 14203 16187  21187 14502 13055  14958 10721 9279  8899 5735 6400  8329 6246 4721  
78401 55912 39868  18748 10682 20727  3005 475 2113  261 70 161  50 3 24  
26422 17402 14398  19023 13431 13666  15319 9320 8962  10900 6462 5919  8043 4019 4840  
44114 39114 31713  26046 16236 16307  14614 5962 5897  8366 2912 4071  3778 1630 2641  
65486 51454 44847  17606 12031 10366  9080 2791 5131  3722 645 1314  3161 158 797  
41020 35354 34085  28877 17901 15790  15190 7862 7050  7396 3475 3041  3693 1364 1619  
76684 64161 56145  21536 2451 6251  1979 491 414  203 43 78  60 1 10  
22266 19413 14787  20113 10954 9519  15885 9718 9823  8970 7699 7582  8055 5064 6009  
65016 51729 43868  20427 9836 14166  9659 4297 3258  3794 919 1032  1000 187 420  
59000 51476 38503  29381 11224 15954  5548 3367 4725  3610 759 2742  1893 223 728  
74775 43306 40335  18631 12491 15633  5205 7545 4781  1174 2500 933  503 669 748  
63601 41911 37095  20076 14573 17095  10356 6535 5655  4199 1987 1533  1229 1418 795  
7031 6437 4714  7665 5672 4599  7338 5148 4491  5175 4393 4382  6164 4173 3515  
36464 23187 28493  25901 20592 15728  16763 7847 8275  6291 5337 4474  4236 3716 2481  
74511 35268 42081  16586 10877 12530  6395 8845 4919  2118 7675 2308  522 3092 780  
17142 7564 10549  15293 9924 9621  12667 8317 7647  10315 7005 6154  8202 5169 5231  
40785 44051 29207  25677 15243 16420  21229 4977 10232  6882 1852 3615  3054 686 1967  
87301 61671 58255  11565 2789 3735  1050 1510 770  408 1160 112  111 6 23  
16749 12635 11513  13137 9840 7295  11129 7419 5624  9010 7065 5847  9310 3771 5295  
73632 34344 42297  19798 20275 12135  5056 8863 5638  1403 1899 1411  390 564 755  
8598 3804 5277  8655 5034 4793  7525 3518 4356  7136 4046 3888  5779 2393 3446  
81857 52748 52499  12596 9590 8670  5162 3194 1213  698 1174 403  98 251 87  
56143 30479 33651  21249 17695 16492  10984 9117 7134  6617 3492 2677  3003 3146 1562  
84328 58910 46115  15090 6980 15139  873 970 994  153 259 566  25 14 73  
21887 19450 14761  16179 13604 10453  15552 8666 10728  9371 7229 5716  9648 4910 5978  
72303 47854 41801  20126 13876 14262  5579 3121 3520  1743 1639 2295  493 428 601  
28414 14159 14999  17129 11389 7918  14756 10177 8940  11292 7622 7870  7448 5559 4628  
9189 5751 5797  8377 5362 4846  6624 5260 4053  5256 4881 4053  6122 3117 3971  
24960 19007 17235  20713 10408 12236  15262 9558 8377  9815 7496 5441  7244 4671 5498  
72294 54043 53132  21864 8407 7972  5434 3140 1323  709 1255 358  121 253 68  
62110 52064 42143  28743 9643 13551  6871 3226 5332  2053 1259 1129  443 719 503  
73772 47398 43542  19610 13716 13451  4628 3730 4496  1330 1788 813  640 372 297  
16907 8329 11034  14146 7401 9120  12849 6341 6777  9630 7082 6720  8542 4408 4603  
41115 37565 25845  31973 15570 18080  14290 7740 10513  6567 3485 4696  2132 1563 1449  
83906 41788 48773  12698 17257 11607  3209 4952 1363  504 2285 947  114 652 158  
45503 29029 25413  19142 17981 13271  15258 9073 9415  8355 4045 4345  5724 2770 4517  
18904 19357 14339  18827 13090 10386  13212 8722 10544  10185 7396 5957  10172 4793 4823  
75946 38389 41440  17632 20642 14665  4851 3428 4240  1263 2158 1782  505 1163 486  
65353 50350 52375  20015 10225 7929  10371 5601 2058  2423 562 346  1606 344 146  
85501 43801 47054  11578 16213 9178  2776 5172 4875  495 1472 1524  84 317 117  
62759 58617 46039  25414 6827 14124  8737 1474 2016  2449 179 594  827 31 90  
51204 51604 37482  35797 11187 17772  6944 3356 4816  3012 745 1479  1977 177 989  
26829 25536 18007  19758 16030 14804  13213 9673 8324  15168 5416 7704  8110 4036 4847  
54111 31281 27195  22600 18597 14780  10513 9733 9152  7384 3671 6437  3148 1910 2454  
8409 3827 5342  8373 4895 5270  7447 4201 4733  7135 4416 4233  6012 3576 3947  
46265 28220 28892  22502 15466 15991  14948 8195 7048  6802 6375 3498  3669 4295 3169  
71403 43378 47087  15812 18136 10778  9030 4225 3580  2290 745 1041  1240 455 291  
59529 32256 39944  20122 22503 14318  11801 7347 5619  5744 3101 1892  2166 909 603  
18615 9643 9329  14226 5726 8280  12549 8857 8048  9957 7663 6743  8107 6354 5197  
42369 22409 18428  24205 19984 16557  14372 8932 8718  7133 5537 4683  5275 4564 5650  
83515 63236 57590  13476 3506 3498  3047 360 1671  363 41 124  61 3 12  
53389 30594 26129  19221 20959 16055  15194 8338 11075  6883 3528 4442  2930 1764 2082  
83877 38244 45877  12500 24075 13995  3273 3729 1982  628 885 717  148 165 261  
55254 36493 41160  28206 18780 14074  8343 7772 4703  4506 2456 1892  2664 794 649  
81543 63226 49848  14109 3646 12216  3316 230 768  1355 41 55  116 3 4  
35952 26312 28968  25723 19676 14798  15695 8651 8982  9877 4426 4609  6030 3587 2426  
65769 31250 43410  21609 23733 14432  9719 6274 3284  2325 3550 1253  710 1626 365  
61297 37088 45843  28985 16192 11569  7558 8031 3700  1516 1792 1030  694 1932 486  
81396 50162 43288  13123 14540 13662  3741 2134 4343  1219 165 515  498 117 655  
72910 48463 44528  20237 9870 10295  5373 4619 4783  1150 3254 2052  462 675 913  
65142 51312 45214  25043 11451 12980  6646 3253 3434  2626 757 922  625 162 236  
27496 23861 22686  21465 14802 14881  18914 9750 9272  10193 7247 5356  8060 4150 3800  
18771 18719 12348  20202 13690 12281  14257 9851 10422  8833 6901 5386  9601 5138 5846  
