# NumberOfHospitals NumberOfScenarios TimeHorizon
3 200 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
56721 32007 31106  18485 19312 12591  11445 8246 7407  6148 3930 4501  3743 2070 3615  
50329 17761 28487  26717 24107 19123  12056 9082 7744  5391 7387 4161  3258 3493 1659  
18211 9645 8826  15545 8607 9131  11273 8315 6371  8927 7640 6047  7255 4966 3665  
27716 17608 17109  19466 10946 9416  13702 10573 8692  9368 6150 4611  7489 6080 6418  
93849 44308 51587  5372 15265 5446  1142 6038 5694  92 1326 116  14 150 46  
16936 14203 16187  21187 14502 13055  14958 10721 9279  8899 5735 6400  8329 6246 4721  
78401 55912 39868  18748 10682 20727  3005 475 2113  261 70 161  50 3 24  
26422 17402 14398  19023 13431 13666  15319 9320 8962  10900 6462 5919  8043 4019 4840  
44114 39114 31713  26046 16236 16307  14614 5962 5897  8366 2912 4071  3778 1630 2641  
65486 51454 44847  17606 12031 10366  9080 2791 5131  3722 645 1314  3161 158 797  
41020 35354 34085  28877 17901 15790  15190 7862 7050  7396 3475 3041  3693 1364 1619  
76684 64161 56145  21536 2451 6251  1979 491 414  203 43 78  60 1 10  
22266 19413 14787  20113 10954 9519  15885 9718 9823  8970 7699 7582  8055 5064 6009  
65016 51729 43868  20427 9836 14166  9659 4297 3258  3794 919 1032  1000 187 420  
59000 51476 38503  29381 11224 15954  5548 3367 4725  3610 759 2742  1893 223 728  
74775 43306 40335  18631 12491 15633  5205 7545 4781  1174 2500 933  503 669 748  
63601 41911 37095  20076 14573 17095  10356 6535 5655  4199 1987 1533  1229 1418 795  
7031 6437 4714  7665 5672 4599  7338 5148 4491  5175 4393 4382  6164 4173 3515  
36464 23187 28493  25901 20592 15728  16763 7847 8275  6291 5337 4474  4236 3716 2481  
74511 35268 42081  16586 10877 12530  6395 8845 4919  2118 7675 2308  522 3092 780  
17142 7564 10549  15293 9924 9621  12667 8317 7647  10315 7005 6154  8202 5169 5231  
40785 44051 29207  25677 15243 16420  21229 4977 10232  6882 1852 3615  3054 686 1967  
87301 61671 58255  11565 2789 3735  1050 1510 770  408 1160 112  111 6 23  
16749 12635 11513  13137 9840 7295  11129 7419 5624  9010 7065 5847  9310 3771 5295  
73632 34344 42297  19798 20275 12135  5056 8863 5638  1403 1899 1411  390 564 755  
8598 3804 5277  8655 5034 4793  7525 3518 4356  7136 4046 3888  5779 2393 3446  
81857 52748 52499  12596 9590 8670  5162 3194 1213  698 1174 403  98 251 87  
56143 30479 33651  21249 17695 16492  10984 9117 7134  6617 3492 2677  3003 3146 1562  
84328 58910 46115  15090 6980 15139  873 970 994  153 259 566  25 14 73  
21887 19450 14761  16179 13604 10453  15552 8666 10728  9371 7229 5716  9648 4910 5978  
72303 47854 41801  20126 13876 14262  5579 3121 3520  1743 1639 2295  493 428 601  
28414 14159 14999  17129 11389 7918  14756 10177 8940  11292 7622 7870  7448 5559 4628  
9189 5751 5797  8377 5362 4846  6624 5260 4053  5256 4881 4053  6122 3117 3971  
24960 19007 17235  20713 10408 12236  15262 9558 8377  9815 7496 5441  7244 4671 5498  
72294 54043 53132  21864 8407 7972  5434 3140 1323  709 1255 358  121 253 68  
62110 52064 42143  28743 9643 13551  6871 3226 5332  2053 1259 1129  443 719 503  
73772 47398 43542  19610 13716 13451  4628 3730 4496  1330 1788 813  640 372 297  
16907 8329 11034  14146 7401 9120  12849 6341 6777  9630 7082 6720  8542 4408 4603  
41115 37565 25845  31973 15570 18080  14290 7740 10513  6567 3485 4696  2132 1563 1449  
83906 41788 48773  12698 17257 11607  3209 4952 1363  504 2285 947  114 652 158  
45503 29029 25413  19142 17981 13271  15258 9073 9415  8355 4045 4345  5724 2770 4517  
18904 19357 14339  18827 13090 10386  13212 8722 10544  10185 7396 5957  10172 4793 4823  
75946 38389 41440  17632 20642 14665  4851 3428 4240  1263 2158 1782  505 1163 486  
65353 50350 52375  20015 10225 7929  10371 5601 2058  2423 562 346  1606 344 146  
85501 43801 47054  11578 16213 9178  2776 5172 4875  495 1472 1524  84 317 117  
62759 58617 46039  25414 6827 14124  8737 1474 2016  2449 179 594  827 31 90  
51204 51604 37482  35797 11187 17772  6944 3356 4816  3012 745 1479  1977 177 989  
26829 25536 18007  19758 16030 14804  13213 9673 8324  15168 5416 7704  8110 4036 4847  
54111 31281 27195  22600 18597 14780  10513 9733 9152  7384 3671 6437  3148 1910 2454  
8409 3827 5342  8373 4895 5270  7447 4201 4733  7135 4416 4233  6012 3576 3947  
46265 28220 28892  22502 15466 15991  14948 8195 7048  6802 6375 3498  3669 4295 3169  
71403 43378 47087  15812 18136 10778  9030 4225 3580  2290 745 1041  1240 455 291  
59529 32256 39944  20122 22503 14318  11801 7347 5619  5744 3101 1892  2166 909 603  
18615 9643 9329  14226 5726 8280  12549 8857 8048  9957 7663 6743  8107 6354 5197  
42369 22409 18428  24205 19984 16557  14372 8932 8718  7133 5537 4683  5275 4564 5650  
83515 63236 57590  13476 3506 3498  3047 360 1671  363 41 124  61 3 12  
53389 30594 26129  19221 20959 16055  15194 8338 11075  6883 3528 4442  2930 1764 2082  
83877 38244 45877  12500 24075 13995  3273 3729 1982  628 885 717  148 165 261  
55254 36493 41160  28206 18780 14074  8343 7772 4703  4506 2456 1892  2664 794 649  
81543 63226 49848  14109 3646 12216  3316 230 768  1355 41 55  116 3 4  
35952 26312 28968  25723 19676 14798  15695 8651 8982  9877 4426 4609  6030 3587 2426  
65769 31250 43410  21609 23733 14432  9719 6274 3284  2325 3550 1253  710 1626 365  
61297 37088 45843  28985 16192 11569  7558 8031 3700  1516 1792 1030  694 1932 486  
81396 50162 43288  13123 14540 13662  3741 2134 4343  1219 165 515  498 117 655  
72910 48463 44528  20237 9870 10295  5373 4619 4783  1150 3254 2052  462 675 913  
65142 51312 45214  25043 11451 12980  6646 3253 3434  2626 757 922  625 162 236  
27496 23861 22686  21465 14802 14881  18914 9750 9272  10193 7247 5356  8060 4150 3800  
18771 18719 12348  20202 13690 12281  14257 9851 10422  8833 6901 5386  9601 5138 5846  
25698 18722 15442  20284 9966 9744  14663 10496 9978  8219 8101 6910  6387 5507 5501  
84106 38698 45909  13021 21624 14049  2632 5609 2309  556 872 510  121 200 50  
87979 48479 41303  9218 13295 12533  2025 4713 5694  1104 587 2878  70 60 285  
24211 16506 12131  17536 14718 12628  12913 10445 9224  10922 5899 5171  9865 4288 5963  
67318 58723 56561  22100 5532 5166  6392 1912 761  3901 815 365  578 161 43  
94507 46932 52612  5219 18184 9042  614 1256 1077  112 518 129  14 142 32  
82517 53614 51458  14297 6997 8487  2463 5748 2040  967 503 701  131 162 167  
35091 31819 27452  29543 15862 15145  13563 9426 8290  8292 4679 5444  5525 1910 3040  
65737 37554 35547  21420 10441 14558  7796 12380 8214  3034 4253 2984  1427 714 803  
26806 25743 20998  25778 13063 15688  11366 10794 7394  11228 6793 6251  7663 3902 3476  
49487 28726 34724  23404 14860 15030  14634 7914 6320  4709 6522 3528  2371 3538 1534  
79320 54513 45801  17584 8254 13844  2506 2748 1269  817 1140 1187  194 307 502  
87564 56877 59379  11418 8435 3130  1226 1794 330  255 29 42  6 8 24  
37816 21974 22069  22725 14029 11955  13141 11892 10232  8803 5027 4032  5360 5306 4178  
49644 31465 35420  23259 16781 15275  11210 8364 6509  9078 3913 2790  3361 2302 1463  
27135 17432 17592  17417 12476 12797  13946 10281 9046  11848 6312 5698  6866 4368 4879  
8916 6168 5696  8598 5035 4971  6218 5402 4513  6538 3689 3001  6023 3993 3253  
19765 14746 16914  21218 11301 12564  12916 9408 9186  12043 5497 6106  8553 7170 5018  
18288 11981 11397  11183 10607 8629  12328 6392 7843  11006 6288 5938  8883 4627 4397  
41005 27065 20274  27921 15125 17135  12183 11635 9405  8835 5646 6581  3862 3271 2887  
79474 42241 51159  16953 20466 8776  3333 3295 2339  432 656 520  213 374 76  
26113 18305 17608  19154 13817 11912  12059 10083 8712  10342 7158 6583  8988 3530 4673  
91557 60082 54895  7046 6653 6121  1423 397 1538  425 13 314  19 2 27  
19903 19038 13208  22430 12392 12808  14211 8494 6980  11548 7207 8439  7478 4585 3612  
71035 58497 48387  24806 6470 11426  3875 1433 2145  568 619 708  138 94 183  
72613 51350 53442  23558 11907 7250  3430 2650 1817  660 1046 303  170 102 57  
63340 40364 41099  18877 18013 11491  10708 4990 4755  4959 1882 3181  1574 1195 1506  
27252 14400 16949  14919 11241 12412  15184 11371 8130  11468 8063 7041  7946 3589 4585  
25572 10081 15008  19036 10996 12712  14662 7126 8213  10750 9662 7552  7550 3776 4327  
25599 17191 13587  18472 10904 8786  13483 11210 9902  10767 7939 8164  7271 5576 4920  
36564 16186 20585  23896 16178 13567  15036 10360 9143  9162 7647 5893  5504 4565 3354  
27952 16746 15426  16312 13444 9458  12066 10494 10086  11290 6302 5631  9167 5108 5794  
43826 23119 28347  24101 11946 14198  13101 14316 9470  7919 5252 4668  3229 4217 2636  
27218 17978 15869  18964 11527 9534  14561 7182 9707  9869 7940 7881  8024 6116 5327  
49626 27173 34185  26649 19502 16048  13106 11100 6597  5369 3821 3289  2717 2216 1480  
9492 4869 5100  7242 4660 3352  6533 5539 4808  6760 4835 4460  6291 4320 4007  
45595 29080 29159  18049 18324 12519  17350 7922 9002  9045 3797 4944  4520 1930 2747  
56511 44905 39582  24541 14960 13473  12859 3720 5666  3189 2365 2050  1492 788 1020  
8350 5223 5892  7537 2810 4429  6741 5458 4859  7279 3752 4050  5420 4724 3926  
37976 20358 21642  21486 14392 15397  13528 10900 6930  8995 8075 6904  6441 3022 3982  
83575 61137 58937  14537 5566 3511  1810 233 408  385 168 38  155 36 5  
8023 6413 5095  7068 5871 5004  7996 4363 4711  5719 4525 3204  5926 4207 4183  
24122 13856 10324  19220 14132 11676  15903 9954 10431  11436 5751 6704  8392 5476 6117  
75584 42538 41252  18603 13969 14362  3844 7256 3450  1535 2206 1892  583 878 1270  
7538 5136 5825  7668 5067 5378  8019 4412 4537  5151 5051 3879  6198 4236 4052  
55260 35131 34517  25463 14132 14659  9633 10301 7025  5307 4111 3216  2090 2002 1780  
59149 49939 45594  25458 10355 12777  7525 3515 2973  4928 2008 1057  2271 927 350  
29341 23135 23284  21004 14967 14673  14077 10757 8846  12127 5203 5872  6608 5047 3394  
29692 25901 19764  25626 13924 13577  12616 10383 10301  8344 6510 5750  8933 3336 4943  
75288 39289 38936  16005 20863 14554  6015 5305 6792  2060 1283 1819  629 298 439  
33492 19724 23304  22808 17655 14513  14720 11282 8991  6954 5664 5627  8352 3215 3387  
32405 25810 28195  29613 17967 16275  15723 11058 8300  8947 5627 4652  5724 3097 2490  
15864 11647 8496  15928 8693 9563  12896 7535 7921  8229 7294 5221  7516 5990 4830  
73842 33255 41165  18965 18294 10880  5395 10024 6141  1675 3376 3292  408 886 824  
8826 6062 5112  7408 5755 5281  7553 4823 4208  7049 3823 3602  4494 4405 3087  
57829 35657 41100  28224 15287 12382  7952 4629 4939  3545 6901 2898  1919 2449 879  
86115 61696 58510  10010 4977 3875  3452 337 467  728 104 42  110 26 6  
73469 36953 44096  19123 22160 13303  5882 4706 3659  1413 2394 1159  393 540 296  
83996 51387 51139  12506 10712 6317  2478 3249 2234  1282 1106 2546  144 483 351  
54245 61723 38727  38788 5245 21181  6207 174 2624  809 6 271  303 0 74  
87222 36779 51471  12357 24267 9488  663 2734 1236  164 2450 627  43 652 70  
15302 11456 8020  15775 7618 8038  10301 8304 5907  9034 7695 6739  7027 6165 5836  
30243 18757 22950  25479 13242 14020  12780 12810 9352  10402 5307 5732  7159 2973 3251  
91258 45332 43260  6681 16800 11999  2378 3623 6253  108 1009 731  37 356 514  
75933 42248 43690  16272 10656 12801  5211 11000 3986  2262 2170 1585  521 754 436  
18399 11937 11151  13973 10364 9416  11056 6866 7917  8249 6750 6308  8748 4980 5209  
54803 41939 30551  21076 17039 17906  13294 5502 8932  6107 1798 3285  3097 436 983  
66135 47991 56283  30788 16590 6173  2450 1518 336  969 769 101  72 127 9  
8592 3297 4916  8166 4059 5005  7128 3900 4708  6802 4829 4505  6570 3653 3446  
24937 8886 14365  19867 12274 13144  14423 10846 9890  9317 7344 6951  9056 6188 4534  
83606 50836 51754  12553 14012 8440  2509 1764 2238  1310 386 395  347 123 51  
32599 21617 23697  22664 17034 14378  12866 9909 9079  10270 4918 5656  6351 5210 3493  
44318 31132 27518  21678 11777 8707  11739 11462 11589  8353 5707 6984  5951 3145 3808  
16351 8767 6827  13286 7864 5900  13016 8851 8708  10198 7668 7124  6986 6414 5023  
40240 28794 21248  21956 18563 16583  15199 9393 9973  10806 4213 6356  4879 2513 2744  
30055 31649 21383  22878 16213 13325  16192 9302 11625  14039 4557 7393  5000 2560 3229  
75026 36145 37773  17618 23115 17715  5605 5570 5361  1597 1179 1392  422 722 302  
9460 5163 5093  8000 5400 5429  7427 4179 3626  6944 3710 4290  5151 4723 3685  
76092 40373 41820  16219 19016 12167  5977 3698 5575  1424 2243 2492  483 1206 362  
58458 43243 41060  27626 10943 11830  7306 8369 4657  4607 2632 3248  1484 1263 1274  
65176 29046 34922  21088 14428 15954  7974 14097 7879  3518 5326 2675  1352 1877 886  
8807 5134 4296  8606 4280 4863  6485 5574 4446  6754 4773 4154  6273 4241 3786  
17041 10817 8523  15462 9270 9906  10674 9077 7341  8650 7360 6333  7678 5886 5419  
74822 45643 45199  16325 16454 12547  7026 2975 3387  1231 1560 901  689 367 511  
22054 24674 15482  21766 16333 14388  16773 9619 9304  10566 5943 5975  8511 4001 6337  
84129 46517 50828  12690 11896 9317  2985 5245 1904  550 2181 400  58 733 376  
27307 17634 15503  19583 12922 13297  12699 8833 6263  8063 7746 5540  8394 5585 6135  
55876 33647 34408  24862 16930 15243  7895 9257 6934  5042 3218 3475  3617 2246 1467  
42283 27909 21756  22902 14965 11959  11976 11696 11094  8153 6090 7395  5912 2951 3882  
25755 13935 11556  18906 12424 10027  15420 8798 9129  10786 8386 7693  8278 5322 6459  
18436 10436 11482  14385 9577 9676  11619 8815 7011  9468 6641 6553  8527 5442 5139  
92659 54807 57696  7176 8770 3138  523 2933 1393  80 617 556  30 7 70  
18174 10185 9062  14936 10194 9741  9972 8902 6633  8360 6729 4853  8433 5794 5957  
63954 40218 29252  21903 20263 20075  8337 4730 7132  3912 1434 4004  1295 356 1353  
22493 14327 17258  19594 7205 10470  15687 12397 9529  10709 7532 7131  8686 4564 4487  
17693 9002 8032  15440 8959 9793  10544 8705 6169  10143 6422 5632  7919 5461 4469  
92732 45030 45208  5397 17643 10548  2283 3059 6135  35 974 417  16 412 448  
24948 25275 17080  26021 14798 14058  17393 10054 11207  9897 6482 6411  6140 3772 3582  
37947 20191 21653  22252 11140 13737  12830 11582 10340  10125 5972 5429  5479 7052 3958  
70203 56387 42247  22325 9081 14956  6161 1405 4791  1510 181 671  189 73 178  
