# NumberOfHospitals NumberOfScenarios TimeHorizon
3 300 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
56721 32007 31106  18485 19312 12591  11445 8246 7407  6148 3930 4501  3743 2070 3615  
50329 17761 28487  26717 24107 19123  12056 9082 7744  5391 7387 4161  3258 3493 1659  
18211 9645 8826  15545 8607 9131  11273 8315 6371  8927 7640 6047  7255 4966 3665  
27716 17608 17109  19466 10946 9416  13702 10573 8692  9368 6150 4611  7489 6080 6418  
93849 44308 51587  5372 15265 5446  1142 6038 5694  92 1326 116  14 150 46  
16936 14203 16187  21187 14502 13055  14958 10721 9279  8899 5735 6400  8329 6246 4721  
78401 55912 39868  18748 10682 20727  3005 475 2113  261 70 161  50 3 24  
26422 17402 14398  19023 13431 13666  15319 9320 8962  10900 6462 5919  8043 4019 4840  
44114 39114 31713  26046 16236 16307  14614 5962 5897  8366 2912 4071  3778 1630 2641  
65486 51454 44847  17606 12031 10366  9080 2791 5131  3722 645 1314  3161 158 797  
41020 35354 34085  28877 17901 15790  15190 7862 7050  7396 3475 3041  3693 1364 1619  
76684 64161 56145  21536 2451 6251  1979 491 414  203 43 78  60 1 10  
22266 19413 14787  20113 10954 9519  15885 9718 9823  8970 7699 7582  8055 5064 6009  
65016 51729 43868  20427 9836 14166  9659 4297 3258  3794 919 1032  1000 187 420  
59000 51476 38503  29381 11224 15954  5548 3367 4725  3610 759 2742  1893 223 728  
74775 43306 40335  18631 12491 15633  5205 7545 4781  1174 2500 933  503 669 748  
63601 41911 37095  20076 14573 17095  10356 6535 5655  4199 1987 1533  1229 1418 795  
7031 6437 4714  7665 5672 4599  7338 5148 4491  5175 4393 4382  6164 4173 3515  
36464 23187 28493  25901 20592 15728  16763 7847 8275  6291 5337 4474  4236 3716 2481  
74511 35268 42081  16586 10877 12530  6395 8845 4919  2118 7675 2308  522 3092 780  
17142 7564 10549  15293 9924 9621  12667 8317 7647  10315 7005 6154  8202 5169 5231  
40785 44051 29207  25677 15243 16420  21229 4977 10232  6882 1852 3615  3054 686 1967  
87301 61671 58255  11565 2789 3735  1050 1510 770  408 1160 112  111 6 23  
16749 12635 11513  13137 9840 7295  11129 7419 5624  9010 7065 5847  9310 3771 5295  
73632 34344 42297  19798 20275 12135  5056 8863 5638  1403 1899 1411  390 564 755  
8598 3804 5277  8655 5034 4793  7525 3518 4356  7136 4046 3888  5779 2393 3446  
81857 52748 52499  12596 9590 8670  5162 3194 1213  698 1174 403  98 251 87  
56143 30479 33651  21249 17695 16492  10984 9117 7134  6617 3492 2677  3003 3146 1562  
84328 58910 46115  15090 6980 15139  873 970 994  153 259 566  25 14 73  
21887 19450 14761  16179 13604 10453  15552 8666 10728  9371 7229 5716  9648 4910 5978  
72303 47854 41801  20126 13876 14262  5579 3121 3520  1743 1639 2295  493 428 601  
28414 14159 14999  17129 11389 7918  14756 10177 8940  11292 7622 7870  7448 5559 4628  
9189 5751 5797  8377 5362 4846  6624 5260 4053  5256 4881 4053  6122 3117 3971  
24960 19007 17235  20713 10408 12236  15262 9558 8377  9815 7496 5441  7244 4671 5498  
72294 54043 53132  21864 8407 7972  5434 3140 1323  709 1255 358  121 253 68  
62110 52064 42143  28743 9643 13551  6871 3226 5332  2053 1259 1129  443 719 503  
73772 47398 43542  19610 13716 13451  4628 3730 4496  1330 1788 813  640 372 297  
16907 8329 11034  14146 7401 9120  12849 6341 6777  9630 7082 6720  8542 4408 4603  
41115 37565 25845  31973 15570 18080  14290 7740 10513  6567 3485 4696  2132 1563 1449  
83906 41788 48773  12698 17257 11607  3209 4952 1363  504 2285 947  114 652 158  
45503 29029 25413  19142 17981 13271  15258 9073 9415  8355 4045 4345  5724 2770 4517  
18904 19357 14339  18827 13090 10386  13212 8722 10544  10185 7396 5957  10172 4793 4823  
75946 38389 41440  17632 20642 14665  4851 3428 4240  1263 2158 1782  505 1163 486  
65353 50350 52375  20015 10225 7929  10371 5601 2058  2423 562 346  1606 344 146  
85501 43801 47054  11578 16213 9178  2776 5172 4875  495 1472 1524  84 317 117  
62759 58617 46039  25414 6827 14124  8737 1474 2016  2449 179 594  827 31 90  
51204 51604 37482  35797 11187 17772  6944 3356 4816  3012 745 1479  1977 177 989  
26829 25536 18007  19758 16030 14804  13213 9673 8324  15168 5416 7704  8110 4036 4847  
54111 31281 27195  22600 18597 14780  10513 9733 9152  7384 3671 6437  3148 1910 2454  
8409 3827 5342  8373 4895 5270  7447 4201 4733  7135 4416 4233  6012 3576 3947  
46265 28220 28892  22502 15466 15991  14948 8195 7048  6802 6375 3498  3669 4295 3169  
71403 43378 47087  15812 18136 10778  9030 4225 3580  2290 745 1041  1240 455 291  
59529 32256 39944  20122 22503 14318  11801 7347 5619  5744 3101 1892  2166 909 603  
18615 9643 9329  14226 5726 8280  12549 8857 8048  9957 7663 6743  8107 6354 5197  
42369 22409 18428  24205 19984 16557  14372 8932 8718  7133 5537 4683  5275 4564 5650  
83515 63236 57590  13476 3506 3498  3047 360 1671  363 41 124  61 3 12  
53389 30594 26129  19221 20959 16055  15194 8338 11075  6883 3528 4442  2930 1764 2082  
83877 38244 45877  12500 24075 13995  3273 3729 1982  628 885 717  148 165 261  
55254 36493 41160  28206 18780 14074  8343 7772 4703  4506 2456 1892  2664 794 649  
81543 63226 49848  14109 3646 12216  3316 230 768  1355 41 55  116 3 4  
35952 26312 28968  25723 19676 14798  15695 8651 8982  9877 4426 4609  6030 3587 2426  
65769 31250 43410  21609 23733 14432  9719 6274 3284  2325 3550 1253  710 1626 365  
61297 37088 45843  28985 16192 11569  7558 8031 3700  1516 1792 1030  694 1932 486  
81396 50162 43288  13123 14540 13662  3741 2134 4343  1219 165 515  498 117 655  
72910 48463 44528  20237 9870 10295  5373 4619 4783  1150 3254 2052  462 675 913  
65142 51312 45214  25043 11451 12980  6646 3253 3434  2626 757 922  625 162 236  
27496 23861 22686  21465 14802 14881  18914 9750 9272  10193 7247 5356  8060 4150 3800  
18771 18719 12348  20202 13690 12281  14257 9851 10422  8833 6901 5386  9601 5138 5846  
25698 18722 15442  20284 9966 9744  14663 10496 9978  8219 8101 6910  6387 5507 5501  
84106 38698 45909  13021 21624 14049  2632 5609 2309  556 872 510  121 200 50  
87979 48479 41303  9218 13295 12533  2025 4713 5694  1104 587 2878  70 60 285  
24211 16506 12131  17536 14718 12628  12913 10445 9224  10922 5899 5171  9865 4288 5963  
67318 58723 56561  22100 5532 5166  6392 1912 761  3901 815 365  578 161 43  
94507 46932 52612  5219 18184 9042  614 1256 1077  112 518 129  14 142 32  
82517 53614 51458  14297 6997 8487  2463 5748 2040  967 503 701  131 162 167  
35091 31819 27452  29543 15862 15145  13563 9426 8290  8292 4679 5444  5525 1910 3040  
65737 37554 35547  21420 10441 14558  7796 12380 8214  3034 4253 2984  1427 714 803  
26806 25743 20998  25778 13063 15688  11366 10794 7394  11228 6793 6251  7663 3902 3476  
49487 28726 34724  23404 14860 15030  14634 7914 6320  4709 6522 3528  2371 3538 1534  
79320 54513 45801  17584 8254 13844  2506 2748 1269  817 1140 1187  194 307 502  
87564 56877 59379  11418 8435 3130  1226 1794 330  255 29 42  6 8 24  
37816 21974 22069  22725 14029 11955  13141 11892 10232  8803 5027 4032  5360 5306 4178  
49644 31465 35420  23259 16781 15275  11210 8364 6509  9078 3913 2790  3361 2302 1463  
27135 17432 17592  17417 12476 12797  13946 10281 9046  11848 6312 5698  6866 4368 4879  
8916 6168 5696  8598 5035 4971  6218 5402 4513  6538 3689 3001  6023 3993 3253  
19765 14746 16914  21218 11301 12564  12916 9408 9186  12043 5497 6106  8553 7170 5018  
18288 11981 11397  11183 10607 8629  12328 6392 7843  11006 6288 5938  8883 4627 4397  
41005 27065 20274  27921 15125 17135  12183 11635 9405  8835 5646 6581  3862 3271 2887  
79474 42241 51159  16953 20466 8776  3333 3295 2339  432 656 520  213 374 76  
26113 18305 17608  19154 13817 11912  12059 10083 8712  10342 7158 6583  8988 3530 4673  
91557 60082 54895  7046 6653 6121  1423 397 1538  425 13 314  19 2 27  
19903 19038 13208  22430 12392 12808  14211 8494 6980  11548 7207 8439  7478 4585 3612  
71035 58497 48387  24806 6470 11426  3875 1433 2145  568 619 708  138 94 183  
72613 51350 53442  23558 11907 7250  3430 2650 1817  660 1046 303  170 102 57  
63340 40364 41099  18877 18013 11491  10708 4990 4755  4959 1882 3181  1574 1195 1506  
27252 14400 16949  14919 11241 12412  15184 11371 8130  11468 8063 7041  7946 3589 4585  
25572 10081 15008  19036 10996 12712  14662 7126 8213  10750 9662 7552  7550 3776 4327  
25599 17191 13587  18472 10904 8786  13483 11210 9902  10767 7939 8164  7271 5576 4920  
36564 16186 20585  23896 16178 13567  15036 10360 9143  9162 7647 5893  5504 4565 3354  
27952 16746 15426  16312 13444 9458  12066 10494 10086  11290 6302 5631  9167 5108 5794  
43826 23119 28347  24101 11946 14198  13101 14316 9470  7919 5252 4668  3229 4217 2636  
27218 17978 15869  18964 11527 9534  14561 7182 9707  9869 7940 7881  8024 6116 5327  
49626 27173 34185  26649 19502 16048  13106 11100 6597  5369 3821 3289  2717 2216 1480  
9492 4869 5100  7242 4660 3352  6533 5539 4808  6760 4835 4460  6291 4320 4007  
45595 29080 29159  18049 18324 12519  17350 7922 9002  9045 3797 4944  4520 1930 2747  
56511 44905 39582  24541 14960 13473  12859 3720 5666  3189 2365 2050  1492 788 1020  
8350 5223 5892  7537 2810 4429  6741 5458 4859  7279 3752 4050  5420 4724 3926  
37976 20358 21642  21486 14392 15397  13528 10900 6930  8995 8075 6904  6441 3022 3982  
83575 61137 58937  14537 5566 3511  1810 233 408  385 168 38  155 36 5  
8023 6413 5095  7068 5871 5004  7996 4363 4711  5719 4525 3204  5926 4207 4183  
24122 13856 10324  19220 14132 11676  15903 9954 10431  11436 5751 6704  8392 5476 6117  
75584 42538 41252  18603 13969 14362  3844 7256 3450  1535 2206 1892  583 878 1270  
7538 5136 5825  7668 5067 5378  8019 4412 4537  5151 5051 3879  6198 4236 4052  
55260 35131 34517  25463 14132 14659  9633 10301 7025  5307 4111 3216  2090 2002 1780  
59149 49939 45594  25458 10355 12777  7525 3515 2973  4928 2008 1057  2271 927 350  
29341 23135 23284  21004 14967 14673  14077 10757 8846  12127 5203 5872  6608 5047 3394  
29692 25901 19764  25626 13924 13577  12616 10383 10301  8344 6510 5750  8933 3336 4943  
75288 39289 38936  16005 20863 14554  6015 5305 6792  2060 1283 1819  629 298 439  
33492 19724 23304  22808 17655 14513  14720 11282 8991  6954 5664 5627  8352 3215 3387  
32405 25810 28195  29613 17967 16275  15723 11058 8300  8947 5627 4652  5724 3097 2490  
15864 11647 8496  15928 8693 9563  12896 7535 7921  8229 7294 5221  7516 5990 4830  
73842 33255 41165  18965 18294 10880  5395 10024 6141  1675 3376 3292  408 886 824  
8826 6062 5112  7408 5755 5281  7553 4823 4208  7049 3823 3602  4494 4405 3087  
57829 35657 41100  28224 15287 12382  7952 4629 4939  3545 6901 2898  1919 2449 879  
86115 61696 58510  10010 4977 3875  3452 337 467  728 104 42  110 26 6  
73469 36953 44096  19123 22160 13303  5882 4706 3659  1413 2394 1159  393 540 296  
83996 51387 51139  12506 10712 6317  2478 3249 2234  1282 1106 2546  144 483 351  
54245 61723 38727  38788 5245 21181  6207 174 2624  809 6 271  303 0 74  
87222 36779 51471  12357 24267 9488  663 2734 1236  164 2450 627  43 652 70  
15302 11456 8020  15775 7618 8038  10301 8304 5907  9034 7695 6739  7027 6165 5836  
30243 18757 22950  25479 13242 14020  12780 12810 9352  10402 5307 5732  7159 2973 3251  
91258 45332 43260  6681 16800 11999  2378 3623 6253  108 1009 731  37 356 514  
75933 42248 43690  16272 10656 12801  5211 11000 3986  2262 2170 1585  521 754 436  
18399 11937 11151  13973 10364 9416  11056 6866 7917  8249 6750 6308  8748 4980 5209  
54803 41939 30551  21076 17039 17906  13294 5502 8932  6107 1798 3285  3097 436 983  
66135 47991 56283  30788 16590 6173  2450 1518 336  969 769 101  72 127 9  
8592 3297 4916  8166 4059 5005  7128 3900 4708  6802 4829 4505  6570 3653 3446  
24937 8886 14365  19867 12274 13144  14423 10846 9890  9317 7344 6951  9056 6188 4534  
83606 50836 51754  12553 14012 8440  2509 1764 2238  1310 386 395  347 123 51  
32599 21617 23697  22664 17034 14378  12866 9909 9079  10270 4918 5656  6351 5210 3493  
44318 31132 27518  21678 11777 8707  11739 11462 11589  8353 5707 6984  5951 3145 3808  
16351 8767 6827  13286 7864 5900  13016 8851 8708  10198 7668 7124  6986 6414 5023  
40240 28794 21248  21956 18563 16583  15199 9393 9973  10806 4213 6356  4879 2513 2744  
30055 31649 21383  22878 16213 13325  16192 9302 11625  14039 4557 7393  5000 2560 3229  
75026 36145 37773  17618 23115 17715  5605 5570 5361  1597 1179 1392  422 722 302  
9460 5163 5093  8000 5400 5429  7427 4179 3626  6944 3710 4290  5151 4723 3685  
76092 40373 41820  16219 19016 12167  5977 3698 5575  1424 2243 2492  483 1206 362  
58458 43243 41060  27626 10943 11830  7306 8369 4657  4607 2632 3248  1484 1263 1274  
65176 29046 34922  21088 14428 15954  7974 14097 7879  3518 5326 2675  1352 1877 886  
8807 5134 4296  8606 4280 4863  6485 5574 4446  6754 4773 4154  6273 4241 3786  
17041 10817 8523  15462 9270 9906  10674 9077 7341  8650 7360 6333  7678 5886 5419  
74822 45643 45199  16325 16454 12547  7026 2975 3387  1231 1560 901  689 367 511  
22054 24674 15482  21766 16333 14388  16773 9619 9304  10566 5943 5975  8511 4001 6337  
84129 46517 50828  12690 11896 9317  2985 5245 1904  550 2181 400  58 733 376  
27307 17634 15503  19583 12922 13297  12699 8833 6263  8063 7746 5540  8394 5585 6135  
55876 33647 34408  24862 16930 15243  7895 9257 6934  5042 3218 3475  3617 2246 1467  
42283 27909 21756  22902 14965 11959  11976 11696 11094  8153 6090 7395  5912 2951 3882  
25755 13935 11556  18906 12424 10027  15420 8798 9129  10786 8386 7693  8278 5322 6459  
18436 10436 11482  14385 9577 9676  11619 8815 7011  9468 6641 6553  8527 5442 5139  
92659 54807 57696  7176 8770 3138  523 2933 1393  80 617 556  30 7 70  
18174 10185 9062  14936 10194 9741  9972 8902 6633  8360 6729 4853  8433 5794 5957  
63954 40218 29252  21903 20263 20075  8337 4730 7132  3912 1434 4004  1295 356 1353  
22493 14327 17258  19594 7205 10470  15687 12397 9529  10709 7532 7131  8686 4564 4487  
17693 9002 8032  15440 8959 9793  10544 8705 6169  10143 6422 5632  7919 5461 4469  
92732 45030 45208  5397 17643 10548  2283 3059 6135  35 974 417  16 412 448  
24948 25275 17080  26021 14798 14058  17393 10054 11207  9897 6482 6411  6140 3772 3582  
37947 20191 21653  22252 11140 13737  12830 11582 10340  10125 5972 5429  5479 7052 3958  
70203 56387 42247  22325 9081 14956  6161 1405 4791  1510 181 671  189 73 178  
12546 10127 11161  11147 9186 9210  13523 7318 7865  8119 6995 6124  8741 4047 4984  
15759 12208 11707  13343 10342 7869  9617 7548 7851  8839 7169 5974  8445 5432 5489  
54294 28633 25986  23634 21701 18770  11839 9334 9597  5756 3187 3515  2461 1915 1850  
67247 28936 41792  24261 21983 14629  6064 11667 4734  2161 2405 1017  444 1297 533  
9140 4812 4448  7855 5869 5116  7521 3106 4145  7149 4313 4233  5939 4387 3503  
39624 44014 29129  29531 14593 21438  13858 5730 6844  9677 1780 3583  4779 661 1185  
53643 27098 24694  24920 21281 18492  12106 9434 9824  5462 4524 4967  2144 2167 1775  
36628 18884 22314  23162 16475 15001  12181 10254 9528  9520 8172 5684  5869 4623 3860  
69321 37589 31547  20026 16249 14142  7778 8083 9948  2165 3592 4222  784 942 1624  
19012 9894 10368  13469 9548 7104  11190 8359 6478  8922 7113 7279  8565 5744 5227  
7137 5959 5740  7410 5525 5335  6719 5172 4759  7327 3965 4263  5569 4500 3654  
19974 19359 14067  17564 13912 12251  17367 8800 10012  9639 7288 6563  8623 4741 5637  
16904 12343 11724  13522 10111 7763  10669 6548 8021  9326 6513 6649  8761 5880 5110  
68510 50850 43609  19016 11222 14456  7568 3908 3306  3321 815 785  847 251 334  
63427 42868 47230  26629 13264 11001  7811 7325 3205  1701 1416 895  495 1672 390  
59659 44297 37024  24170 13257 12518  8243 5679 8730  3866 2626 2668  2796 763 1279  
75584 36691 41183  16786 18387 16166  5816 7358 3939  1523 2646 1136  535 1520 320  
9422 5559 5559  7942 3700 4884  7525 5074 4315  6824 3728 3310  4632 4340 4023  
63656 64607 48983  27507 2401 12603  5932 105 1147  2698 34 135  612 0 18  
52848 37531 32958  23201 17053 15171  13244 6698 8078  4474 3380 2926  3040 1158 2131  
6268 6416 4560  6431 5646 3979  6184 5335 4498  6574 4783 4228  5372 4103 3076  
64500 32221 31225  20648 22981 17688  9476 7262 7723  3806 2653 3857  1082 1044 875  
53018 51607 37402  27839 11101 13583  11032 3411 8238  5076 659 1717  2461 241 1220  
40020 37753 32579  30699 15822 13896  16549 6860 8943  5710 3095 4177  3503 1985 1811  
25196 15546 12062  20613 13111 14116  14787 10406 9510  9955 7953 6716  8377 4130 5142  
16650 11407 11900  13796 9793 9615  12461 7640 7741  7990 6408 6141  8911 4816 5021  
48239 33761 24777  29224 16889 19954  12757 8025 8758  5698 3451 4267  2454 2397 2300  
56681 27335 29751  22354 14282 17150  10321 11338 5202  6069 5597 5454  2573 3212 2779  
11123 9442 10744  15507 9406 9798  10329 8609 7659  10364 7160 6478  8494 6166 5087  
50157 55828 35535  38717 9704 22216  8002 1398 4124  1831 183 649  1204 22 289  
82999 58481 59473  13210 8510 2878  2557 128 488  1535 25 58  121 1 2  
38101 30547 21989  20797 16666 13152  15466 6433 6513  9101 6448 7966  6746 3391 5824  
19570 19016 13092  18371 12450 9621  14561 9656 8500  9394 7522 7326  9260 4230 4376  
49855 18111 29017  25447 23146 18956  12778 9793 7751  6103 6886 3865  2918 4422 1804  
6943 6504 5117  5832 5676 3867  7518 5143 4536  6252 4324 3300  4975 3773 4183  
67717 51107 43501  24169 9782 14061  5644 3892 2481  1643 1737 1473  827 335 597  
65860 51110 41407  19148 11541 15631  9879 3131 4407  3051 1049 954  1925 162 326  
56102 41919 41333  26995 9647 12384  10233 6164 5344  4302 5737 2456  1463 2502 797  
7887 5959 4362  7781 5038 4005  7103 5191 4321  6340 4447 3539  5553 4467 4118  
37597 18770 19141  19938 18344 13717  14651 6178 9696  9892 7397 5483  6469 5226 4141  
7619 6337 5676  6356 5253 5188  7055 5247 4184  6632 4138 4512  6094 4180 3309  
55655 24553 29990  24231 22186 18172  10492 6079 6929  5302 7873 3767  2468 2126 1946  
65889 57932 49501  25905 7770 9719  6533 1184 2553  1590 174 979  377 61 70  
75513 36004 40054  16303 10368 13494  5609 11666 6755  2209 4890 1599  578 1977 535  
33116 25732 21536  21446 15982 14364  16520 9221 9418  10560 5819 6407  6223 3668 3216  
94382 53297 51436  5509 11441 9826  512 1253 1259  45 620 331  27 480 36  
83381 52906 49088  14120 10498 9930  1699 3245 2418  1045 239 1053  161 167 351  
43139 30986 25638  23745 17289 16180  13915 7808 10013  6545 4972 4927  5818 2381 2139  
84423 56081 43631  13015 9621 14145  2581 1281 4182  395 103 644  41 48 200  
12909 12906 10075  15149 10107 8923  12556 8266 7632  9097 6936 5912  9107 5229 5192  
73694 48582 36317  17373 14515 15224  7467 3378 9151  870 553 1226  726 84 628  
55013 36026 33598  23092 11023 15164  11439 9461 7891  6101 5365 3101  2450 2863 1715  
36416 19638 22749  20905 11098 13863  16301 10666 8395  8472 7823 6652  4587 5575 3996  
67994 39447 31504  22964 19830 20796  5178 5911 5862  3026 1392 3117  669 415 873  
85479 46206 48765  12207 14434 11385  2046 5446 1708  573 816 655  128 151 320  
90306 45366 55458  8900 19578 6624  926 1467 729  319 635 78  18 69 7  
72596 39413 50854  21193 21145 9966  3930 5186 1611  2194 682 332  420 378 88  
47240 31328 22301  23235 18944 15644  16687 8145 12203  5979 4302 4604  3914 2393 4247  
55871 47682 45636  22716 15028 10242  12894 2642 5160  5138 895 1271  2154 697 363  
55721 45443 37761  24523 14037 12944  12063 4898 8011  4956 1688 2760  1861 695 894  
67442 38716 46367  24701 15689 11042  6032 7678 3835  1722 3219 1010  245 894 461  
25722 17824 17797  16543 14259 10561  13270 8515 9690  11694 3945 5788  8097 6272 4325  
16039 12910 11127  14622 9400 7788  12317 7368 8264  9327 6855 6654  7293 5086 5430  
28872 24870 22664  25729 15393 14028  15423 8934 9907  8858 6975 5344  5694 4240 3473  
65730 30193 34447  20528 13621 16226  9141 13274 6420  2971 5407 2340  1323 2155 2055  
62333 48684 55567  24309 15276 5846  11730 2036 1225  1674 648 195  302 389 49  
75179 55201 43483  20027 8097 12058  4420 2445 5334  549 937 954  247 343 905  
30846 25194 22928  25453 14645 14637  15461 10007 9292  9912 6228 5016  5826 3746 4140  
37507 22862 22138  18907 15092 15229  16411 9440 9178  8941 7545 5795  7020 3260 3351  
56331 56063 36878  36633 8740 20065  4875 2045 4537  1604 254 923  537 28 257  
82984 43806 41096  10016 19005 11869  4717 3235 5438  1806 923 3101  805 108 1030  
7993 6471 5495  8388 5457 5128  6953 4192 3241  6464 4797 4471  5283 4193 3061  
28123 17155 16611  19469 8606 11245  14848 8717 8858  8517 8624 5017  7712 6705 5499  
27179 15107 13410  18236 14853 12451  13598 7700 6339  11008 5973 5981  8238 5528 5463  
47613 37313 34900  24193 17341 13754  16114 5395 7417  7098 3075 3381  2838 1748 1882  
88293 58100 59239  11118 7295 3200  992 1230 343  58 506 106  11 9 11  
37670 20964 20168  21298 11458 14998  14580 11478 7980  8804 8678 6124  6446 3920 3512  
44270 19917 26479  25682 20878 16256  13692 9410 9014  6209 6818 5177  4667 4432 2735  
83585 60533 59133  10629 6505 2880  5068 89 823  783 14 51  361 1 7  
34598 25221 21531  21142 12484 15417  16120 8636 9398  10336 6129 4577  3937 5506 3069  
11617 9815 10901  14845 10893 9323  12964 6272 7618  10417 5589 6357  6946 6265 5113  
39106 30015 21866  23006 15554 12572  11279 10056 9314  11703 5360 8197  6013 2284 3140  
49144 24360 33031  19556 18492 15848  15092 12883 7751  8710 3909 3096  4392 2749 1511  
66666 61438 40718  29527 4997 17285  2399 595 2870  1248 108 1643  434 4 244  
8863 4488 5574  6589 5161 5291  8028 4519 4355  6199 5008 4326  4497 3685 3865  
17980 9686 11398  15379 8328 7792  10535 9461 7680  9623 7493 6170  7514 4245 5391  
63822 29304 36958  22404 24620 15415  8980 8104 5919  3138 3228 2985  1361 821 782  
40760 39017 29916  31135 15471 18368  13137 7168 7917  8010 2930 3107  4169 1249 1883  
18310 12016 11273  14630 8435 7242  10559 8044 5854  10262 5894 5529  8661 4342 5508  
74802 42240 45409  15390 17012 13056  7766 4751 2977  1841 1862 997  467 742 205  
32177 18109 13577  21882 15668 12282  16523 12132 12683  10659 6075 6663  6788 5555 6174  
81686 54514 51384  12901 10953 8978  3844 1354 1394  1550 256 780  345 40 314  
65542 40028 39267  21578 15611 15490  8100 4358 4605  2321 3191 2188  1545 941 640  
64467 41371 37661  23587 12573 14818  6674 8497 6734  2674 3169 1824  1802 928 918  
33969 18076 14869  24837 14772 16969  14295 10800 8302  8094 8655 6292  6794 5447 5725  
35837 24098 23318  22359 8830 12558  10692 11183 9651  8821 8880 5842  8166 5052 3797  
35751 19193 16931  22510 17841 15673  15227 8667 8435  9086 7534 6425  6478 3662 4248  
81455 53633 52367  12896 11419 6692  4870 1552 2499  989 333 802  169 130 259  
72743 56937 51846  23640 6960 8148  3115 2727 2291  803 376 440  120 100 89  
59867 40788 32415  17285 17671 15822  13058 4878 6479  6040 2069 3854  2671 939 2347  
