# NumberOfHospitals NumberOfScenarios TimeHorizon
2 200 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
90011 154615  48090 64713  18881 40597  8668 16987  4982 8384  
70121 104856  48768 82671  25381 36426  11278 24930  7965 14855  
117414 210697  39058 47186  14505 30570  2705 3343  637 645  
83260 129892  34865 73525  23944 40453  13315 21913  9208 10986  
76102 140685  53067 82710  20777 37238  9879 13037  5632 6599  
158277 245380  12634 39909  2451 4397  1072 2639  129 358  
16574 24836  14042 21354  10958 18054  11215 21185  11464 17591  
165205 219965  8482 59689  904 12060  20 796  0 234  
145004 213944  23872 62992  3425 8314  1119 3410  866 2586  
66295 94312  37742 73410  23885 30832  16570 33749  9965 19266  
163754 267050  9960 22177  883 3045  15 497  2 121  
68013 131362  41013 69249  26039 38770  17449 22456  10367 14089  
71707 134715  46579 68881  25314 40931  11841 20914  7981 12405  
80312 147655  49844 80917  23101 35628  11448 13894  5037 6395  
13882 23533  14445 25042  12969 17319  10897 19036  9607 16672  
134123 196005  30360 70766  7332 16559  1984 6238  519 2195  
37866 58655  31795 56448  24512 35879  21987 35547  13927 20016  
147058 230455  19843 44855  4893 11361  2290 3964  372 1458  
16589 25659  14647 24476  13793 19899  12494 18987  10080 18732  
133766 194322  26157 59302  10731 23108  2670 9534  699 2941  
62235 100632  39016 62887  25865 48260  15330 19386  9539 20415  
142127 255480  24364 33489  5612 2982  1557 706  659 193  
36806 77084  34686 59486  26304 43259  20046 28995  14326 23033  
11327 24403  14515 24727  12817 22375  11336 20057  8530 16990  
143832 199761  25814 63051  3447 14422  1014 9238  286 3370  
11881 25199  14447 24586  12172 21572  12074 19162  10311 17611  
41380 80087  36174 55089  24871 43104  16588 30579  15439 22652  
100999 150807  38354 70063  19609 35416  7759 20420  4114 7454  
113381 176685  29193 54107  19931 34495  5411 10763  4285 10145  
96627 142026  44949 78384  17595 35650  7780 18660  3956 8916  
33354 50134  24032 45043  22072 29839  16579 31178  14747 20628  
100575 146150  36791 51113  19900 53211  8552 20878  4709 9191  
102815 182569  44642 70224  16370 24355  5402 8787  2946 3854  
109509 213070  45245 57654  12977 15322  5075 4866  1074 1184  
125948 207413  35201 59435  7010 16357  4197 5418  1123 2073  
48548 78046  33193 58714  22355 40230  19550 29212  11042 18494  
57034 67660  36694 54330  25003 42544  21082 38007  10914 21445  
31564 50115  26758 41363  18160 33575  18903 28754  14659 24844  
56454 83383  44009 75712  26777 42349  17179 32159  11314 19649  
66684 119176  45882 73907  20268 33390  15584 27767  10228 12278  
56987 103430  40783 57126  21718 44850  18987 27851  13409 21334  
13406 25300  13179 23555  12684 18602  11845 20935  7784 13431  
33698 50368  25399 42443  20919 32173  15982 25685  13429 26289  
66217 127055  44438 62549  27950 41965  15969 24945  8501 15013  
30151 41066  24308 39237  21502 36335  18446 27601  15022 27007  
50568 74030  31552 40737  25576 49368  19203 34376  12813 26051  
55550 107255  41715 64945  27413 44468  17597 27716  12039 17083  
57645 85200  43716 62200  22745 48630  15301 31015  12446 22495  
168649 250775  5251 34610  624 7105  85 377  5 33  
112832 165708  44965 88238  12227 24261  3325 8550  589 2734  
24916 40672  26976 45530  19626 36344  18623 29497  13840 22797  
124531 226160  42220 53400  5920 8990  1405 2662  355 1311  
132674 182457  26587 49901  11709 39971  2384 12679  922 5794  
161304 248979  12838 39405  430 3330  27 849  16 209  
142810 204113  27545 63832  3611 20108  431 3512  146 986  
39774 79309  36965 56799  22537 40083  20111 31957  14784 22034  
129121 204251  36228 60599  7861 20534  920 3965  274 1807  
16213 24822  12866 18427  13821 20624  9713 15987  9204 13645  
94235 154013  45987 72773  16725 32571  7479 16531  4180 7647  
