# NumberOfHospitals NumberOfScenarios TimeHorizon
3 100 4
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
94204 77257 62307  45856 40236 40245  20800 16238 15187  8773 7161 7347  
112647 105866 105573  40124 29484 22893  9376 7793 6189  10309 4557 1802  
110683 88663 69363  43349 40301 44384  14352 13301 15260  6858 5267 5359  
93321 70017 49689  47649 43138 43737  19125 19000 21664  9559 9174 10957  
15471 13065 11809  14496 11641 9884  12933 11158 10329  11601 10610 10191  
48365 42282 38058  29473 27662 28207  23543 21498 20758  20506 16565 14474  
32467 27716 24057  26531 20766 16312  19547 16929 15007  17342 14525 12863  
136820 123026 117452  31363 22836 17521  6668 3337 2065  2309 918 432  
30396 27842 26623  24985 22454 20862  19527 17399 16901  17630 14718 12636  
26152 25381 26134  14007 15999 18704  23484 19413 17043  15925 14743 14330  
46690 41722 38168  30582 28118 26657  28123 21208 16934  19831 15283 12757  
59407 60820 65062  51693 41718 34895  26098 21040 18167  18230 12585 9321  
63616 68374 76016  47083 40022 34722  27584 19676 14363  14000 8894 5819  
62623 56440 55989  46952 40474 37035  18294 17846 18515  14533 12737 11368  
41981 39505 37541  29304 28284 28507  29040 23210 20167  17322 15434 14844  
162861 135402 118613  10880 10429 13439  5212 4292 4427  277 452 1079  
167732 138750 118320  9322 9453 14766  1995 2128 3908  187 218 463  
79043 65563 53889  43348 34284 28763  22757 21359 23236  15304 13541 14642  
66577 56003 48388  39435 35009 33869  26123 21425 19542  15398 13411 12579  
92136 76691 68348  48884 40612 34986  18278 15796 15989  11053 9746 9693  
76776 69924 66322  37410 34065 32154  27330 20178 17109  15450 11394 9798  
61133 52942 45754  36780 31621 28278  25475 23066 23510  19972 16018 15084  
38159 34277 33842  37910 31680 27839  26273 21783 19460  13239 12730 13576  
60414 54932 52835  40308 32022 27573  22568 21809 22037  16477 13820 12837  
9791 10279 11564  11591 10825 10976  12338 10572 9822  10165 9923 10078  
123413 119675 119852  46577 25550 13639  5366 3989 3510  2411 1053 509  
120672 114324 107986  48034 30258 24420  6951 4105 3805  2676 1351 1004  
66206 55219 48180  39408 34765 31859  26728 22328 20396  13657 12143 12688  
87276 83142 85713  57931 43581 33083  13978 11165 10194  9991 6461 4510  
11238 11882 12935  12064 11729 11975  10738 9781 9729  12158 10549 9743  
73374 66837 61420  41420 37232 37052  26035 20983 18653  15038 11378 9943  
93425 102728 118306  39138 29565 15558  30071 14709 3465  6242 2085 201  
156084 140373 130453  16859 7407 5500  4598 2469 1590  1325 331 59  
43916 40951 40121  36124 30606 26818  19503 19270 20146  21143 16517 14111  
164043 140908 124502  13758 8548 11342  1096 1001 1666  344 166 87  
23757 28425 34481  29739 26376 25444  28485 23730 20933  19166 17615 16191  
49945 39310 31241  36143 29972 26239  25552 20865 18264  18370 16651 16365  
58300 54251 53278  26735 27204 29412  30012 22595 18338  13597 12546 12292  
89838 80111 71784  38619 32975 30864  21395 18026 18336  15396 9448 7346  
113052 102797 92957  45270 30610 25748  14027 11683 13165  4120 3116 3334  
15693 13828 12420  12055 11417 10860  13484 11113 9333  9871 9193 8665  
24336 23784 24961  19414 19860 21056  19684 18029 17429  19083 15373 13284  
63107 63669 65678  44741 38141 34751  29657 22352 17686  16727 11863 9418  
10888 11550 12732  14899 13024 11872  12236 11075 10727  10315 9824 9861  
101595 99004 105046  50528 39201 27884  14483 8300 3745  5484 2430 686  
141260 117065 105444  28871 26547 26298  3734 3476 3576  4211 3001 2011  
76564 68453 64996  46745 38194 33203  21851 18876 18255  9116 9044 9533  
82205 69962 60912  43769 36946 34671  21949 19604 19336  10959 9308 8963  
65550 50421 38445  41216 34231 30604  26582 24363 24289  16667 15057 15524  
88562 89271 92408  52809 39047 29500  20546 13859 10673  8795 5056 3305  
83837 86586 91805  49040 38347 29479  24546 15555 10584  11908 6136 3681  
157108 120153 87937  18384 24667 38958  1751 2883 5891  1573 2408 4257  
16183 13906 12597  10460 10407 11144  11090 10852 10973  12359 10283 9161  
10694 10672 11577  13700 12439 11993  9562 9185 9612  11461 10194 9699  
42463 45709 50796  40923 36679 33504  29013 23874 20107  18510 14901 12741  
95801 79553 65756  43440 39315 40542  20161 15869 14817  10909 8306 8026  
15738 12877 11203  14470 11814 10243  11062 9430 8873  12710 10899 9733  
60240 52577 51050  47279 42050 39620  22350 20281 19854  17817 13545 10906  
132319 123190 120400  37811 21781 12987  6735 4209 3093  1115 909 876  
131852 113097 100427  33850 27962 27883  9658 6241 5368  2172 2020 2624  
62405 54671 50925  43218 35295 30425  22627 21461 21627  14069 12018 11757  
109384 97866 85568  46320 35762 35205  16088 11679 11788  3572 2790 3133  
125587 100701 78644  29261 30123 37788  17296 13507 14014  4763 4347 5184  
15538 13669 12198  12414 11810 11433  13747 11020 8978  10494 9272 8249  
