# NumberOfHospitals NumberOfScenarios TimeHorizon
3 300 4
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
94204 77257 62307  45856 40236 40245  20800 16238 15187  8773 7161 7347  
112647 105866 105573  40124 29484 22893  9376 7793 6189  10309 4557 1802  
110683 88663 69363  43349 40301 44384  14352 13301 15260  6858 5267 5359  
93321 70017 49689  47649 43138 43737  19125 19000 21664  9559 9174 10957  
15471 13065 11809  14496 11641 9884  12933 11158 10329  11601 10610 10191  
48365 42282 38058  29473 27662 28207  23543 21498 20758  20506 16565 14474  
32467 27716 24057  26531 20766 16312  19547 16929 15007  17342 14525 12863  
136820 123026 117452  31363 22836 17521  6668 3337 2065  2309 918 432  
30396 27842 26623  24985 22454 20862  19527 17399 16901  17630 14718 12636  
26152 25381 26134  14007 15999 18704  23484 19413 17043  15925 14743 14330  
46690 41722 38168  30582 28118 26657  28123 21208 16934  19831 15283 12757  
59407 60820 65062  51693 41718 34895  26098 21040 18167  18230 12585 9321  
63616 68374 76016  47083 40022 34722  27584 19676 14363  14000 8894 5819  
62623 56440 55989  46952 40474 37035  18294 17846 18515  14533 12737 11368  
41981 39505 37541  29304 28284 28507  29040 23210 20167  17322 15434 14844  
162861 135402 118613  10880 10429 13439  5212 4292 4427  277 452 1079  
167732 138750 118320  9322 9453 14766  1995 2128 3908  187 218 463  
79043 65563 53889  43348 34284 28763  22757 21359 23236  15304 13541 14642  
66577 56003 48388  39435 35009 33869  26123 21425 19542  15398 13411 12579  
92136 76691 68348  48884 40612 34986  18278 15796 15989  11053 9746 9693  
76776 69924 66322  37410 34065 32154  27330 20178 17109  15450 11394 9798  
61133 52942 45754  36780 31621 28278  25475 23066 23510  19972 16018 15084  
38159 34277 33842  37910 31680 27839  26273 21783 19460  13239 12730 13576  
60414 54932 52835  40308 32022 27573  22568 21809 22037  16477 13820 12837  
9791 10279 11564  11591 10825 10976  12338 10572 9822  10165 9923 10078  
123413 119675 119852  46577 25550 13639  5366 3989 3510  2411 1053 509  
120672 114324 107986  48034 30258 24420  6951 4105 3805  2676 1351 1004  
66206 55219 48180  39408 34765 31859  26728 22328 20396  13657 12143 12688  
87276 83142 85713  57931 43581 33083  13978 11165 10194  9991 6461 4510  
11238 11882 12935  12064 11729 11975  10738 9781 9729  12158 10549 9743  
73374 66837 61420  41420 37232 37052  26035 20983 18653  15038 11378 9943  
93425 102728 118306  39138 29565 15558  30071 14709 3465  6242 2085 201  
156084 140373 130453  16859 7407 5500  4598 2469 1590  1325 331 59  
43916 40951 40121  36124 30606 26818  19503 19270 20146  21143 16517 14111  
164043 140908 124502  13758 8548 11342  1096 1001 1666  344 166 87  
23757 28425 34481  29739 26376 25444  28485 23730 20933  19166 17615 16191  
49945 39310 31241  36143 29972 26239  25552 20865 18264  18370 16651 16365  
58300 54251 53278  26735 27204 29412  30012 22595 18338  13597 12546 12292  
89838 80111 71784  38619 32975 30864  21395 18026 18336  15396 9448 7346  
113052 102797 92957  45270 30610 25748  14027 11683 13165  4120 3116 3334  
15693 13828 12420  12055 11417 10860  13484 11113 9333  9871 9193 8665  
24336 23784 24961  19414 19860 21056  19684 18029 17429  19083 15373 13284  
63107 63669 65678  44741 38141 34751  29657 22352 17686  16727 11863 9418  
10888 11550 12732  14899 13024 11872  12236 11075 10727  10315 9824 9861  
101595 99004 105046  50528 39201 27884  14483 8300 3745  5484 2430 686  
141260 117065 105444  28871 26547 26298  3734 3476 3576  4211 3001 2011  
76564 68453 64996  46745 38194 33203  21851 18876 18255  9116 9044 9533  
82205 69962 60912  43769 36946 34671  21949 19604 19336  10959 9308 8963  
65550 50421 38445  41216 34231 30604  26582 24363 24289  16667 15057 15524  
88562 89271 92408  52809 39047 29500  20546 13859 10673  8795 5056 3305  
83837 86586 91805  49040 38347 29479  24546 15555 10584  11908 6136 3681  
157108 120153 87937  18384 24667 38958  1751 2883 5891  1573 2408 4257  
16183 13906 12597  10460 10407 11144  11090 10852 10973  12359 10283 9161  
10694 10672 11577  13700 12439 11993  9562 9185 9612  11461 10194 9699  
42463 45709 50796  40923 36679 33504  29013 23874 20107  18510 14901 12741  
95801 79553 65756  43440 39315 40542  20161 15869 14817  10909 8306 8026  
15738 12877 11203  14470 11814 10243  11062 9430 8873  12710 10899 9733  
60240 52577 51050  47279 42050 39620  22350 20281 19854  17817 13545 10906  
132319 123190 120400  37811 21781 12987  6735 4209 3093  1115 909 876  
131852 113097 100427  33850 27962 27883  9658 6241 5368  2172 2020 2624  
62405 54671 50925  43218 35295 30425  22627 21461 21627  14069 12018 11757  
109384 97866 85568  46320 35762 35205  16088 11679 11788  3572 2790 3133  
125587 100701 78644  29261 30123 37788  17296 13507 14014  4763 4347 5184  
15538 13669 12198  12414 11810 11433  13747 11020 8978  10494 9272 8249  
57811 47172 41584  33459 30034 29913  32382 27048 23334  15944 15043 15525  
91456 88935 91642  40926 35529 30685  22740 15411 10276  15322 6964 3156  
62682 52393 46701  40332 35077 32848  25110 20871 19083  17136 15526 15073  
123143 122240 128721  50876 26667 8174  4265 1426 582  731 260 121  
49639 42253 37074  32922 29388 27258  22653 20097 18769  19161 15502 14334  
33347 27760 24038  27182 22269 19106  18841 16394 15780  15350 14575 14987  
125499 107789 98636  25679 24278 26073  21321 13702 8342  3847 3152 3309  
136912 123015 117370  28284 18974 14397  7678 4936 3608  3848 2735 1887  
71399 58840 52576  44078 41018 40525  23627 20142 18933  13559 12139 11663  
119759 108904 96687  46134 32819 32453  9009 6639 7037  2727 1436 1029  
29320 25486 23937  26685 22255 19719  20605 16827 14848  15942 13865 13238  
95438 84780 78306  45873 36877 32710  17538 15009 15012  10896 7760 6466  
112472 86037 63922  41124 35995 34785  15276 15819 19482  6353 7584 11157  
149818 124736 108200  23151 19855 21495  4911 4226 4745  906 1193 2177  
80953 70487 67186  50555 39668 32718  25770 21804 19537  11717 9686 8846  
130218 126794 130821  40672 22262 6665  5180 1177 103  2478 349 18  
14734 13737 13252  14646 12369 10594  12432 11032 10005  9102 9067 9691  
32797 28257 25383  21213 20341 20999  21751 18862 16907  15887 14039 13631  
15726 14043 13152  11965 11188 11321  10303 10300 10782  12937 10740 9197  
82073 68016 61588  51491 45767 42581  23312 19339 17697  9933 7814 7101  
130523 109563 96887  35122 30018 28277  7966 7519 9336  2877 2109 2114  
24602 22466 22578  19257 19429 20771  15834 15210 15778  15064 12595 11666  
92803 80082 69141  37151 33884 34250  23664 19374 19201  10660 8222 7894  
61928 54374 48204  42020 36054 33714  25123 22055 21412  18490 14162 12319  
112579 105364 104930  43174 32240 24872  12108 7150 4671  8209 4130 2034  
15260 13576 12869  13562 12522 11971  12301 11011 10591  10010 8393 7810  
26350 25960 26067  27916 23342 20594  18670 17337 17355  16380 14860 14136  
70550 65987 65645  42611 37883 34803  21185 18158 16951  14138 11324 9492  
48175 36697 27139  34885 31100 29043  26548 22915 21532  19081 16366 15539  
131879 112376 100067  31541 27541 28416  10962 7207 5816  3587 2355 1902  
14852 13621 13230  11319 11055 11537  13930 11551 9739  8973 9116 9705  
43470 40919 40183  34134 28346 25567  20204 19231 19753  21238 17370 14979  
124343 104216 95369  42461 34242 28560  8413 8975 10805  2425 2101 2067  
75287 64360 60944  41082 38796 39462  30064 22857 17928  17404 13430 10398  
67850 58619 55437  38513 37070 37923  22445 17447 15102  15737 12841 11251  
134123 108569 89366  30078 28534 31744  10700 9924 12316  2786 2095 2347  
95256 84523 77415  45116 35857 31006  20264 16493 16221  9215 7513 7534  
35582 34938 36918  37618 30977 27000  23913 20922 19827  17684 15153 14119  
72883 62774 58505  37481 34484 34590  28435 24475 21608  17621 12112 8949  
52090 51557 53206  44061 36695 31485  30327 23260 19420  16493 13663 12208  
39653 38878 39920  24580 24588 26090  25685 22794 20577  14415 13136 12886  
19410 21598 24701  19632 18390 18782  18016 17555 17680  20805 16994 14543  
138696 116360 106524  28542 28318 29183  9727 4868 1481  1275 689 287  
31589 25995 22728  25369 22675 21615  16381 13657 12807  19611 16151 13923  
45514 46586 50446  39656 35171 32894  28403 22793 19546  22356 17027 13365  
100510 83010 70146  43809 37285 35308  17915 16750 18535  8977 6395 5358  
84947 98583 117143  60428 37844 17012  25326 12342 3272  5404 1493 163  
127323 113212 99127  35886 27547 30171  12225 7234 6191  2412 1526 1310  
70073 59435 56420  39901 33792 31963  22055 20402 20536  17202 15525 14007  
81833 93453 108978  57266 40961 24052  28506 13160 3991  5043 1777 421  
12240 12162 12836  12409 10890 10454  12327 10531 9754  11610 10418 9937  
43220 38491 33985  36236 29790 25514  22466 21397 22107  21105 16326 13924  
13960 13384 13206  13141 11756 10533  13608 11720 10560  11249 9850 9435  
38905 34020 32757  34728 30115 27976  19135 19420 20793  12574 13024 14039  
80699 78940 80105  42208 36609 33294  28666 19226 13825  9958 7252 5709  
52149 49598 46687  36453 32333 29732  32602 24040 19659  19165 14618 12801  
99486 88989 86015  38523 33182 31092  16666 14561 12830  14343 8185 4444  
16582 13173 10495  14058 12748 12222  12810 10516 8571  11946 9618 8347  
39382 42183 47728  40380 36716 34483  25736 22589 20563  24206 17641 13274  
10342 10708 11870  14131 12771 12142  8860 9367 10294  9544 9218 9470  
98537 88736 88172  56049 45356 36927  13186 9361 7656  5761 4058 3114  
114646 99107 88878  38864 33256 32178  14818 11383 10674  6217 4169 3635  
129774 111181 104988  40093 32955 27665  5224 4082 3543  3233 1885 1061  
97854 74689 56335  45005 40443 40084  19721 19256 21454  8827 8353 9594  
100471 87360 84035  41278 38089 37227  20757 16284 12037  10362 6062 3131  
82521 63971 49601  42588 38808 37598  24257 22054 23284  13311 11810 12293  
15931 13867 12302  13552 11768 10238  13962 11517 10014  12605 10385 9106  
30507 27235 25876  21334 20978 21557  20818 18122 16961  17249 15273 14065  
154306 125645 109030  19035 19793 23063  4847 4445 4796  994 638 565  
28834 25528 22356  25064 22955 22333  23277 18977 16506  18338 15542 14332  
89809 83026 80158  48862 38053 31704  12953 12757 13841  10582 8109 6762  
32278 25086 19055  25826 22751 20708  22124 19135 17676  18372 15435 14115  
15478 13042 11761  13663 11590 10614  9690 9448 10016  10142 9847 10074  
68205 61439 60136  45357 39840 36911  22174 20364 19382  19632 13421 9671  
16477 12752 9958  14309 12415 11525  13707 10744 8553  12283 9770 7826  
48512 41991 40431  45568 37528 32566  17882 18994 21579  21004 16154 13233  
64461 56309 50581  34164 31604 30272  29882 21852 17667  14564 12585 11951  
9281 10407 12055  11521 10832 11033  9411 9714 10450  8222 8642 9359  
90434 77991 66666  49146 37517 32424  21152 17502 17207  9041 8564 10195  
63728 56435 52277  36674 33617 33116  28604 22571 18859  17110 14055 12848  
132916 111959 96724  32007 28373 30711  10489 7210 6684  2508 1782 1855  
37066 35918 37431  31875 29732 29010  15990 16897 18312  23156 18458 15299  
67367 65396 66625  34213 33138 33155  30834 23081 18138  20361 13566 9421  
50061 41694 35524  34501 29953 27150  25907 21954 20116  18862 14582 12462  
117028 97864 84654  39974 31518 27763  13063 13618 17053  5630 4896 5345  
155950 126865 109685  17214 19433 24608  5712 3960 2743  315 281 439  
109338 102758 96537  41023 30784 27687  20003 12413 10037  5635 3263 2530  
14639 13388 13048  12843 11236 10706  10201 8748 8369  11325 10335 10032  
15839 11868 8534  14622 12639 11186  13899 11313 9595  12250 9654 7708  
59954 48948 42880  35179 31894 31795  22998 20346 19909  18621 15832 14499  
102968 85309 76276  48065 42872 40115  12745 10343 10177  7697 6311 6069  
39206 38841 39941  37030 31401 27776  26106 20998 18542  13385 13179 13905  
83727 74933 72693  44326 34716 29510  24785 20493 18113  7487 8062 8864  
83165 84154 92208  57282 46110 35087  22165 13360 7588  7873 3773 1683  
129709 111951 98812  35915 27256 25596  8840 7835 9529  3375 2627 2772  
162865 129216 101250  12671 16916 29875  2820 3571 5610  818 814 752  
16593 13784 11647  12240 11806 11608  13309 11220 9668  12448 10239 8706  
65227 55812 52607  46801 37688 32330  26421 21913 19619  13891 13795 14745  
48002 37529 28570  35582 31508 29638  26097 20861 17648  19023 16768 16486  
127595 114706 102116  41415 28757 28141  7195 5464 6141  2396 1344 991  
76651 67537 59963  47406 38441 34356  25376 20055 18133  12558 10476 10405  
132450 111497 95868  31021 28582 32378  10864 7414 6531  3572 2288 2014  
14750 13743 13369  9226 9754 10911  13386 11787 10713  10564 9532 9336  
41779 45367 50665  36367 32747 31366  31778 25866 21599  21759 16602 13169  
161729 141480 129168  12903 7426 7054  4388 1639 1176  225 61 144  
144645 136362 133948  28215 12356 3247  5122 1758 371  1128 137 30  
47751 39858 35331  30919 27927 27474  27509 23075 19869  17863 14727 13557  
45188 38407 32143  35221 31392 30105  26761 22081 19598  20018 15582 13361  
128476 120839 115761  39866 22427 15224  7066 5743 5757  3101 1355 724  
131022 108741 94869  31543 29250 31264  12364 9411 8023  2199 1714 1920  
53552 51344 52316  38997 35269 32598  21012 17706 16774  20316 15571 12988  
87998 82346 74875  49952 39981 37497  23815 15812 13617  9939 7052 6720  
47091 41622 38911  29512 27721 27984  28100 22864 19335  17504 14967 14163  
90194 86458 88885  34374 31893 30122  20373 14863 10614  20202 10991 5193  
109832 83106 59940  43356 41753 45526  16450 16165 19695  5518 5340 6755  
100335 83096 70336  38866 34383 32915  22159 17462 16675  9732 8003 8271  
113952 98558 89321  32491 30596 32229  21149 14115 10159  7568 4454 3161  
165219 131963 109093  11362 15556 23557  1795 2354 4109  890 695 691  
93284 81897 76483  45092 38366 34206  20162 16156 15084  11621 7657 5782  
131223 108018 93293  32226 30983 33846  10874 8477 7822  3224 2029 1666  
27920 26755 26292  26284 22928 20755  23042 18392 15288  14241 12882 11897  
109634 106342 106524  41765 29544 22590  20416 11131 6235  5485 2679 1574  
116240 109283 106066  45131 30790 23573  12198 7412 5598  4051 2312 1738  
81016 68159 57790  45315 35473 30093  23931 21082 21566  12509 11962 13413  
67915 68318 73601  48619 42254 37050  20958 16097 13106  14230 8934 5909  
58481 53123 51592  43248 33059 26517  25411 23305 22987  18231 14699 13009  
125101 120158 118276  36624 23643 16476  14088 5740 2302  2466 804 414  
12604 11821 12061  12428 11890 12021  11735 9498 8413  11252 9446 8636  
25278 25478 26257  23668 22137 21610  23471 19076 16555  18042 15488 14127  
62182 59979 62279  51309 42517 35967  26845 20583 17422  13776 10950 9711  
136608 125348 119482  29239 19970 15739  10740 4463 1969  1788 635 339  
115004 119822 129608  43771 25365 7501  11598 3935 423  4920 1115 62  
72711 67836 64669  47786 38225 32780  25862 19980 17391  13824 10525 9516  
141030 114500 90952  29986 26647 32323  3700 4969 9269  2215 2396 3275  
161490 136197 115708  15885 12743 19621  1259 1187 1893  491 421 350  
56061 53231 53298  41857 35623 31078  24959 21665 20008  18650 13748 11619  
32701 28237 25470  27165 22378 18953  22184 17599 14681  18026 14549 12548  
113651 103297 93516  41954 34094 34354  14061 9211 7509  6659 2745 1458  
66117 64951 66636  43308 35770 32032  29315 21934 17595  17752 12367 9274  
86911 81764 83720  49835 41083 35017  25617 17948 12524  7759 5491 4126  
116860 95986 81866  37160 33726 35002  16351 13328 12234  5662 4838 5283  
81840 63826 49158  42061 33525 27454  22960 23283 26843  14825 13583 14948  
47490 49084 52391  45421 36727 31605  30776 24366 20249  16208 13118 11902  
11913 12129 12964  12218 11862 12042  11979 11222 10861  10921 9924 9659  
130570 129446 130994  36715 18542 6440  10926 2532 165  882 96 6  
31659 27297 23770  26861 22729 19986  19176 16924 15374  18076 13369 10223  
32666 33932 37265  34544 31079 29197  17383 17889 18864  17055 15539 14514  
135431 123405 121941  33039 22266 13799  5723 3554 1634  3100 860 130  
25540 23715 21437  26436 22375 19446  22783 19163 17159  17039 14585 13256  
83974 76902 75792  53516 40888 31950  19849 17724 17296  10339 7656 6727  
156309 139335 127199  19728 8089 7004  2633 2776 3185  509 369 199  
81922 82932 88927  58547 44300 32650  19693 13421 10199  10470 5590 3318  
55739 51971 51807  38492 34517 32853  27453 23195 20087  21408 14978 11291  
162731 139441 121887  14661 10529 14609  1350 587 1081  513 50 18  
66306 63074 64212  38083 36207 35061  20472 17624 16196  21622 14273 9861  
15137 13531 12896  13530 12445 12080  13767 11448 9725  12438 10419 9001  
132296 119336 115230  34250 23376 16978  7307 5526 4401  4270 2012 841  
140404 125193 120973  35998 23190 13858  1486 1399 2089  995 695 612  
81518 62861 47690  44867 39411 38185  24046 21381 21009  13208 11995 12884  
78187 73632 74826  36494 34033 33377  35699 23920 15661  14950 10662 7905  
110451 102074 101441  43458 31953 24723  13294 10508 8438  5161 3479 2125  
27977 25245 22518  27395 23183 20502  17980 17450 17825  17071 14974 13966  
81753 64702 50669  43316 35894 31506  23752 20317 19676  13753 12861 14449  
47682 36117 26327  36726 30489 26606  25663 23398 23163  17300 15675 15402  
70538 69622 73864  53886 39915 30930  18479 17352 17022  11032 9346 7890  
63201 50095 38609  36633 33157 31419  27753 24083 23569  18966 15869 15616  
44243 41053 42345  40120 33457 30234  33141 27571 23771  21175 16765 14057  
64632 62340 64229  31897 31674 32627  33020 23497 17486  20015 14023 10234  
86463 79187 72878  50722 38092 31786  21224 16105 14576  11369 9132 9318  
124661 111904 103368  40072 27036 21617  8946 7871 9111  3441 2225 2069  
63099 54762 48069  36891 34438 34800  29516 21680 17232  18463 14088 12076  
59876 55389 53355  43604 34957 29088  23897 20673 20236  14831 13511 13337  
132108 102428 79682  33386 31617 33211  9090 10868 15901  3016 3908 6421  
98174 94101 93123  43044 34097 29595  24545 14684 9239  8361 4986 3590  
132410 110180 95898  33219 27448 25004  9393 8227 9596  3020 3390 5027  
66901 64652 62993  39147 35935 35770  27531 21876 18564  19505 12038 8003  
117332 97378 83276  39650 34593 34532  14084 12018 12622  4835 3851 3945  
14380 12738 12207  13241 11802 11342  13077 11264 10366  7772 8154 9073  
39800 38715 39700  37911 31439 26852  18365 18267 19439  22477 17527 14393  
96743 81810 73192  46229 37493 32088  19943 17237 16980  8017 7668 8918  
161585 138045 119599  9492 6926 12996  4992 3402 3657  2620 1866 1173  
49022 41158 36389  35442 28048 23323  23331 22166 22668  18967 15329 13563  
163073 139452 121647  14363 8914 12346  1171 1675 3188  333 301 243  
13693 12043 11570  12340 10535 9876  8971 9201 10094  9756 8138 7547  
30883 27659 26203  22359 21535 21597  22187 17077 14038  18782 15669 13962  
100326 83622 71556  42568 33892 28966  17960 16753 18402  9276 8980 10853  
57078 48243 44302  29767 27409 28200  23737 20115 18850  19444 17546 16599  
26423 22513 21109  27010 22379 19647  17825 15277 14529  15319 13840 13726  
103895 108614 117149  49386 31973 17481  14401 6595 2275  6098 2174 509  
26641 26171 26672  24597 22325 21482  23235 19184 16538  17388 14989 13970  
56188 52156 48558  41493 35309 31873  29571 23614 21238  18066 14344 12986  
15736 13048 10710  13279 12067 11151  13861 11245 9681  11652 9622 8009  
31217 33217 37074  34897 28956 25909  24719 22180 21029  20771 17775 15636  
141156 106969 77283  30512 32646 41194  5257 7280 11931  1636 2671 5309  
119728 102486 96346  43283 34713 29176  9867 9214 9261  3536 2815 2187  
63235 51001 40288  43153 35792 32329  26644 21953 19736  14502 13420 13890  
78634 60411 44511  44642 40562 40138  24257 19873 18389  14189 13601 15753  
31474 27707 25817  24291 22078 21403  19028 17837 17304  16074 13089 11836  
91849 90752 93262  55339 38941 28547  11462 10233 9753  8865 5896 3963  
74654 62177 55763  37118 35908 37504  24525 19434 16901  16959 13786 11945  
