# NumberOfHospitals NumberOfScenarios TimeHorizon
3 100 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
47802 37782 28988  21691 16741 17607  16613 6782 9046  
60207 27431 37457  25830 24452 15749  8530 9876 6174  
93680 56151 52663  5198 10503 9091  1223 396 690  
58393 45563 50705  31165 18115 9988  8400 2249 1792  
62188 39724 46577  27619 17376 11919  7998 6700 3031  
34911 22887 23762  21268 17021 13287  11887 10545 8032  
8887 5919 5886  6775 5870 4392  5911 4785 4798  
17956 7658 10207  14486 9213 9796  12735 6932 6508  
74613 44333 34072  20602 13839 17802  3744 6765 6877  
25009 18020 17768  18284 9001 11901  14985 10315 7436  
85233 48010 47083  11374 16363 12146  2783 2356 2592  
28016 31324 20500  28634 16863 19433  16601 7893 7053  
92149 58586 53018  7624 6839 9194  620 1373 388  
36491 24192 22382  21031 16437 13697  14111 9231 7546  
58202 36977 41376  26244 15023 13519  9538 10031 4876  
16773 12778 10661  11691 10538 8595  12112 7756 8237  
70670 52692 53145  23305 11348 8138  3757 2418 1250  
40579 31223 29105  28186 12600 14187  12087 8574 9068  
75961 38555 41612  17648 16325 15144  4097 8041 4606  
52068 40791 28012  27561 17573 20191  10717 4669 5524  
21198 19539 15557  21781 12493 11991  10118 9772 6771  
79851 53785 52947  14446 10919 6097  4182 2065 2510  
56887 30603 32707  24613 16150 14473  9521 5941 7451  
57403 44912 39472  25455 13965 15397  11628 4631 4773  
27271 13990 16749  19334 9116 11420  14499 7217 8083  
50966 34725 35717  25751 14305 14978  12876 9157 6714  
72915 41512 46245  18910 11235 10807  5461 10897 4175  
63298 50038 46354  24200 11168 12429  9371 4072 2577  
7983 5901 4354  6033 5901 4665  7261 5103 5007  
17045 11809 11879  15746 8781 8553  10871 8853 6814  
37455 22782 21497  22845 12025 11312  14747 10377 9320  
29489 23039 23324  24318 16602 14220  13386 8883 9343  
18727 14468 16655  17270 12844 12698  13385 8602 9040  
16485 9907 11668  15857 8188 8203  10814 9404 7636  
36264 31419 28172  19966 17155 13395  19193 7989 10070  
79831 62436 58099  14269 4199 4178  5859 448 566  
77215 45785 52723  17869 17089 8422  4063 3142 1443  
64227 40634 36203  19881 17827 15094  9692 5727 6934  
36334 29347 28972  30028 14617 15104  13683 7248 8333  
89272 54349 58876  8076 12164 3534  2150 413 414  
31278 19055 23099  19432 13521 14342  17858 9847 9107  
92564 50401 46906  5285 13250 9122  2471 2467 5584  
59057 47196 32406  29397 11940 17030  5424 6051 7439  
31520 32272 24089  29851 14732 18370  17218 8755 7880  
28236 13190 14718  18612 14579 13536  13779 10603 9729  
18880 11078 11049  14186 9849 9757  9051 8939 6785  
71356 44800 47263  20111 14195 11612  5546 4467 2877  
16556 12874 10905  15200 8870 7932  12380 7863 7066  
9470 4796 5284  7633 5671 5388  7388 4611 4884  
62888 48747 55703  31165 13069 6238  3782 3568 623  
16924 12512 10178  14790 9911 8760  11009 7572 8303  
28749 24876 17441  20954 15825 13088  17822 9731 11916  
57024 48869 54240  31484 16369 7471  9137 1608 1024  
24664 17794 17792  19944 12818 12719  14426 10123 8928  
55784 36500 26377  23118 20295 19050  11742 7003 10351  
28323 24203 22810  27011 13940 14388  15801 8076 9280  
