# NumberOfHospitals NumberOfScenarios TimeHorizon
3 300 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
47802 37782 28988  21691 16741 17607  16613 6782 9046  
60207 27431 37457  25830 24452 15749  8530 9876 6174  
93680 56151 52663  5198 10503 9091  1223 396 690  
58393 45563 50705  31165 18115 9988  8400 2249 1792  
62188 39724 46577  27619 17376 11919  7998 6700 3031  
34911 22887 23762  21268 17021 13287  11887 10545 8032  
8887 5919 5886  6775 5870 4392  5911 4785 4798  
17956 7658 10207  14486 9213 9796  12735 6932 6508  
74613 44333 34072  20602 13839 17802  3744 6765 6877  
25009 18020 17768  18284 9001 11901  14985 10315 7436  
85233 48010 47083  11374 16363 12146  2783 2356 2592  
28016 31324 20500  28634 16863 19433  16601 7893 7053  
92149 58586 53018  7624 6839 9194  620 1373 388  
36491 24192 22382  21031 16437 13697  14111 9231 7546  
58202 36977 41376  26244 15023 13519  9538 10031 4876  
16773 12778 10661  11691 10538 8595  12112 7756 8237  
70670 52692 53145  23305 11348 8138  3757 2418 1250  
40579 31223 29105  28186 12600 14187  12087 8574 9068  
75961 38555 41612  17648 16325 15144  4097 8041 4606  
52068 40791 28012  27561 17573 20191  10717 4669 5524  
21198 19539 15557  21781 12493 11991  10118 9772 6771  
79851 53785 52947  14446 10919 6097  4182 2065 2510  
56887 30603 32707  24613 16150 14473  9521 5941 7451  
57403 44912 39472  25455 13965 15397  11628 4631 4773  
27271 13990 16749  19334 9116 11420  14499 7217 8083  
50966 34725 35717  25751 14305 14978  12876 9157 6714  
72915 41512 46245  18910 11235 10807  5461 10897 4175  
63298 50038 46354  24200 11168 12429  9371 4072 2577  
7983 5901 4354  6033 5901 4665  7261 5103 5007  
17045 11809 11879  15746 8781 8553  10871 8853 6814  
37455 22782 21497  22845 12025 11312  14747 10377 9320  
29489 23039 23324  24318 16602 14220  13386 8883 9343  
18727 14468 16655  17270 12844 12698  13385 8602 9040  
16485 9907 11668  15857 8188 8203  10814 9404 7636  
36264 31419 28172  19966 17155 13395  19193 7989 10070  
79831 62436 58099  14269 4199 4178  5859 448 566  
77215 45785 52723  17869 17089 8422  4063 3142 1443  
64227 40634 36203  19881 17827 15094  9692 5727 6934  
36334 29347 28972  30028 14617 15104  13683 7248 8333  
89272 54349 58876  8076 12164 3534  2150 413 414  
31278 19055 23099  19432 13521 14342  17858 9847 9107  
92564 50401 46906  5285 13250 9122  2471 2467 5584  
59057 47196 32406  29397 11940 17030  5424 6051 7439  
31520 32272 24089  29851 14732 18370  17218 8755 7880  
28236 13190 14718  18612 14579 13536  13779 10603 9729  
18880 11078 11049  14186 9849 9757  9051 8939 6785  
71356 44800 47263  20111 14195 11612  5546 4467 2877  
16556 12874 10905  15200 8870 7932  12380 7863 7066  
9470 4796 5284  7633 5671 5388  7388 4611 4884  
62888 48747 55703  31165 13069 6238  3782 3568 623  
16924 12512 10178  14790 9911 8760  11009 7572 8303  
28749 24876 17441  20954 15825 13088  17822 9731 11916  
57024 48869 54240  31484 16369 7471  9137 1608 1024  
24664 17794 17792  19944 12818 12719  14426 10123 8928  
55784 36500 26377  23118 20295 19050  11742 7003 10351  
28323 24203 22810  27011 13940 14388  15801 8076 9280  
14947 13008 10149  11236 10385 8682  11545 7173 5462  
88132 42271 54612  11462 20475 7031  796 4004 1019  
24911 13575 10726  21062 13614 14065  12676 9188 6495  
78255 56471 51443  14629 9215 7664  4540 923 3166  
32207 23367 23716  22176 16628 14161  17145 8961 8157  
72166 55830 42492  17246 9548 12868  5172 1435 4272  
32855 17991 13990  21428 14296 10981  16079 12333 11877  
76085 39820 41914  16306 10251 13008  5774 12290 5076  
23552 19294 16846  19768 13524 12390  14356 9206 9499  
47760 36600 27341  23998 17762 17673  14588 7257 9319  
76373 51100 53590  19004 7124 6382  4275 6462 2216  
32102 31797 21958  28244 16922 17768  12834 8865 8878  
15820 12398 11637  10714 10291 6954  11192 7035 8262  
56592 33520 33002  23272 17248 13605  11071 8570 7852  
79029 59816 58928  12656 4288 3017  8064 2760 933  
35116 27955 28839  30536 15884 15312  15921 10301 8329  
12529 10113 11156  14266 8669 9639  9562 6989 7493  
25612 13908 11426  20837 11670 11642  12674 11985 9669  
14283 12749 11033  12185 10188 9201  12908 8197 7231  
36116 31867 27741  24462 12115 15989  17436 10556 8806  
31390 22549 16121  25891 14530 16681  15632 10505 9878  
36075 18062 22159  24135 13146 13222  14558 9688 7332  
18586 10615 11438  14178 9342 7338  10126 9161 7418  
56520 46736 46018  33258 13044 11901  6295 4572 3675  
35763 26767 28968  27035 17820 15928  15393 10799 7907  
53756 45171 38920  25510 14680 15007  13594 4494 5615  
80602 60263 59017  18001 5564 3550  1779 964 270  
19004 9850 10316  14083 10691 9551  10843 8840 6869  
75583 38991 39480  17935 20135 16568  4998 5313 4181  
76117 64607 55343  22406 2037 6946  1301 422 554  
9393 5660 5448  7376 5421 5406  7171 3992 3250  
26897 10934 14847  19473 14942 13444  15050 9417 9253  
19910 17660 16867  18104 14417 11479  12638 10183 8193  
61870 43569 39826  24263 14401 14968  8291 5284 5353  
51683 37890 32173  16665 16412 11987  16838 6225 10650  
17528 12559 11125  9010 10044 6385  13729 7667 8057  
37159 22862 22926  23118 14268 14720  12489 9513 9451  
25518 16863 13249  20147 13213 13892  15215 9142 9763  
40870 30507 29449  26579 15647 12899  14286 9816 9123  
82750 48127 52082  10747 14344 8870  5823 3017 1519  
80960 45397 39710  11375 17894 13198  4532 3127 5724  
31226 27764 27826  28313 16994 16486  13710 10852 7330  
39070 23864 28883  23872 20817 14953  14508 8007 8715  
94382 54635 52639  4232 11904 7274  1276 417 1555  
72670 57963 46772  15788 7819 10063  10132 1026 4702  
56184 26876 28128  23321 20270 15356  11211 10303 9123  
61776 33022 39868  25260 16037 11632  8006 8764 7207  
12929 12812 9035  12906 10373 9517  10420 8445 7555  
27497 15326 13861  18161 13031 10044  13208 11157 10400  
18995 9794 10537  13536 9712 7244  12517 7758 8260  
41123 38954 29204  24300 16363 15903  15335 6878 8910  
46619 45125 36435  28369 13854 17123  13222 5511 5106  
27615 16213 14551  17719 14527 13121  13037 10333 9595  
38216 29819 21207  27398 17271 18091  12584 9634 9040  
30250 25729 19541  22418 13941 16398  15329 10366 9819  
26213 13844 17010  18802 11819 12731  12988 8738 9081  
62318 38869 32652  24836 13297 16092  8208 8346 7055  
9004 5484 4703  6155 5615 3753  7747 4976 4614  
8124 6450 5286  6981 4949 5377  7192 4335 4889  
85215 42426 44879  12494 13967 12196  1995 4796 4212  
53884 22217 29952  25743 18392 16798  9200 11587 8915  
62848 53133 51470  28269 9833 9512  6122 2711 1473  
51644 27497 34094  24347 16091 15535  13840 11475 6644  
54925 41999 30680  28613 14021 16704  9457 5641 6242  
72868 45322 39622  20745 12938 15478  4234 6547 4396  
9128 4170 5253  8423 4917 5234  7808 4198 4436  
86088 60920 49606  12441 5702 12534  1653 486 620  
78328 55670 46590  13847 9899 10864  5362 1239 3140  
8806 5728 5925  8645 4315 4678  6170 5539 4410  
66675 27939 41326  24697 18798 13390  6667 12998 5642  
43079 27044 21654  24075 17310 14812  15399 9797 11581  
54221 30695 34707  19138 20084 15057  13996 5371 6490  
61079 41138 46746  24750 19973 11378  8903 3397 3444  
9391 5655 5571  8612 4753 4861  7034 4085 3272  
17033 11288 11898  10747 9084 9134  12545 7578 7862  
50272 33796 26047  23933 17441 15126  9277 8832 8293  
35688 17650 22092  24350 14592 12753  14887 11924 10111  
56513 31598 33622  24402 14365 14825  10296 6411 6496  
61288 58507 45741  21664 7409 11391  10225 1053 4255  
25203 16364 12643  20705 10480 10737  11746 11284 8321  
17052 11460 9050  12568 10810 9022  12034 8462 7599  
86161 60049 48611  11253 6436 10560  2380 530 2482  
6731 6306 5432  8210 5017 5404  7965 4691 4674  
36655 32275 27358  30186 13683 14987  9750 7848 8992  
15024 12899 9817  14808 10145 9114  12939 7757 7529  
55210 52068 40762  32624 10857 16223  8584 2850 3302  
8233 4676 3604  8391 5325 4765  7563 4798 4236  
22920 17517 17616  16150 14442 11019  12192 10198 7931  
6723 5844 5654  7262 5665 5266  5481 5336 4129  
66112 31730 34833  20247 14005 16613  9003 9443 6357  
41397 23682 28849  16582 15579 14587  14002 11289 8644  
74337 57493 46771  15805 8188 10112  7504 1219 4225  
43178 26676 29548  26088 17558 15285  11098 7583 8097  
41346 49190 30527  39394 13720 23393  11895 3091 5036  
82834 51896 39481  11698 14376 16685  3838 614 3503  
73640 47402 43200  14537 14478 14064  8953 3506 4153  
35550 32419 24336  26373 14321 12667  16422 8605 9293  
32394 25114 23184  20859 12988 14783  14504 11253 8512  
74162 57863 50343  22315 6644 9604  3210 2080 2156  
80149 41181 36931  16651 13979 17390  2659 9454 5408  
9400 4644 4791  8592 4822 4775  7355 4637 4970  
50615 56426 37001  33723 9056 17682  8141 1371 5036  
65399 48139 47311  15854 10334 10598  11151 6780 3214  
53251 27076 33540  25829 16934 15453  8388 11663 7507  
40723 38683 28090  29870 15783 16477  15096 7200 9414  
52324 37808 33245  25263 15758 14140  12687 6562 8478  
27502 16463 17457  20111 10865 9821  12452 11019 9878  
43396 29211 29699  25975 15954 15333  14397 9460 7659  
17435 7605 10467  15171 7654 8850  12551 8608 7910  
34833 24668 23321  23189 13980 14853  11352 7932 8855  
35709 24759 22067  24159 12365 14300  12383 9396 9921  
7228 6516 5089  6170 5313 5167  7908 4489 4875  
65864 36371 39180  22053 12589 13004  6841 12201 5737  
26158 18870 16929  20815 9250 10595  13917 10952 9199  
35360 21284 23527  22845 14166 14615  13874 12158 8499  
28494 15207 16163  17573 13963 13169  14234 10017 7751  
18678 19201 13483  18263 13725 13156  16885 9428 9890  
55238 35614 34090  21868 17579 13130  12526 6294 6548  
55570 29622 33723  21389 17525 16366  9596 9163 6946  
54471 26968 33003  24300 21622 14284  10208 10061 8738  
35151 29157 32783  26991 15590 15973  15678 12212 7401  
54860 24459 31023  23804 18681 17462  11855 11589 7842  
48058 38263 43952  31667 20636 13757  12572 4486 3614  
15030 10755 11709  12798 9648 9520  10382 9023 7083  
13766 12338 11177  11658 8953 9375  12218 8582 6636  
8208 6400 5653  7431 5565 5328  7082 5090 4079  
42063 31762 26211  27191 11604 13674  13871 10656 10606  
57218 52108 40112  31889 9892 16835  7615 3686 3492  
51367 36796 29867  24558 16670 18566  11641 7883 7636  
9469 4903 5006  8451 5323 4965  6387 5421 4128  
45896 21804 26778  21644 20040 16923  15220 10932 8199  
74406 46759 44657  18576 11622 9651  4257 6687 4968  
14532 11213 11635  14633 9812 9663  11405 8034 7817  
62707 48095 55585  29058 9144 5534  7626 8821 1660  
51985 37032 35029  22639 16294 15553  10009 6728 6606  
35703 15085 20387  23769 17616 15542  15299 8900 8136  
43239 37991 27278  32377 13940 18055  12760 8513 8811  
8293 6211 5839  8092 5402 4505  5006 4258 4602  
20782 15159 17167  21772 13458 12649  13338 7782 8969  
52964 43196 40428  20676 12336 13836  12288 7787 4942  
25017 10294 15370  21285 12757 12337  13507 11392 9949  
13426 12263 11106  14402 9855 9733  12254 8550 7233  
54843 38527 27377  27546 13894 15729  10520 9249 10571  
57764 39824 41652  27349 16329 13592  8816 5581 4920  
51022 37028 29927  20168 17503 15872  14496 6510 7203  
36860 15874 19867  21909 10421 13570  14345 13922 11061  
49701 30266 23125  24486 20738 18601  14012 6634 8519  
68256 42938 47378  23386 16780 9879  6328 3092 3401  
46244 19941 24581  25191 18502 17110  13286 12576 9045  
40016 32399 27403  21682 16657 15391  11908 6626 8889  
80682 43986 38716  15992 18209 18333  2525 3067 2689  
94443 53225 55781  4474 13128 6395  1399 645 642  
75730 56507 52173  15354 8249 8765  7150 1117 1480  
61919 36084 40891  17925 16445 13869  13617 7910 4494  
51460 37286 30664  19601 17292 15740  15008 5635 6320  
95067 49184 52024  4445 15988 7961  892 1553 2473  
78953 46016 52583  17981 16222 7474  2584 4234 2137  
73426 58082 49855  16493 5965 10764  7852 2528 1879  
32215 31703 21761  23890 17149 17127  19149 8592 10541  
13445 10061 11357  11037 9065 9180  12267 5814 7406  
27126 23396 22697  26064 12329 14496  14292 9720 9509  
75316 35984 38634  17019 16310 17443  5567 11029 4870  
52176 27405 23452  26850 15651 17723  10223 13874 10690  
30315 25958 21840  21425 15476 14921  14905 9866 8243  
15465 10810 11771  11533 8802 9283  13919 7264 6971  
28401 15940 15621  20135 12017 11166  12731 10730 10124  
16910 11059 11885  15767 8831 8892  9731 8247 7737  
72707 42844 46642  15798 18241 11516  8794 3508 2659  
73779 39991 37031  17674 17828 13837  6042 5308 6088  
34791 23782 19432  20927 14105 10941  16518 8664 9777  
39409 37933 26036  28922 16897 19462  17676 6152 8338  
30304 21982 23491  26301 15161 13701  15496 10046 9623  
8482 5080 5858  8119 3635 4759  7587 4096 4646  
94487 51579 55338  5394 13191 5665  519 2007 1495  
41869 22947 18306  22965 19401 15156  15728 11306 12479  
60616 48870 46420  21838 13364 11613  10002 3822 3059  
58545 38931 41637  26930 16116 13578  7317 8040 4649  
17497 9509 8083  14755 10172 8792  10228 8382 6047  
36697 20575 18600  21648 13920 11240  12800 9536 6977  
15799 12940 10361  13670 10272 9555  12901 7611 7946  
85572 46975 47874  9794 16965 9281  4232 2378 4748  
84444 63976 54648  13531 2591 7918  2130 312 276  
33623 21890 16925  21621 12375 10158  12452 11819 9089  
83422 46379 57330  16158 15697 4674  628 2980 703  
42392 30888 29302  21682 17428 14690  16753 7829 7563  
75105 65173 53389  20791 1445 9002  4168 392 446  
25893 18402 17595  14979 12698 12230  9879 7460 8438  
58044 43654 46540  29617 16286 12185  8183 3366 2845  
75180 56160 52475  18868 8935 6914  4323 1689 2148  
54668 23108 29970  20971 17753 17911  13055 14156 8251  
76050 53847 53378  19094 10593 6516  3137 2339 1864  
26188 16247 17740  19367 10618 12246  13420 10581 9277  
35682 20087 17323  19150 17251 12594  13042 11448 10028  
53794 35735 35156  19466 17664 11486  14701 4635 7789  
8168 6007 4570  6556 5560 3884  8086 4337 4732  
33759 25583 21763  21344 16035 14157  16846 8732 9262  
75726 45926 52843  19565 10511 7139  4164 6039 2044  
64011 49056 36953  24456 13116 16037  7123 2905 4192  
75148 55463 52862  14654 9878 7589  5903 1575 1639  
23734 18075 13333  21719 11189 12851  10386 10710 7487  
