# NumberOfHospitals NumberOfScenarios TimeHorizon
3 200 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
84348 69491 62236  42689 36895 34942  21977 19185 18344  15233 13281 11985  7925 6498 5590  
12804 12202 11461  15318 12884 11245  13082 11464 10405  10215 9880 10031  10029 9204 8835  
12115 11939 12596  14813 12672 11483  13205 11688 10886  9280 9062 9459  9492 9067 8998  
83431 80735 84594  54074 41305 32580  20729 16173 12988  12248 7398 4425  3264 2491 1867  
40299 34787 32924  35566 31945 30137  28525 22306 18256  14708 14030 14771  14622 12071 10908  
131620 113004 100158  34659 26947 25272  7917 7536 9469  3015 1882 1649  1489 844 674  
83056 66399 53271  41458 38960 40038  23553 20881 21236  13603 10339 8907  6983 5737 5713  
123317 115980 116555  32411 23382 16514  9803 6651 3475  9503 3774 926  2634 628 97  
122189 115161 104883  48174 29909 28184  5985 3675 3493  1829 1129 687  704 538 278  
84929 80942 80409  47962 36711 30669  19567 16645 15275  12040 8270 5772  7435 4261 2834  
38339 38368 39814  35004 29794 27253  19896 18825 19101  18335 16263 14795  15058 12363 10640  
61634 54035 50534  44022 34757 28334  23766 19968 18846  12422 13142 14933  13051 10516 9309  
81248 68784 58956  38049 36095 37258  21938 19534 19417  16454 12146 10504  9606 5752 4066  
133187 129711 132808  31702 17005 4353  10689 3522 439  1538 242 1  1183 89 0  
116772 115559 119518  45475 28676 15816  10264 4771 1947  4342 1261 269  1762 275 27  
94717 84198 77005  40530 35376 34840  22046 16244 13810  12004 7657 5585  5428 3982 3489  
50384 40975 34138  33947 30642 29624  26163 22112 20149  19082 14994 12558  13561 10780 9311  
162213 133077 114962  13838 15941 21894  2851 1228 453  297 294 229  82 69 55  
67180 54588 45438  39329 35869 35113  23752 20206 18129  17256 13674 12187  11042 9602 9918  
91166 83413 78769  38778 34316 33697  23046 16971 14006  13341 8364 5461  6969 4200 3107  
31985 28252 26064  18694 19365 20966  16626 16086 16637  16416 14622 13949  16825 13439 11364  
88907 74122 68319  50634 44249 41147  21906 18114 15963  7790 6456 5938  4762 4008 3561  
93567 79592 72288  32246 28512 28723  29968 23277 18336  10255 9318 9704  5723 4663 4353  
65705 55749 49625  33301 29023 28281  29636 24627 21538  18020 14101 11359  8775 8393 9387  
126821 120134 119977  42176 25590 14770  7848 4080 2400  1921 648 351  343 118 76  
74168 67268 61657  37456 32313 29202  23598 19252 17946  13690 10968 10681  13221 9252 8131  
42917 39758 37150  38030 30772 26568  25441 21304 18821  15782 14168 13645  14627 11129 9423  
63298 52272 42712  42683 34324 29337  26949 23640 23504  13935 13384 14434  10534 9571 10255  
15601 13555 12553  15115 11734 9214  10755 9964 10117  10945 10346 10286  10010 8866 8558  
98695 78185 61554  44402 38161 36266  19299 18894 21965  8994 7509 7747  3340 3488 4630  
133802 107945 88173  31697 30938 36400  9928 8404 8866  2682 2328 2866  816 709 939  
15872 13665 12489  13930 12418 11262  12727 11421 10604  11384 10355 10013  10045 8552 8025  
71793 77753 87355  30744 30853 29021  29472 19577 12094  21246 11897 5619  7596 4506 2001  
149535 123608 106573  22276 22021 26617  5982 3553 2566  1057 1017 1297  295 300 441  
98882 106800 121000  54227 36359 15816  13595 4652 571  6132 1739 151  4824 897 46  
78118 63963 55720  46694 37617 30702  25052 22399 22358  13277 11263 10944  5605 5687 7023  
68786 58653 54661  50328 40309 33464  19954 18833 20043  16819 13865 12347  10294 8419 7415  
131227 106840 87007  27442 26787 31719  14634 11020 11104  3904 3731 4799  1467 1557 2019  
13737 12636 11538  13892 12494 11560  12438 10725 9349  12536 10564 9331  9184 8575 8252  
62227 61986 65145  46672 36820 31213  28850 22789 19078  15375 12309 10467  11279 7746 5569  
133181 112424 97918  31385 23024 19468  9281 9341 12125  3861 4122 5462  1055 1099 1610  
72046 80455 93709  41799 37321 30302  27792 16497 8289  22575 10669 3678  7252 3400 1132  
66430 60036 59156  32974 32984 34749  32243 26088 21230  14299 10446 8458  11087 8033 6096  
86733 81686 74642  52177 43192 42040  23053 15430 12760  9537 6349 5444  4583 2423 1718  
48997 46534 42881  45979 38363 34619  26353 22737 21697  19679 14420 12033  13049 9983 9145  
152271 127753 105271  20312 15421 22308  4546 5153 7656  1655 1866 2042  358 343 282  
41748 37745 33692  37030 28752 22923  22107 21509 22601  18099 15183 13813  14401 12713 12842  
76647 76583 79609  45020 36429 31617  25201 19487 15316  12233 8692 6264  5123 3513 2384  
146402 115591 94637  25465 24231 24217  5791 8564 14836  1097 1468 2557  306 445 843  
115981 96976 89459  35521 36186 38541  12081 9219 6263  12270 6580 2556  1495 857 466  
52900 51082 49479  43524 36756 33809  25428 22194 21128  20702 14452 10854  13147 9749 8369  
80360 67215 59530  45261 38484 34997  24821 19806 17156  10126 9043 9630  8446 6729 5975  
52687 49750 46496  43000 35348 30674  30356 24141 21623  18620 13811 11663  10564 9656 10452  
72769 59575 52662  44375 41295 40727  23909 19929 18423  14887 11689 10143  9639 8047 7269  
65771 55936 48651  34228 31907 30944  29549 22554 19124  18453 14391 12850  11015 8727 8007  
99975 92712 86721  43256 33175 28770  22787 14848 12356  7784 5848 5872  3318 2393 2307  
132958 130896 132647  40986 18349 4676  3007 1067 266  1281 220 11  819 64 1  
47928 42184 38997  27526 26209 27075  26465 21884 19517  17439 15659 14359  16245 11839 8936  
47879 48671 51912  45674 38102 32840  29373 23726 20265  17727 13531 11633  10012 8334 7686  
50804 47575 48406  36767 32910 31707  25991 23859 22146  12317 12139 12117  10420 8910 7797  
109544 97874 95125  50337 38896 30683  13603 9824 8185  3461 2504 2325  1383 1026 952  
31084 25749 22772  23644 20451 19271  22056 19512 18141  17363 15697 14951  11052 10100 10322  
83131 69194 58670  44260 35012 29984  23397 21249 21712  12455 10158 9572  6887 6847 8328  
75869 69123 64560  46177 37044 31737  25752 20685 19249  13877 10964 10336  7830 5883 5402  
47581 46100 48367  37397 35214 34281  28752 23776 20749  15227 13491 12387  15948 10662 7564  
59720 59782 63580  50879 41136 34783  28391 22819 19032  14667 11623 9753  7156 5329 4436  
32631 25005 18904  25469 22760 20966  22380 17962 15035  17806 13940 11357  14861 12137 10784  
27689 25455 23247  25170 22446 20731  23415 18553 15480  18384 15384 13822  14399 11699 10159  
28783 26630 24910  26571 23204 21390  18986 16453 14436  16607 14956 14835  16197 12719 10750  
82614 64876 52123  44321 37499 34099  23034 22360 23908  12955 11238 11049  7078 5859 5795  
130694 123738 126042  42517 23090 9282  4254 3201 2157  1651 554 108  108 24 7  
65769 64035 65862  42422 37436 34615  27209 20580 16802  19557 13023 9143  7916 6240 5256  
68142 66745 70956  57656 45268 36515  19214 16243 14941  13930 10068 7624  10256 6485 4051  
16283 13566 11921  10952 9172 8593  13184 11843 10940  11694 10654 10266  11373 9817 8801  
49161 41591 35796  34753 30109 28272  24376 21579 20248  16583 14417 13323  13344 11593 11312  
156112 139927 129018  19297 9362 7939  2777 1236 645  960 66 3  81 13 0  
30220 32452 36570  38744 32471 28556  23153 21459 20804  16659 15266 14553  11000 10362 9938  
30182 26879 24118  26317 23155 21599  21223 17545 14905  16966 14013 12066  15453 12677 11628  
76259 65835 60943  32742 33187 35595  24843 21557 19554  21184 13089 8022  10585 7423 5766  
134515 123687 123131  31940 22448 13584  6536 2576 555  4902 1473 232  1013 354 84  
103099 90179 85042  48615 36884 29172  16071 14697 15216  5896 5182 5293  2098 1574 1435  
160612 133131 116768  17256 15532 16700  1125 1515 3218  264 415 877  35 25 20  
150483 119897 96720  23241 25013 32766  4269 4635 6869  1000 831 997  177 135 159  
46222 51091 59047  46767 41622 37597  25770 20665 17417  18949 14738 11067  13791 8878 5697  
117015 96783 83079  33804 31490 33916  17808 14632 13238  5633 4059 3829  3237 2289 2019  
29874 24322 21251  25045 22659 21889  22397 17732 14745  18086 15693 14596  11979 10594 10484  
98185 90034 90749  41049 33293 28959  23048 17425 12556  6326 4729 3246  7176 3694 1517  
128074 117776 118197  41414 29553 18561  5974 2242 624  2526 835 191  1009 176 21  
31594 26678 23983  25353 22157 20763  21389 19019 17738  18634 15363 13445  11461 10467 10671  
16382 13294 11291  15109 11953 9673  13071 11642 10758  10782 9004 8280  11555 9627 8385  
99256 83240 71101  42075 36627 36507  16320 14808 14846  11420 8139 7176  5429 4072 3981  
45308 38517 35224  35140 29094 25733  27461 23027 20294  17547 16409 16413  9549 9314 10157  
15225 13471 12024  15200 12522 10854  13341 10612 8441  10821 10186 10037  10558 9561 9302  
61530 55847 52326  31882 30496 31710  29701 22434 18496  19168 14480 11138  12753 9379 7517  
118038 111769 113774  36706 24149 15910  12837 10001 6517  4046 2381 946  3781 1448 324  
48163 41539 36420  35751 27010 20856  24364 22060 22273  16209 15777 16571  12691 11682 11802  
33464 27905 23967  23226 22074 22111  21858 18365 15970  18798 14694 12177  13852 11625 10253  
150678 138871 132902  24555 10460 4132  2963 1146 555  653 109 14  388 29 1  
88386 82484 79600  35051 32143 32182  31337 19801 13187  10767 8075 6973  5482 3953 3192  
140133 113736 98089  25473 24411 26605  9302 9536 10721  3081 2031 1426  882 688 618  
121264 123240 130852  47033 25072 6578  7166 1835 154  3102 420 15  305 25 1  
83462 69898 60166  37169 34599 34070  22646 20374 21065  15050 11465 10316  8511 6438 5780  
45312 38244 36297  36314 32781 32406  31081 27308 25159  19616 15194 12645  12490 10577 9689  
15276 13569 12849  12697 12048 12073  11304 10822 10899  9375 9200 9561  11627 9459 8203  
38200 35492 32082  37804 32302 29633  24171 21780 21089  20520 16290 14181  15269 11909 10482  
82536 64040 49664  44609 39110 37480  22768 19631 18233  13102 12794 14881  7263 6919 7990  
87678 78890 71030  50815 39896 35729  19232 16996 17794  10316 7941 7472  5910 3824 3156  
108748 97672 90109  39863 33132 31881  19622 12921 9852  7132 4155 3098  2278 1697 1706  
95199 77178 66150  44602 41277 40702  22022 17336 15162  7266 6395 6943  5257 4147 3946  
16030 12943 11015  12328 10342 9531  14024 11132 9009  11719 10356 9860  10372 8634 7814  
118922 114688 117503  47205 28952 16178  6222 4034 2746  4321 2224 989  1346 482 135  
83157 69878 60192  43332 36395 33931  24137 19570 17821  11778 11297 12433  7167 6184 6340  
125021 112515 105095  36287 27912 25120  10378 6960 5644  3610 2013 1292  2950 885 285  
127188 118247 117281  43132 27723 16661  5623 2985 2369  2178 1207 1019  730 338 220  
156828 127943 110855  19588 21144 25322  2228 1318 1272  388 165 127  178 47 20  
86995 80062 74434  48970 38645 33930  20175 16960 17014  9379 6612 5508  7543 4491 3486  
90197 80863 73172  47939 37910 33560  18784 16817 18013  11993 8368 7202  5423 3151 2307  
32761 27870 24197  26155 22562 20145  17998 17241 17246  17717 12679 9078  12492 11906 12178  
15039 13860 13248  15157 12341 10547  13089 11624 10804  9902 9631 9932  9836 9180 9041  
103172 89332 76242  48098 39542 39090  17652 12851 12041  6452 5259 5726  1754 1800 2526  
64792 60409 55148  50649 38289 31171  27478 21990 20405  15362 13475 14415  8214 6184 5898  
147415 121309 100165  23723 23706 32080  6454 4321 4071  920 759 905  582 416 318  
14707 13683 13367  14629 12798 11591  10156 10215 10752  7307 7695 8637  9877 8402 7859  
150633 125060 111580  17532 18332 21736  8501 5587 3208  2217 1304 734  381 303 276  
89263 80408 73007  49223 38889 35127  18798 16589 17181  10190 7567 6562  5614 3420 2639  
46915 42143 39607  31111 25952 23872  20143 20177 21160  18793 16591 15450  17240 12824 10166  
115389 91302 71891  34509 33194 35687  18066 16123 18343  7013 5736 6132  2587 2622 3513  
14953 13822 13235  14364 12641 11452  11901 10672 9681  12580 10064 8614  8846 8127 7493  
107804 90448 81244  45507 39637 36292  15234 11589 10657  6795 5197 4721  2490 2238 2573  
28867 26290 25650  26793 23336 21113  20844 18120 16986  10790 11148 12403  15563 13265 11823  
31589 28183 26269  25346 21045 18874  21905 17547 14075  14862 14279 14263  15285 12186 10729  
13418 12092 11876  12725 11370 11030  12003 10737 10360  11609 9986 9251  7633 7845 8512  
112867 107106 99275  38922 27780 26531  17377 11058 9384  7493 3409 1826  1559 826 434  
111211 99815 97111  38964 34133 30847  17767 10124 5816  7083 4152 2417  2699 1669 1039  
116677 112226 117592  52200 34913 18991  7209 2381 670  1436 546 182  1102 343 92  
123534 102133 90225  41021 33282 28043  6974 8331 12064  4096 3678 3998  1829 1921 2293  
95801 82667 75542  42029 35305 32789  22903 18302 15827  9914 7630 6911  4077 3599 3794  
125900 112652 104377  31598 24029 20899  15595 10362 9202  4435 2522 2162  1171 593 501  
31050 32772 36551  31387 27473 26052  27982 23126 20303  14198 14307 14644  15435 13310 11520  
160711 141540 129380  16344 8328 7616  1992 600 447  188 151 155  48 10 3  
107033 91812 78253  45109 34831 31748  14495 13560 16312  5837 5383 6605  3332 2333 2262  
136154 123873 110803  33155 19407 20251  6440 4819 5044  2571 1876 1203  683 487 233  
156589 127911 102458  19201 17764 26687  1599 2993 6643  1130 1203 1176  411 429 385  
146356 111812 83936  25997 28681 36049  5086 7653 13450  1390 1818 2967  288 391 734  
115874 90197 70717  40387 39096 42555  13647 11833 11844  5738 5868 7692  2225 2273 3073  
39258 42273 47935  42892 36761 33250  21048 20482 20214  18318 14439 12071  11771 9977 8366  
31630 32676 36052  33741 30017 28374  28156 24094 21325  20194 17043 15098  12946 11468 10483  
120053 104998 98632  40239 33976 29878  13390 8284 6323  2936 1928 1730  1891 949 617  
85138 77073 69344  45947 38192 35632  23477 19166 18946  12146 8543 7512  6232 3983 3330  
54084 57002 62907  51260 42712 36321  24732 19873 17223  16378 12563 9969  13089 8015 5155  
65432 77271 92854  50267 41623 31629  21286 15180 8468  21442 9593 3060  8827 3933 1094  
57092 47646 43173  42224 36599 33842  23544 20109 19060  20348 17140 15196  11171 9277 8614  
51818 46927 46491  37172 31103 28482  23166 22325 22669  22432 17638 14437  13368 10577 8931  
94450 71275 51358  46011 42051 42331  21256 20154 22777  8544 8563 10603  4570 4401 5471  
85472 78502 72259  47387 39653 37861  21959 16465 13966  13223 8696 7147  6000 3788 3158  
140961 125571 117906  25324 19079 16682  7831 4096 2318  4141 1453 489  822 333 154  
16461 13890 11957  12694 11229 9820  11499 11070 11236  12366 9930 8095  11343 9230 8163  
121516 107522 105504  44615 36514 29325  10607 5322 2131  1811 901 430  421 225 129  
55635 47220 43727  34327 30645 30149  32403 25047 19759  15727 13363 12728  14868 11635 9336  
60740 53244 49982  32209 26782 24949  22319 19196 18445  20592 16056 13262  13209 11809 11228  
159608 120591 87934  15436 23392 37187  3213 5356 10705  664 917 1411  256 263 263  
36757 41462 48172  36362 30956 28703  18843 19691 20366  20784 16531 13588  19397 14011 9993  
78031 68787 61576  41977 36863 35174  24420 20509 19833  16123 10718 8358  7900 6139 5748  
40044 38843 38063  38512 31383 27113  24368 21816 21134  15914 14600 14673  11395 10456 10337  
72964 80267 92882  56266 43811 32411  20986 13099 7380  16688 8302 3233  7197 3569 1293  
13346 13009 12891  12495 12013 12101  11700 11056 10878  12477 10328 8728  9442 8964 8887  
57839 53613 50371  36087 31811 28937  26721 23109 22589  19565 14974 12792  12615 9123 7592  
91702 77359 64346  40840 38405 40995  22221 16724 14949  11524 9235 9378  7053 4674 4018  
83925 68903 58296  42732 37511 36239  23194 17767 14251  11741 11767 13620  7346 6453 6787  
94165 93877 100002  39559 33928 27532  31874 16674 7378  6955 3669 1853  4309 1805 638  
148087 123041 103272  19480 19470 26711  9579 6477 5927  1466 980 979  495 505 598  
