# NumberOfHospitals NumberOfScenarios TimeHorizon
3 100 5
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
84348 69491 62236  42689 36895 34942  21977 19185 18344  15233 13281 11985  7925 6498 5590  
12804 12202 11461  15318 12884 11245  13082 11464 10405  10215 9880 10031  10029 9204 8835  
12115 11939 12596  14813 12672 11483  13205 11688 10886  9280 9062 9459  9492 9067 8998  
83431 80735 84594  54074 41305 32580  20729 16173 12988  12248 7398 4425  3264 2491 1867  
40299 34787 32924  35566 31945 30137  28525 22306 18256  14708 14030 14771  14622 12071 10908  
131620 113004 100158  34659 26947 25272  7917 7536 9469  3015 1882 1649  1489 844 674  
83056 66399 53271  41458 38960 40038  23553 20881 21236  13603 10339 8907  6983 5737 5713  
123317 115980 116555  32411 23382 16514  9803 6651 3475  9503 3774 926  2634 628 97  
122189 115161 104883  48174 29909 28184  5985 3675 3493  1829 1129 687  704 538 278  
84929 80942 80409  47962 36711 30669  19567 16645 15275  12040 8270 5772  7435 4261 2834  
38339 38368 39814  35004 29794 27253  19896 18825 19101  18335 16263 14795  15058 12363 10640  
61634 54035 50534  44022 34757 28334  23766 19968 18846  12422 13142 14933  13051 10516 9309  
81248 68784 58956  38049 36095 37258  21938 19534 19417  16454 12146 10504  9606 5752 4066  
133187 129711 132808  31702 17005 4353  10689 3522 439  1538 242 1  1183 89 0  
116772 115559 119518  45475 28676 15816  10264 4771 1947  4342 1261 269  1762 275 27  
94717 84198 77005  40530 35376 34840  22046 16244 13810  12004 7657 5585  5428 3982 3489  
50384 40975 34138  33947 30642 29624  26163 22112 20149  19082 14994 12558  13561 10780 9311  
162213 133077 114962  13838 15941 21894  2851 1228 453  297 294 229  82 69 55  
67180 54588 45438  39329 35869 35113  23752 20206 18129  17256 13674 12187  11042 9602 9918  
91166 83413 78769  38778 34316 33697  23046 16971 14006  13341 8364 5461  6969 4200 3107  
31985 28252 26064  18694 19365 20966  16626 16086 16637  16416 14622 13949  16825 13439 11364  
88907 74122 68319  50634 44249 41147  21906 18114 15963  7790 6456 5938  4762 4008 3561  
93567 79592 72288  32246 28512 28723  29968 23277 18336  10255 9318 9704  5723 4663 4353  
65705 55749 49625  33301 29023 28281  29636 24627 21538  18020 14101 11359  8775 8393 9387  
126821 120134 119977  42176 25590 14770  7848 4080 2400  1921 648 351  343 118 76  
74168 67268 61657  37456 32313 29202  23598 19252 17946  13690 10968 10681  13221 9252 8131  
42917 39758 37150  38030 30772 26568  25441 21304 18821  15782 14168 13645  14627 11129 9423  
63298 52272 42712  42683 34324 29337  26949 23640 23504  13935 13384 14434  10534 9571 10255  
15601 13555 12553  15115 11734 9214  10755 9964 10117  10945 10346 10286  10010 8866 8558  
98695 78185 61554  44402 38161 36266  19299 18894 21965  8994 7509 7747  3340 3488 4630  
133802 107945 88173  31697 30938 36400  9928 8404 8866  2682 2328 2866  816 709 939  
15872 13665 12489  13930 12418 11262  12727 11421 10604  11384 10355 10013  10045 8552 8025  
71793 77753 87355  30744 30853 29021  29472 19577 12094  21246 11897 5619  7596 4506 2001  
149535 123608 106573  22276 22021 26617  5982 3553 2566  1057 1017 1297  295 300 441  
98882 106800 121000  54227 36359 15816  13595 4652 571  6132 1739 151  4824 897 46  
78118 63963 55720  46694 37617 30702  25052 22399 22358  13277 11263 10944  5605 5687 7023  
68786 58653 54661  50328 40309 33464  19954 18833 20043  16819 13865 12347  10294 8419 7415  
131227 106840 87007  27442 26787 31719  14634 11020 11104  3904 3731 4799  1467 1557 2019  
13737 12636 11538  13892 12494 11560  12438 10725 9349  12536 10564 9331  9184 8575 8252  
62227 61986 65145  46672 36820 31213  28850 22789 19078  15375 12309 10467  11279 7746 5569  
133181 112424 97918  31385 23024 19468  9281 9341 12125  3861 4122 5462  1055 1099 1610  
72046 80455 93709  41799 37321 30302  27792 16497 8289  22575 10669 3678  7252 3400 1132  
66430 60036 59156  32974 32984 34749  32243 26088 21230  14299 10446 8458  11087 8033 6096  
86733 81686 74642  52177 43192 42040  23053 15430 12760  9537 6349 5444  4583 2423 1718  
48997 46534 42881  45979 38363 34619  26353 22737 21697  19679 14420 12033  13049 9983 9145  
152271 127753 105271  20312 15421 22308  4546 5153 7656  1655 1866 2042  358 343 282  
41748 37745 33692  37030 28752 22923  22107 21509 22601  18099 15183 13813  14401 12713 12842  
76647 76583 79609  45020 36429 31617  25201 19487 15316  12233 8692 6264  5123 3513 2384  
146402 115591 94637  25465 24231 24217  5791 8564 14836  1097 1468 2557  306 445 843  
115981 96976 89459  35521 36186 38541  12081 9219 6263  12270 6580 2556  1495 857 466  
52900 51082 49479  43524 36756 33809  25428 22194 21128  20702 14452 10854  13147 9749 8369  
80360 67215 59530  45261 38484 34997  24821 19806 17156  10126 9043 9630  8446 6729 5975  
52687 49750 46496  43000 35348 30674  30356 24141 21623  18620 13811 11663  10564 9656 10452  
72769 59575 52662  44375 41295 40727  23909 19929 18423  14887 11689 10143  9639 8047 7269  
65771 55936 48651  34228 31907 30944  29549 22554 19124  18453 14391 12850  11015 8727 8007  
99975 92712 86721  43256 33175 28770  22787 14848 12356  7784 5848 5872  3318 2393 2307  
132958 130896 132647  40986 18349 4676  3007 1067 266  1281 220 11  819 64 1  
47928 42184 38997  27526 26209 27075  26465 21884 19517  17439 15659 14359  16245 11839 8936  
47879 48671 51912  45674 38102 32840  29373 23726 20265  17727 13531 11633  10012 8334 7686  
50804 47575 48406  36767 32910 31707  25991 23859 22146  12317 12139 12117  10420 8910 7797  
109544 97874 95125  50337 38896 30683  13603 9824 8185  3461 2504 2325  1383 1026 952  
31084 25749 22772  23644 20451 19271  22056 19512 18141  17363 15697 14951  11052 10100 10322  
83131 69194 58670  44260 35012 29984  23397 21249 21712  12455 10158 9572  6887 6847 8328  
75869 69123 64560  46177 37044 31737  25752 20685 19249  13877 10964 10336  7830 5883 5402  
47581 46100 48367  37397 35214 34281  28752 23776 20749  15227 13491 12387  15948 10662 7564  
59720 59782 63580  50879 41136 34783  28391 22819 19032  14667 11623 9753  7156 5329 4436  
32631 25005 18904  25469 22760 20966  22380 17962 15035  17806 13940 11357  14861 12137 10784  
27689 25455 23247  25170 22446 20731  23415 18553 15480  18384 15384 13822  14399 11699 10159  
28783 26630 24910  26571 23204 21390  18986 16453 14436  16607 14956 14835  16197 12719 10750  
82614 64876 52123  44321 37499 34099  23034 22360 23908  12955 11238 11049  7078 5859 5795  
130694 123738 126042  42517 23090 9282  4254 3201 2157  1651 554 108  108 24 7  
